Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:45,-0.12°,99.29°,-9.29°,170.71°,--
05:50,0.97°,98.96°,-8.96°,171.04°,59.26449
05:55,2.05°,98.65°,-8.65°,171.35°,27.91841
06:00,3.18°,98.34°,-8.34°,171.66°,18.01676
06:05,4.33°,98.03°,-8.03°,171.97°,13.21985
06:10,5.49°,97.72°,-7.72°,172.28°,10.40289
06:15,6.67°,97.42°,-7.42°,172.58°,8.55707
06:20,7.85°,97.11°,-7.11°,172.89°,7.25635
06:25,9.03°,96.82°,-6.82°,173.18°,6.29084
06:30,10.22°,96.52°,-6.52°,173.48°,5.54584
06:35,11.41°,96.22°,-6.22°,173.78°,4.95344
06:40,12.61°,95.93°,-5.93°,174.07°,4.47094
06:45,13.80°,95.64°,-5.64°,174.36°,4.07015
06:50,15.00°,95.35°,-5.35°,174.65°,3.73175
06:55,16.20°,95.06°,-5.06°,174.94°,3.44203
07:00,17.40°,94.77°,-4.77°,175.23°,3.19102
07:05,18.60°,94.48°,-4.48°,175.52°,2.97130
07:10,19.80°,94.19°,-4.19°,175.81°,2.77721
07:15,21.01°,93.90°,-3.90°,176.10°,2.60439
07:20,22.21°,93.62°,-3.62°,176.38°,2.44940
07:25,23.41°,93.33°,-3.33°,176.67°,2.30951
07:30,24.62°,93.04°,-3.04°,176.96°,2.18251
07:35,25.82°,92.74°,-2.74°,177.26°,2.06661
07:40,27.03°,92.45°,-2.45°,177.55°,1.96033
07:45,28.23°,92.16°,-2.16°,177.84°,1.86244
07:50,29.44°,91.86°,-1.86°,178.14°,1.77191
07:55,30.65°,91.56°,-1.56°,178.44°,1.68787
08:00,31.85°,91.26°,-1.26°,178.74°,1.60958
08:05,33.06°,90.95°,-0.95°,179.05°,1.53641
08:10,34.27°,90.64°,-0.64°,179.36°,1.46782
08:15,35.47°,90.33°,-0.33°,179.67°,1.40334
08:20,36.68°,90.01°,-0.01°,179.99°,1.34256
08:25,37.89°,89.69°,0.31°,-179.69°,1.28512
08:30,39.10°,89.36°,0.64°,-179.36°,1.23071
08:35,40.30°,89.03°,0.97°,-179.03°,1.17906
08:40,41.51°,88.69°,1.31°,-178.69°,1.12991
08:45,42.72°,88.34°,1.66°,-178.34°,1.08305
08:50,43.92°,87.98°,2.02°,-177.98°,1.03829
08:55,45.13°,87.62°,2.38°,-177.62°,0.99545
09:00,46.34°,87.24°,2.76°,-177.24°,0.95439
09:05,47.54°,86.85°,3.15°,-176.85°,0.91495
09:10,48.75°,86.46°,3.54°,-176.46°,0.87702
09:15,49.95°,86.04°,3.96°,-176.04°,0.84047
09:20,51.16°,85.62°,4.38°,-175.62°,0.80522
09:25,52.36°,85.17°,4.83°,-175.17°,0.77116
09:30,53.57°,84.71°,5.29°,-174.71°,0.73820
09:35,54.77°,84.23°,5.77°,-174.23°,0.70627
09:40,55.97°,83.73°,6.27°,-173.73°,0.67531
09:45,57.17°,83.20°,6.80°,-173.20°,0.64523
09:50,58.37°,82.64°,7.36°,-172.64°,0.61600
09:55,59.56°,82.05°,7.95°,-172.05°,0.58754
10:00,60.76°,81.43°,8.57°,-171.43°,0.55981
10:05,61.95°,80.77°,9.23°,-170.77°,0.53276
10:10,63.14°,80.06°,9.94°,-170.06°,0.50637
10:15,64.33°,79.30°,10.70°,-169.30°,0.48057
10:20,65.52°,78.49°,11.51°,-168.49°,0.45536
10:25,66.70°,77.60°,12.40°,-167.60°,0.43068
10:30,67.88°,76.64°,13.36°,-166.64°,0.40653
10:35,69.05°,75.58°,14.42°,-165.58°,0.38288
10:40,70.22°,74.42°,15.58°,-164.42°,0.35970
10:45,71.38°,73.13°,16.87°,-163.13°,0.33700
10:50,72.53°,71.69°,18.31°,-161.69°,0.31477
10:55,73.67°,70.07°,19.93°,-160.07°,0.29301
11:00,74.80°,68.22°,21.78°,-158.22°,0.27174
11:05,75.91°,66.11°,23.89°,-156.11°,0.25097
11:10,77.01°,63.66°,26.34°,-153.66°,0.23077
11:15,78.07°,60.79°,29.21°,-150.79°,0.21120
11:20,79.11°,57.40°,32.60°,-147.40°,0.19237
11:25,80.11°,53.33°,36.67°,-143.33°,0.17443
11:30,81.04°,48.42°,41.58°,-138.42°,0.15761
11:35,81.91°,42.44°,47.56°,-132.44°,0.14223
11:40,82.66°,35.17°,54.83°,-125.17°,0.12875
11:45,83.28°,26.42°,63.58°,-116.42°,0.11776
11:50,83.72°,16.21°,73.79°,-106.21°,0.10997
11:55,83.95°,4.88°,85.12°,-94.88°,0.10605
12:00,83.93°,-6.83°,96.83°,-83.17°,0.10641
12:05,83.66°,-18.02°,108.02°,-71.98°,0.11103
12:10,83.19°,-28.00°,118.00°,-62.00°,0.11941
12:15,82.54°,-36.49°,126.49°,-53.51°,0.13086
12:20,81.77°,-43.53°,133.53°,-46.47°,0.14470
12:25,80.89°,-49.32°,139.32°,-40.68°,0.16035
12:30,79.94°,-54.07°,144.07°,-35.93°,0.17737
12:35,78.94°,-58.01°,148.01°,-31.99°,0.19548
12:40,77.90°,-61.31°,151.31°,-28.69°,0.21445
12:45,76.82°,-64.10°,154.10°,-25.90°,0.23413
12:50,75.73°,-66.49°,156.49°,-23.51°,0.25443
12:55,74.61°,-68.55°,158.55°,-21.45°,0.27528
13:00,73.48°,-70.35°,160.35°,-19.65°,0.29664
13:05,72.33°,-71.94°,161.94°,-18.06°,0.31848
13:10,71.18°,-73.36°,163.36°,-16.64°,0.34079
13:15,70.02°,-74.62°,164.62°,-15.38°,0.36357
13:20,68.85°,-75.77°,165.77°,-14.23°,0.38682
13:25,67.68°,-76.81°,166.81°,-13.19°,0.41056
13:30,66.50°,-77.75°,167.75°,-12.25°,0.43480
13:35,65.32°,-78.63°,168.63°,-11.37°,0.45956
13:40,64.13°,-79.43°,169.43°,-10.57°,0.48487
13:45,62.94°,-80.18°,170.18°,-9.82°,0.51076
13:50,61.75°,-80.88°,170.88°,-9.12°,0.53727
13:55,60.56°,-81.54°,171.54°,-8.46°,0.56442
14:00,59.36°,-82.16°,172.16°,-7.84°,0.59227
14:05,58.17°,-82.74°,172.74°,-7.26°,0.62085
14:10,56.97°,-83.29°,173.29°,-6.71°,0.65023
14:15,55.77°,-83.81°,173.81°,-6.19°,0.68045
14:20,54.57°,-84.31°,174.31°,-5.69°,0.71157
14:25,53.36°,-84.79°,174.79°,-5.21°,0.74367
14:30,52.16°,-85.25°,175.25°,-4.75°,0.77680
14:35,50.96°,-85.69°,175.69°,-4.31°,0.81106
14:40,49.75°,-86.11°,176.11°,-3.89°,0.84653
14:45,48.55°,-86.52°,176.52°,-3.48°,0.88329
14:50,47.34°,-86.92°,176.92°,-3.08°,0.92147
14:55,46.13°,-87.30°,177.30°,-2.70°,0.96117
15:00,44.93°,-87.68°,177.68°,-2.32°,1.00253
15:05,43.72°,-88.04°,178.04°,-1.96°,1.04567
15:10,42.51°,-88.40°,178.40°,-1.60°,1.09077
15:15,41.31°,-88.75°,178.75°,-1.25°,1.13800
15:20,40.10°,-89.09°,179.09°,-0.91°,1.18756
15:25,38.89°,-89.42°,179.42°,-0.58°,1.23966
15:30,37.68°,-89.75°,179.75°,-0.25°,1.29456
15:35,36.48°,-90.07°,-179.93°,0.07°,1.35254
15:40,35.27°,-90.38°,-179.62°,0.38°,1.41391
15:45,34.06°,-90.70°,-179.30°,0.70°,1.47906
15:50,32.86°,-91.00°,-179.00°,1.00°,1.54838
15:55,31.65°,-91.31°,-178.69°,1.31°,1.62237
16:00,30.44°,-91.61°,-178.39°,1.61°,1.70158
16:05,29.24°,-91.91°,-178.09°,1.91°,1.78665
16:10,28.03°,-92.21°,-177.79°,2.21°,1.87836
16:15,26.82°,-92.50°,-177.50°,2.50°,1.97758
16:20,25.62°,-92.79°,-177.21°,2.79°,2.08539
16:25,24.41°,-93.09°,-176.91°,3.09°,2.20304
16:30,23.21°,-93.38°,-176.62°,3.38°,2.33207
16:35,22.01°,-93.66°,-176.34°,3.66°,2.47434
16:40,20.80°,-93.95°,-176.05°,3.95°,2.63212
16:45,19.60°,-94.24°,-175.76°,4.24°,2.80825
16:50,18.40°,-94.53°,-175.47°,4.53°,3.00631
16:55,17.20°,-94.82°,-175.18°,4.82°,3.23086
17:00,16.00°,-95.11°,-174.89°,5.11°,3.48780
17:05,14.80°,-95.40°,-174.60°,5.40°,3.78492
17:10,13.60°,-95.69°,-174.31°,5.69°,4.13273
17:15,12.41°,-95.98°,-174.02°,5.98°,4.54571
17:20,11.21°,-96.27°,-173.73°,6.27°,5.04441
17:25,10.02°,-96.57°,-173.43°,6.57°,5.65897
17:30,8.83°,-96.87°,-173.13°,6.87°,6.43537
17:35,7.65°,-97.17°,-172.83°,7.17°,7.44745
17:40,6.47°,-97.47°,-172.53°,7.47°,8.82138
17:45,5.29°,-97.77°,-172.23°,7.77°,10.79174
17:50,4.13°,-98.08°,-171.92°,8.08°,13.84407
17:55,2.99°,-98.39°,-171.61°,8.39°,19.17295
18:00,1.87°,-98.70°,-171.30°,8.70°,30.70171
18:05,0.79°,-99.02°,-170.98°,9.02°,72.51262
