Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
06:05,-0.99°,66.13°,23.87°,-156.13°,--
06:10,0.35°,65.81°,24.19°,-155.81°,161.75083
06:15,1.32°,65.49°,24.51°,-155.49°,43.43042
06:20,2.33°,65.16°,24.84°,-155.16°,24.58363
06:25,3.37°,64.81°,25.19°,-154.81°,17.00230
06:30,4.42°,64.46°,25.54°,-154.46°,12.94653
06:35,5.48°,64.10°,25.90°,-154.10°,10.42966
06:40,6.54°,63.72°,26.28°,-153.72°,8.72178
06:45,7.61°,63.34°,26.66°,-153.34°,7.48882
06:50,8.67°,62.94°,27.06°,-152.94°,6.55744
06:55,9.73°,62.53°,27.47°,-152.53°,5.82927
07:00,10.80°,62.11°,27.89°,-152.11°,5.24437
07:05,11.85°,61.68°,28.32°,-151.68°,4.76422
07:10,12.91°,61.23°,28.77°,-151.23°,4.36291
07:15,13.96°,60.77°,29.23°,-150.77°,4.02243
07:20,15.01°,60.30°,29.70°,-150.30°,3.72983
07:25,16.05°,59.81°,30.19°,-149.81°,3.47560
07:30,17.09°,59.31°,30.69°,-149.31°,3.25260
07:35,18.12°,58.79°,31.21°,-148.79°,3.05535
07:40,19.15°,58.26°,31.74°,-148.26°,2.87957
07:45,20.17°,57.71°,32.29°,-147.71°,2.72190
07:50,21.19°,57.15°,32.85°,-147.15°,2.57965
07:55,22.20°,56.56°,33.44°,-146.56°,2.45061
08:00,23.20°,55.96°,34.04°,-145.96°,2.33301
08:05,24.20°,55.34°,34.66°,-145.34°,2.22538
08:10,25.19°,54.71°,35.29°,-144.71°,2.12647
08:15,26.17°,54.05°,35.95°,-144.05°,2.03526
08:20,27.14°,53.37°,36.63°,-143.37°,1.95088
08:25,28.10°,52.67°,37.33°,-142.67°,1.87258
08:30,29.06°,51.95°,38.05°,-141.95°,1.79974
08:35,30.00°,51.20°,38.80°,-141.20°,1.73179
08:40,30.94°,50.43°,39.57°,-140.43°,1.66828
08:45,31.86°,49.64°,40.36°,-139.64°,1.60879
08:50,32.78°,48.82°,41.18°,-138.82°,1.55297
08:55,33.68°,47.97°,42.03°,-137.97°,1.50049
09:00,34.57°,47.10°,42.90°,-137.10°,1.45110
09:05,35.45°,46.20°,43.80°,-136.20°,1.40454
09:10,36.31°,45.27°,44.73°,-135.27°,1.36061
09:15,37.17°,44.31°,45.69°,-134.31°,1.31911
09:20,38.00°,43.32°,46.68°,-133.32°,1.27989
09:25,38.82°,42.30°,47.70°,-132.30°,1.24278
09:30,39.63°,41.24°,48.76°,-131.24°,1.20767
09:35,40.41°,40.15°,49.85°,-130.15°,1.17443
09:40,41.18°,39.03°,50.97°,-129.03°,1.14297
09:45,41.93°,37.87°,52.13°,-127.87°,1.11318
09:50,42.67°,36.68°,53.32°,-126.68°,1.08500
09:55,43.38°,35.45°,54.55°,-125.45°,1.05834
10:00,44.07°,34.18°,55.82°,-124.18°,1.03315
10:05,44.73°,32.87°,57.13°,-122.87°,1.00937
10:10,45.38°,31.53°,58.47°,-121.53°,0.98695
10:15,46.00°,30.15°,59.85°,-120.15°,0.96584
10:20,46.59°,28.73°,61.27°,-118.73°,0.94601
10:25,47.16°,27.27°,62.73°,-117.27°,0.92744
10:30,47.70°,25.77°,64.23°,-115.77°,0.91008
10:35,48.21°,24.24°,65.76°,-114.24°,0.89392
10:40,48.69°,22.67°,67.33°,-112.67°,0.87894
10:45,49.14°,21.06°,68.94°,-111.06°,0.86512
10:50,49.55°,19.42°,70.58°,-109.42°,0.85245
10:55,49.94°,17.75°,72.25°,-107.75°,0.84091
11:00,50.29°,16.05°,73.95°,-106.05°,0.83051
11:05,50.61°,14.31°,75.69°,-104.31°,0.82122
11:10,50.89°,12.56°,77.44°,-102.56°,0.81305
11:15,51.13°,10.77°,79.23°,-100.77°,0.80600
11:20,51.34°,8.97°,81.03°,-98.97°,0.80005
11:25,51.51°,7.15°,82.85°,-97.15°,0.79521
11:30,51.64°,5.32°,84.68°,-95.32°,0.79148
11:35,51.73°,3.48°,86.52°,-93.48°,0.78886
11:40,51.79°,1.62°,88.38°,-91.62°,0.78733
11:45,51.80°,-0.23°,90.23°,-89.77°,0.78692
11:50,51.78°,-2.08°,92.08°,-87.92°,0.78761
11:55,51.71°,-3.93°,93.93°,-86.07°,0.78940
12:00,51.61°,-5.78°,95.78°,-84.22°,0.79230
12:05,51.47°,-7.61°,97.61°,-82.39°,0.79631
12:10,51.29°,-9.42°,99.42°,-80.58°,0.80142
12:15,51.07°,-11.22°,101.22°,-78.78°,0.80764
12:20,50.82°,-12.99°,102.99°,-77.01°,0.81498
12:25,50.53°,-14.75°,104.75°,-75.25°,0.82342
12:30,50.21°,-16.47°,106.47°,-73.53°,0.83298
12:35,49.85°,-18.17°,108.17°,-71.83°,0.84367
12:40,49.45°,-19.83°,109.83°,-70.17°,0.85549
12:45,49.03°,-21.46°,111.46°,-68.54°,0.86844
12:50,48.57°,-23.06°,113.06°,-66.94°,0.88255
12:55,48.08°,-24.62°,114.62°,-65.38°,0.89782
13:00,47.56°,-26.15°,116.15°,-63.85°,0.91428
13:05,47.02°,-27.63°,117.63°,-62.37°,0.93193
13:10,46.44°,-29.08°,119.08°,-60.92°,0.95082
13:15,45.84°,-30.49°,120.49°,-59.51°,0.97096
13:20,45.22°,-31.87°,121.87°,-58.13°,0.99239
13:25,44.57°,-33.20°,123.20°,-56.80°,1.01514
13:30,43.90°,-34.50°,124.50°,-55.50°,1.03927
13:35,43.20°,-35.76°,125.76°,-54.24°,1.06482
13:40,42.49°,-36.98°,126.98°,-53.02°,1.09185
13:45,41.75°,-38.16°,128.16°,-51.84°,1.12042
13:50,40.99°,-39.31°,129.31°,-50.69°,1.15061
13:55,40.22°,-40.43°,130.43°,-49.57°,1.18251
14:00,39.43°,-41.51°,131.51°,-48.49°,1.21620
14:05,38.62°,-42.56°,132.56°,-47.44°,1.25180
14:10,37.80°,-43.57°,133.57°,-46.43°,1.28942
14:15,36.96°,-44.55°,134.55°,-45.45°,1.32919
14:20,36.10°,-45.51°,135.51°,-44.49°,1.37128
14:25,35.23°,-46.43°,136.43°,-43.57°,1.41584
14:30,34.35°,-47.32°,137.32°,-42.68°,1.46308
14:35,33.46°,-48.19°,138.19°,-41.81°,1.51322
14:40,32.55°,-49.03°,139.03°,-40.97°,1.56649
14:45,31.64°,-49.84°,139.84°,-40.16°,1.62320
14:50,30.71°,-50.63°,140.63°,-39.37°,1.68365
14:55,29.77°,-51.39°,141.39°,-38.61°,1.74822
15:00,28.82°,-52.13°,142.13°,-37.87°,1.81734
15:05,27.86°,-52.84°,142.84°,-37.16°,1.89148
15:10,26.90°,-53.54°,143.54°,-36.46°,1.97122
15:15,25.92°,-54.21°,144.21°,-35.79°,2.05723
15:20,24.94°,-54.87°,144.87°,-35.13°,2.15026
15:25,23.95°,-55.50°,145.50°,-34.50°,2.25123
15:30,22.95°,-56.11°,146.11°,-33.89°,2.36121
15:35,21.95°,-56.71°,146.71°,-33.29°,2.48150
15:40,20.94°,-57.29°,147.29°,-32.71°,2.61364
15:45,19.92°,-57.85°,147.85°,-32.15°,2.75950
15:50,18.90°,-58.39°,148.39°,-31.61°,2.92138
15:55,17.87°,-58.92°,148.92°,-31.08°,3.10215
16:00,16.83°,-59.43°,149.43°,-30.57°,3.30535
16:05,15.79°,-59.93°,149.93°,-30.07°,3.53553
16:10,14.75°,-60.42°,150.42°,-29.58°,3.79853
16:15,13.70°,-60.89°,150.89°,-29.11°,4.10202
16:20,12.65°,-61.34°,151.34°,-28.66°,4.45622
16:25,11.59°,-61.78°,151.78°,-28.22°,4.87517
16:30,10.53°,-62.21°,152.21°,-27.79°,5.37851
16:35,9.47°,-62.63°,152.63°,-27.37°,5.99472
16:40,8.41°,-63.04°,153.04°,-26.96°,6.76662
16:45,7.34°,-63.43°,153.43°,-26.57°,7.76159
16:50,6.28°,-63.82°,153.82°,-26.18°,9.09203
16:55,5.21°,-64.19°,154.19°,-25.81°,10.96014
17:00,4.16°,-64.55°,154.55°,-25.45°,13.76498
17:05,3.11°,-64.90°,154.90°,-25.10°,18.42222
17:10,2.08°,-65.24°,155.24°,-24.76°,27.59272
17:15,1.07°,-65.57°,155.57°,-24.43°,53.31900
