Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:25,-0.53°,112.38°,-22.38°,157.62°,--
05:30,0.67°,112.06°,-22.06°,157.94°,85.32168
05:35,1.67°,111.74°,-21.74°,158.26°,34.22533
05:40,2.72°,111.44°,-21.44°,158.56°,21.04692
05:45,3.79°,111.14°,-21.14°,158.86°,15.07914
05:50,4.89°,110.85°,-20.85°,159.15°,11.69972
05:55,5.99°,110.57°,-20.57°,159.43°,9.53000
06:00,7.10°,110.30°,-20.30°,159.70°,8.02506
06:05,8.22°,110.03°,-20.03°,159.97°,6.92067
06:10,9.35°,109.78°,-19.78°,160.22°,6.07600
06:15,10.47°,109.53°,-19.53°,160.47°,5.40911
06:20,11.61°,109.28°,-19.28°,160.72°,4.86913
06:25,12.74°,109.05°,-19.05°,160.95°,4.42283
06:30,13.88°,108.82°,-18.82°,161.18°,4.04763
06:35,15.02°,108.60°,-18.60°,161.40°,3.72763
06:40,16.16°,108.39°,-18.39°,161.61°,3.45133
06:45,17.30°,108.18°,-18.18°,161.82°,3.21021
06:50,18.45°,107.98°,-17.98°,162.02°,2.99782
06:55,19.59°,107.79°,-17.79°,162.21°,2.80920
07:00,20.74°,107.60°,-17.60°,162.40°,2.64045
07:05,21.89°,107.42°,-17.42°,162.58°,2.48849
07:10,23.04°,107.25°,-17.25°,162.75°,2.35083
07:15,24.20°,107.09°,-17.09°,162.91°,2.22547
07:20,25.35°,106.93°,-16.93°,163.07°,2.11074
07:25,26.50°,106.78°,-16.78°,163.22°,2.00527
07:30,27.66°,106.64°,-16.64°,163.36°,1.90791
07:35,28.82°,106.50°,-16.50°,163.50°,1.81770
07:40,29.97°,106.37°,-16.37°,163.63°,1.73381
07:45,31.13°,106.25°,-16.25°,163.75°,1.65555
07:50,32.29°,106.14°,-16.14°,163.86°,1.58231
07:55,33.45°,106.04°,-16.04°,163.96°,1.51357
08:00,34.61°,105.94°,-15.94°,164.06°,1.44889
08:05,35.77°,105.85°,-15.85°,164.15°,1.38787
08:10,36.94°,105.78°,-15.78°,164.22°,1.33016
08:15,38.10°,105.71°,-15.71°,164.29°,1.27546
08:20,39.26°,105.65°,-15.65°,164.35°,1.22350
08:25,40.42°,105.60°,-15.60°,164.40°,1.17404
08:30,41.59°,105.56°,-15.56°,164.44°,1.12688
08:35,42.75°,105.54°,-15.54°,164.46°,1.08181
08:40,43.91°,105.52°,-15.52°,164.48°,1.03868
