Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:20,-1.08°,113.33°,-23.33°,156.67°,--
05:25,0.30°,113.00°,-23.00°,157.00°,193.75715
05:30,1.27°,112.69°,-22.69°,157.31°,45.17572
05:35,2.29°,112.38°,-22.38°,157.62°,24.96978
05:40,3.35°,112.08°,-22.08°,157.92°,17.07489
05:45,4.43°,111.79°,-21.79°,158.21°,12.90658
05:50,5.52°,111.51°,-21.51°,158.49°,10.33944
05:55,6.63°,111.23°,-21.23°,158.77°,8.60611
06:00,7.74°,110.96°,-20.96°,159.04°,7.35903
06:05,8.85°,110.71°,-20.71°,159.29°,6.41927
06:10,9.97°,110.46°,-20.46°,159.54°,5.68582
06:15,11.10°,110.21°,-20.21°,159.79°,5.09742
06:20,12.23°,109.98°,-19.98°,160.02°,4.61479
06:25,13.36°,109.75°,-19.75°,160.25°,4.21161
06:30,14.49°,109.53°,-19.53°,160.47°,3.86960
06:35,15.62°,109.32°,-19.32°,160.68°,3.57567
06:40,16.76°,109.11°,-19.11°,160.89°,3.32020
06:45,17.90°,108.91°,-18.91°,161.09°,3.09597
06:50,19.04°,108.72°,-18.72°,161.28°,2.89747
06:55,20.18°,108.54°,-18.54°,161.46°,2.72038
07:00,21.33°,108.37°,-18.37°,161.63°,2.56132
07:05,22.47°,108.20°,-18.20°,161.80°,2.41757
07:10,23.62°,108.04°,-18.04°,161.96°,2.28693
07:15,24.77°,107.88°,-17.88°,162.12°,2.16760
07:20,25.91°,107.74°,-17.74°,162.26°,2.05810
07:25,27.06°,107.60°,-17.60°,162.40°,1.95720
07:30,28.21°,107.47°,-17.47°,162.53°,1.86384
07:35,29.37°,107.35°,-17.35°,162.65°,1.77716
07:40,30.52°,107.24°,-17.24°,162.76°,1.69640
07:45,31.67°,107.13°,-17.13°,162.87°,1.62092
07:50,32.83°,107.03°,-17.03°,162.97°,1.55017
