Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:35,0.21°,109.27°,-19.27°,160.73°,267.05510
05:40,1.21°,108.95°,-18.95°,161.05°,47.47783
05:45,2.26°,108.64°,-18.64°,161.36°,25.39071
05:50,3.34°,108.34°,-18.34°,161.66°,17.13965
05:55,4.44°,108.04°,-18.04°,161.96°,12.86748
06:00,5.56°,107.75°,-17.75°,162.25°,10.26523
06:05,6.69°,107.47°,-17.47°,162.53°,8.52065
06:10,7.83°,107.20°,-17.20°,162.80°,7.27160
06:15,8.97°,106.93°,-16.93°,163.07°,6.33369
06:20,10.12°,106.67°,-16.67°,163.33°,5.60364
06:25,11.27°,106.41°,-16.41°,163.59°,5.01918
06:30,12.42°,106.16°,-16.16°,163.84°,4.54055
06:35,13.58°,105.92°,-15.92°,164.08°,4.14123
06:40,14.73°,105.68°,-15.68°,164.32°,3.80285
06:45,15.89°,105.45°,-15.45°,164.55°,3.51228
06:50,17.05°,105.22°,-15.22°,164.78°,3.25990
06:55,18.22°,105.00°,-15.00°,165.00°,3.03851
07:00,19.38°,104.79°,-14.79°,165.21°,2.84259
07:05,20.55°,104.58°,-14.58°,165.42°,2.66787
07:10,21.72°,104.37°,-14.37°,165.63°,2.51097
07:15,22.88°,104.18°,-14.18°,165.82°,2.36921
07:20,24.05°,103.98°,-13.98°,166.02°,2.24038
07:25,25.22°,103.80°,-13.80°,166.20°,2.12272
07:30,26.40°,103.61°,-13.61°,166.39°,2.01475
07:35,27.57°,103.44°,-13.44°,166.56°,1.91525
07:40,28.74°,103.27°,-13.27°,166.73°,1.82319
07:45,29.92°,103.10°,-13.10°,166.90°,1.73769
07:50,31.10°,102.94°,-12.94°,167.06°,1.65802
07:55,32.27°,102.79°,-12.79°,167.21°,1.58354
08:00,33.45°,102.64°,-12.64°,167.36°,1.51372
08:05,34.63°,102.50°,-12.50°,167.50°,1.44806
08:10,35.81°,102.36°,-12.36°,167.64°,1.38617
08:15,36.99°,102.23°,-12.23°,167.77°,1.32769
08:20,38.17°,102.10°,-12.10°,167.90°,1.27228
08:25,39.35°,101.99°,-11.99°,168.01°,1.21968
08:30,40.53°,101.87°,-11.87°,168.13°,1.16964
08:35,41.71°,101.77°,-11.77°,168.23°,1.12194
08:40,42.89°,101.67°,-11.67°,168.33°,1.07637
08:45,44.08°,101.58°,-11.58°,168.42°,1.03277
08:50,45.26°,101.50°,-11.50°,168.50°,0.99098
08:55,46.44°,101.43°,-11.43°,168.57°,0.95085
09:00,47.63°,101.37°,-11.37°,168.63°,0.91226
09:05,48.81°,101.31°,-11.31°,168.69°,0.87509
09:10,50.00°,101.27°,-11.27°,168.73°,0.83924
09:15,51.18°,101.23°,-11.23°,168.77°,0.80460
09:20,52.36°,101.21°,-11.21°,168.79°,0.77109
09:25,53.55°,101.20°,-11.20°,168.80°,0.73863
09:30,54.73°,101.21°,-11.21°,168.79°,0.70715
09:35,55.92°,101.23°,-11.23°,168.77°,0.67657
09:40,57.10°,101.26°,-11.26°,168.74°,0.64684
09:45,58.29°,101.32°,-11.32°,168.68°,0.61790
09:50,59.47°,101.39°,-11.39°,168.61°,0.58970
09:55,60.66°,101.49°,-11.49°,168.51°,0.56218
10:00,61.84°,101.61°,-11.61°,168.39°,0.53531
10:05,63.02°,101.75°,-11.75°,168.25°,0.50904
10:10,64.20°,101.93°,-11.93°,168.07°,0.48332
10:15,65.39°,102.15°,-12.15°,167.85°,0.45814
10:20,66.57°,102.40°,-12.40°,167.60°,0.43344
10:25,67.75°,102.71°,-12.71°,167.29°,0.40921
10:30,68.92°,103.07°,-13.07°,166.93°,0.38541
10:35,70.10°,103.49°,-13.49°,166.51°,0.36203
10:40,71.27°,103.99°,-13.99°,166.01°,0.33903
10:45,72.44°,104.58°,-14.58°,165.42°,0.31641
10:50,73.61°,105.27°,-15.27°,164.73°,0.29414
10:55,74.77°,106.11°,-16.11°,163.89°,0.27221
11:00,75.93°,107.11°,-17.11°,162.89°,0.25062
11:05,77.08°,108.32°,-18.32°,161.68°,0.22938
11:10,78.22°,109.80°,-19.80°,160.20°,0.20850
11:15,79.35°,111.64°,-21.64°,158.36°,0.18800
11:20,80.47°,113.95°,-23.95°,156.05°,0.16794
11:25,81.56°,116.91°,-26.91°,153.09°,0.14842
11:30,82.62°,120.78°,-30.78°,149.22°,0.12958
11:35,83.63°,125.97°,-35.97°,144.03°,0.11170
11:40,84.56°,133.09°,-43.09°,136.91°,0.09523
11:45,85.37°,142.98°,-52.98°,127.02°,0.08099
11:50,85.98°,156.50°,-66.50°,113.50°,0.07022
11:55,86.30°,173.55°,-83.55°,96.45°,0.06468
12:00,86.24°,-168.17°,-101.83°,78.17°,0.06569
12:05,85.83°,-152.04°,-117.96°,62.04°,0.07298
12:10,85.14°,-139.67°,-130.33°,49.67°,0.08496
12:15,84.29°,-130.71°,-139.29°,40.71°,0.09997
12:20,83.33°,-124.25°,-145.75°,34.25°,0.11693
12:25,82.30°,-119.51°,-150.49°,29.51°,0.13513
12:30,81.23°,-115.94°,-154.06°,25.94°,0.15420
12:35,80.14°,-113.20°,-156.80°,23.20°,0.17389
12:40,79.02°,-111.05°,-158.95°,21.05°,0.19409
12:45,77.88°,-109.33°,-160.67°,19.33°,0.21471
12:50,76.74°,-107.93°,-162.07°,17.93°,0.23570
12:55,75.58°,-106.79°,-163.21°,16.79°,0.25705
13:00,74.42°,-105.84°,-164.16°,15.84°,0.27874
13:05,73.26°,-105.05°,-164.95°,15.05°,0.30077
13:10,72.09°,-104.39°,-165.61°,14.39°,0.32314
13:15,70.92°,-103.83°,-166.17°,13.83°,0.34588
13:20,69.75°,-103.35°,-166.65°,13.35°,0.36899
13:25,68.57°,-102.95°,-167.05°,12.95°,0.39249
13:30,67.39°,-102.61°,-167.39°,12.61°,0.41642
