Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:40,-0.96°,102.83°,-12.83°,167.17°,--
05:45,0.44°,102.50°,-12.50°,167.50°,130.73579
05:50,1.48°,102.19°,-12.19°,167.81°,38.69275
05:55,2.58°,101.87°,-11.87°,168.13°,22.23177
06:00,3.70°,101.57°,-11.57°,168.43°,15.45694
06:05,4.85°,101.26°,-11.26°,168.74°,11.79390
06:10,6.01°,100.96°,-10.96°,169.04°,9.50570
06:15,7.17°,100.67°,-10.67°,169.33°,7.94703
06:20,8.34°,100.38°,-10.38°,169.62°,6.81777
06:25,9.52°,100.09°,-10.09°,169.91°,5.96223
06:30,10.70°,99.81°,-9.81°,170.19°,5.29164
06:35,11.88°,99.53°,-9.53°,170.47°,4.75175
06:40,13.07°,99.25°,-9.25°,170.75°,4.30754
06:45,14.26°,98.98°,-8.98°,171.02°,3.93547
06:50,15.45°,98.71°,-8.71°,171.29°,3.61910
06:55,16.64°,98.44°,-8.44°,171.56°,3.34661
07:00,17.83°,98.17°,-8.17°,171.83°,3.10931
07:05,19.02°,97.91°,-7.91°,172.09°,2.90064
07:10,20.22°,97.65°,-7.65°,172.35°,2.71559
07:15,21.41°,97.39°,-7.39°,172.61°,2.55022
07:20,22.61°,97.13°,-7.13°,172.87°,2.40146
07:25,23.80°,96.87°,-6.87°,173.13°,2.26680
07:30,25.00°,96.61°,-6.61°,173.39°,2.14425
07:35,26.20°,96.36°,-6.36°,173.64°,2.03214
07:40,27.40°,96.11°,-6.11°,173.89°,1.92912
07:45,28.60°,95.85°,-5.85°,174.15°,1.83404
07:50,29.80°,95.60°,-5.60°,174.40°,1.74595
07:55,31.00°,95.35°,-5.35°,174.65°,1.66405
08:00,32.21°,95.09°,-5.09°,174.91°,1.58763
08:05,33.41°,94.84°,-4.84°,175.16°,1.51611
08:10,34.61°,94.59°,-4.59°,175.41°,1.44897
08:15,35.81°,94.33°,-4.33°,175.67°,1.38577
08:20,37.02°,94.08°,-4.08°,175.92°,1.32613
08:25,38.22°,93.82°,-3.82°,176.18°,1.26970
08:30,39.43°,93.57°,-3.57°,176.43°,1.21619
08:35,40.63°,93.31°,-3.31°,176.69°,1.16533
08:40,41.84°,93.04°,-3.04°,176.96°,1.11689
08:45,43.05°,92.78°,-2.78°,177.22°,1.07066
08:50,44.25°,92.51°,-2.51°,177.49°,1.02647
08:55,45.46°,92.24°,-2.24°,177.76°,0.98413
09:00,46.67°,91.97°,-1.97°,178.03°,0.94350
09:05,47.87°,91.69°,-1.69°,178.31°,0.90445
09:10,49.08°,91.41°,-1.41°,178.59°,0.86685
09:15,50.29°,91.12°,-1.12°,178.88°,0.83060
09:20,51.49°,90.82°,-0.82°,179.18°,0.79559
09:25,52.70°,90.52°,-0.52°,179.48°,0.76174
09:30,53.91°,90.21°,-0.21°,179.79°,0.72895
09:35,55.12°,89.89°,0.11°,-179.89°,0.69715
