Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:40,-0.13°,105.11°,-15.11°,164.89°,--
05:45,0.94°,104.79°,-14.79°,165.21°,61.20314
05:50,2.00°,104.48°,-14.48°,165.52°,28.69205
05:55,3.10°,104.17°,-14.17°,165.83°,18.48262
06:00,4.22°,103.87°,-13.87°,166.13°,13.54684
06:05,5.36°,103.57°,-13.57°,166.43°,10.65219
06:10,6.51°,103.28°,-13.28°,166.72°,8.75665
06:15,7.67°,102.99°,-12.99°,167.01°,7.42181
06:20,8.84°,102.71°,-12.71°,167.29°,6.43154
06:25,10.01°,102.43°,-12.43°,167.57°,5.66781
06:30,11.18°,102.16°,-12.16°,167.84°,5.06078
06:35,12.35°,101.89°,-11.89°,168.11°,4.56656
06:40,13.53°,101.63°,-11.63°,168.37°,4.15619
06:45,14.71°,101.37°,-11.37°,168.63°,3.80983
06:50,15.89°,101.11°,-11.11°,168.89°,3.51339
06:55,17.07°,100.86°,-10.86°,169.14°,3.25665
07:00,18.25°,100.61°,-10.61°,169.39°,3.03198
07:05,19.44°,100.37°,-10.37°,169.63°,2.83359
07:10,20.62°,100.13°,-10.13°,169.87°,2.65698
07:15,21.81°,99.89°,-9.89°,170.11°,2.49865
07:20,23.00°,99.65°,-9.65°,170.35°,2.35579
07:25,24.19°,99.42°,-9.42°,170.58°,2.22613
07:30,25.38°,99.19°,-9.19°,170.81°,2.10783
07:35,26.57°,98.96°,-8.96°,171.04°,1.99939
07:40,27.76°,98.74°,-8.74°,171.26°,1.89953
07:45,28.96°,98.51°,-8.51°,171.49°,1.80720
07:50,30.15°,98.29°,-8.29°,171.71°,1.72152
07:55,31.35°,98.08°,-8.08°,171.92°,1.64172
08:00,32.54°,97.86°,-7.86°,172.14°,1.56717
08:05,33.74°,97.65°,-7.65°,172.35°,1.49729
08:10,34.93°,97.43°,-7.43°,172.57°,1.43162
08:15,36.13°,97.22°,-7.22°,172.78°,1.36973
08:20,37.33°,97.01°,-7.01°,172.99°,1.31126
08:25,38.53°,96.81°,-6.81°,173.19°,1.25588
08:30,39.73°,96.60°,-6.60°,173.40°,1.20331
08:35,40.93°,96.40°,-6.40°,173.60°,1.15331
08:40,42.13°,96.20°,-6.20°,173.80°,1.10564
08:45,43.33°,95.99°,-5.99°,174.01°,1.06011
08:50,44.53°,95.79°,-5.79°,174.21°,1.01655
08:55,45.73°,95.59°,-5.59°,174.41°,0.97479
09:00,46.93°,95.39°,-5.39°,174.61°,0.93468
09:05,48.14°,95.20°,-5.20°,174.80°,0.89611
09:10,49.34°,95.00°,-5.00°,175.00°,0.85895
09:15,50.54°,94.80°,-4.80°,175.20°,0.82310
09:20,51.75°,94.60°,-4.60°,175.40°,0.78845
09:25,52.95°,94.41°,-4.41°,175.59°,0.75492
09:30,54.15°,94.21°,-4.21°,175.79°,0.72243
09:35,55.36°,94.01°,-4.01°,175.99°,0.69091
09:40,56.56°,93.81°,-3.81°,176.19°,0.66028
09:45,57.77°,93.61°,-3.61°,176.39°,0.63048
09:50,58.97°,93.41°,-3.41°,176.59°,0.60146
09:55,60.18°,93.21°,-3.21°,176.79°,0.57315
10:00,61.39°,93.01°,-3.01°,176.99°,0.54552
10:05,62.59°,92.80°,-2.80°,177.20°,0.51850
10:10,63.80°,92.60°,-2.60°,177.40°,0.49207
10:15,65.01°,92.39°,-2.39°,177.61°,0.46617
10:20,66.21°,92.17°,-2.17°,177.83°,0.44077
10:25,67.42°,91.95°,-1.95°,178.05°,0.41584
10:30,68.63°,91.73°,-1.73°,178.27°,0.39134
10:35,69.84°,91.50°,-1.50°,178.50°,0.36723
10:40,71.04°,91.26°,-1.26°,178.74°,0.34349
10:45,72.25°,91.01°,-1.01°,178.99°,0.32009
10:50,73.46°,90.75°,-0.75°,179.25°,0.29701
10:55,74.67°,90.48°,-0.48°,179.52°,0.27421
