Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
06:05,-0.06°,66.61°,23.39°,-156.61°,--
06:10,0.92°,66.29°,23.71°,-156.29°,62.42526
06:15,1.92°,65.97°,24.03°,-155.97°,29.86826
06:20,2.95°,65.63°,24.37°,-155.63°,19.39824
06:25,4.00°,65.28°,24.72°,-155.28°,14.28995
06:30,5.07°,64.92°,25.08°,-154.92°,11.28189
06:35,6.13°,64.55°,25.45°,-154.55°,9.30381
06:40,7.21°,64.17°,25.83°,-154.17°,7.90930
06:45,8.28°,63.78°,26.22°,-153.78°,6.87377
06:50,9.35°,63.38°,26.62°,-153.38°,6.07473
06:55,10.42°,62.96°,27.04°,-152.96°,5.43955
07:00,11.48°,62.54°,27.46°,-152.54°,4.92249
07:05,12.55°,62.10°,27.90°,-152.10°,4.49333
07:10,13.61°,61.64°,28.36°,-151.64°,4.13134
07:15,14.66°,61.18°,28.82°,-151.18°,3.82181
07:20,15.72°,60.70°,29.30°,-150.70°,3.55401
07:25,16.76°,60.21°,29.79°,-150.21°,3.31998
07:30,17.81°,59.70°,30.30°,-149.70°,3.11364
07:35,18.84°,59.18°,30.82°,-149.18°,2.93028
07:40,19.88°,58.64°,31.36°,-148.64°,2.76623
07:45,20.90°,58.08°,31.92°,-148.08°,2.61855
07:50,21.92°,57.51°,32.49°,-147.51°,2.48485
07:55,22.94°,56.92°,33.08°,-146.92°,2.36323
08:00,23.94°,56.31°,33.69°,-146.31°,2.25208
08:05,24.94°,55.69°,34.31°,-145.69°,2.15009
08:10,25.94°,55.04°,34.96°,-145.04°,2.05616
08:15,26.92°,54.37°,35.63°,-144.37°,1.96936
08:20,27.90°,53.69°,36.31°,-143.69°,1.88890
08:25,28.87°,52.98°,37.02°,-142.98°,1.81411
08:30,29.82°,52.24°,37.76°,-142.24°,1.74440
08:35,30.77°,51.49°,38.51°,-141.49°,1.67929
08:40,31.71°,50.71°,39.29°,-140.71°,1.61833
08:45,32.64°,49.90°,40.10°,-139.90°,1.56116
08:50,33.56°,49.07°,40.93°,-139.07°,1.50744
08:55,34.47°,48.21°,41.79°,-138.21°,1.45689
09:00,35.36°,47.33°,42.67°,-137.33°,1.40925
09:05,36.24°,46.41°,43.59°,-136.41°,1.36430
09:10,37.11°,45.46°,44.54°,-135.46°,1.32185
09:15,37.96°,44.49°,45.51°,-134.49°,1.28171
09:20,38.80°,43.48°,46.52°,-133.48°,1.24374
09:25,39.62°,42.44°,47.56°,-132.44°,1.20780
09:30,40.43°,41.36°,48.64°,-131.36°,1.17377
09:35,41.22°,40.25°,49.75°,-130.25°,1.14154
09:40,41.99°,39.11°,50.89°,-129.11°,1.11101
09:45,42.74°,37.93°,52.07°,-127.93°,1.08210
09:50,43.47°,36.71°,53.29°,-126.71°,1.05474
09:55,44.19°,35.45°,54.55°,-125.45°,1.02886
10:00,44.87°,34.15°,55.85°,-124.15°,1.00439
10:05,45.54°,32.82°,57.18°,-122.82°,0.98130
10:10,46.18°,31.45°,58.55°,-121.45°,0.95953
10:15,46.80°,30.03°,59.97°,-120.03°,0.93905
10:20,47.39°,28.58°,61.42°,-118.58°,0.91982
10:25,47.96°,27.09°,62.91°,-117.09°,0.90181
10:30,48.49°,25.55°,64.45°,-115.55°,0.88500
10:35,49.00°,23.98°,66.02°,-113.98°,0.86938
10:40,49.47°,22.38°,67.62°,-112.38°,0.85491
10:45,49.92°,20.73°,69.27°,-110.73°,0.84160
10:50,50.33°,19.05°,70.95°,-109.05°,0.82942
10:55,50.70°,17.34°,72.66°,-107.34°,0.81836
11:00,51.05°,15.59°,74.41°,-105.59°,0.80844
11:05,51.35°,13.82°,76.18°,-103.82°,0.79962
11:10,51.62°,12.02°,77.98°,-102.02°,0.79192
11:15,51.86°,10.20°,79.80°,-100.20°,0.78533
11:20,52.05°,8.36°,81.64°,-98.36°,0.77985
11:25,52.21°,6.50°,83.50°,-96.50°,0.77548
11:30,52.32°,4.62°,85.38°,-94.62°,0.77222
11:35,52.40°,2.74°,87.26°,-92.74°,0.77006
11:40,52.44°,0.85°,89.15°,-90.85°,0.76901
11:45,52.44°,-1.04°,91.04°,-88.96°,0.76906
11:50,52.40°,-2.93°,92.93°,-87.07°,0.77023
11:55,52.31°,-4.81°,94.81°,-85.19°,0.77250
12:00,52.19°,-6.68°,96.68°,-83.32°,0.77588
12:05,52.03°,-8.54°,98.54°,-81.46°,0.78036
12:10,51.83°,-10.39°,100.39°,-79.61°,0.78595
12:15,51.60°,-12.21°,102.21°,-77.79°,0.79265
12:20,51.32°,-14.00°,104.00°,-76.00°,0.80047
12:25,51.01°,-15.77°,105.77°,-74.23°,0.80939
12:30,50.67°,-17.51°,107.51°,-72.49°,0.81944
12:35,50.29°,-19.22°,109.22°,-70.78°,0.83060
12:40,49.87°,-20.90°,110.90°,-69.10°,0.84290
12:45,49.43°,-22.54°,112.54°,-67.46°,0.85633
12:50,48.95°,-24.15°,114.15°,-65.85°,0.87091
12:55,48.44°,-25.71°,115.71°,-64.29°,0.88666
13:00,47.90°,-27.24°,117.24°,-62.76°,0.90359
13:05,47.33°,-28.73°,118.73°,-61.27°,0.92172
13:10,46.74°,-30.18°,120.18°,-59.82°,0.94107
13:15,46.12°,-31.59°,121.59°,-58.41°,0.96168
13:20,45.47°,-32.96°,122.96°,-57.04°,0.98359
13:25,44.81°,-34.29°,124.29°,-55.71°,1.00682
13:30,44.11°,-35.58°,125.58°,-54.42°,1.03142
13:35,43.40°,-36.83°,126.83°,-53.17°,1.05745
13:40,42.67°,-38.05°,128.05°,-51.95°,1.08497
13:45,41.91°,-39.23°,129.23°,-50.77°,1.11404
13:50,41.14°,-40.37°,130.37°,-49.63°,1.14474
13:55,40.35°,-41.47°,131.47°,-48.53°,1.17715
14:00,39.54°,-42.55°,132.55°,-47.45°,1.21137
14:05,38.72°,-43.58°,133.58°,-46.42°,1.24751
14:10,37.88°,-44.59°,134.59°,-45.41°,1.28569
14:15,37.02°,-45.56°,135.56°,-44.44°,1.32605
14:20,36.15°,-46.50°,136.50°,-43.50°,1.36875
14:25,35.27°,-47.42°,137.42°,-42.58°,1.41396
14:30,34.37°,-48.30°,138.30°,-41.70°,1.46189
14:35,33.47°,-49.16°,139.16°,-40.84°,1.51275
14:40,32.55°,-49.99°,139.99°,-40.01°,1.56681
14:45,31.62°,-50.79°,140.79°,-39.21°,1.62435
14:50,30.68°,-51.57°,141.57°,-38.43°,1.68571
14:55,29.73°,-52.32°,142.32°,-37.68°,1.75127
15:00,28.77°,-53.05°,143.05°,-36.95°,1.82147
15:05,27.80°,-53.76°,143.76°,-36.24°,1.89681
15:10,26.82°,-54.44°,144.44°,-35.56°,1.97788
15:15,25.84°,-55.11°,145.11°,-34.89°,2.06537
15:20,24.84°,-55.75°,145.75°,-34.25°,2.16007
15:25,23.84°,-56.38°,146.38°,-33.62°,2.26294
15:30,22.83°,-56.98°,146.98°,-33.02°,2.37508
15:35,21.82°,-57.57°,147.57°,-32.43°,2.49786
15:40,20.80°,-58.14°,148.14°,-31.86°,2.63288
15:45,19.77°,-58.69°,148.69°,-31.31°,2.78211
15:50,18.74°,-59.23°,149.23°,-30.77°,2.94798
15:55,17.70°,-59.75°,149.75°,-30.25°,3.13348
16:00,16.66°,-60.26°,150.26°,-29.74°,3.34241
16:05,15.61°,-60.75°,150.75°,-29.25°,3.57957
16:10,14.56°,-61.23°,151.23°,-28.77°,3.85120
16:15,13.50°,-61.69°,151.69°,-28.31°,4.16552
16:20,12.44°,-62.14°,152.14°,-27.86°,4.53358
16:25,11.38°,-62.58°,152.58°,-27.42°,4.97059
16:30,10.31°,-63.00°,153.00°,-27.00°,5.49808
16:35,9.24°,-63.42°,153.42°,-26.58°,6.14749
16:40,8.17°,-63.82°,153.82°,-26.18°,6.96665
16:45,7.10°,-64.21°,154.21°,-25.79°,8.03191
16:50,6.03°,-64.59°,154.59°,-25.41°,9.47299
16:55,4.96°,-64.96°,154.96°,-25.04°,11.52971
17:00,3.90°,-65.31°,155.31°,-24.69°,14.68532
17:05,2.84°,-65.66°,155.66°,-24.34°,20.12256
17:10,1.81°,-66.00°,156.00°,-24.00°,31.57258
17:15,0.82°,-66.33°,156.33°,-23.67°,69.96487
