Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,-0.32°,82.84°,7.16°,-172.84°,--
05:55,0.86°,82.52°,7.48°,-172.52°,66.28374
06:00,1.95°,82.20°,7.80°,-172.20°,29.41450
06:05,3.07°,81.87°,8.13°,-171.87°,18.63754
06:10,4.22°,81.54°,8.46°,-171.54°,13.55820
06:15,5.38°,81.21°,8.79°,-171.21°,10.61880
06:20,6.55°,80.87°,9.13°,-170.87°,8.70970
06:25,7.72°,80.52°,9.48°,-170.52°,7.37274
06:30,8.90°,80.17°,9.83°,-170.17°,6.38483
06:35,10.08°,79.82°,10.18°,-169.82°,5.62518
06:40,11.26°,79.46°,10.54°,-169.46°,5.02280
06:45,12.44°,79.09°,10.91°,-169.09°,4.53329
06:50,13.62°,78.72°,11.28°,-168.72°,4.12746
06:55,14.80°,78.34°,11.66°,-168.34°,3.78537
07:00,15.98°,77.95°,12.05°,-167.95°,3.49293
07:05,17.15°,77.55°,12.45°,-167.55°,3.23992
07:10,18.33°,77.15°,12.85°,-167.15°,3.01871
07:15,19.50°,76.73°,13.27°,-166.73°,2.82355
07:20,20.67°,76.31°,13.69°,-166.31°,2.64998
07:25,21.84°,75.88°,14.12°,-165.88°,2.49449
07:30,23.01°,75.43°,14.57°,-165.43°,2.35432
07:35,24.18°,74.98°,15.02°,-164.98°,2.22722
07:40,25.34°,74.51°,15.49°,-164.51°,2.11136
07:45,26.50°,74.03°,15.97°,-164.03°,2.00526
07:50,27.66°,73.54°,16.46°,-163.54°,1.90766
07:55,28.82°,73.03°,16.97°,-163.03°,1.81754
08:00,29.97°,72.51°,17.49°,-162.51°,1.73400
08:05,31.12°,71.97°,18.03°,-161.97°,1.65630
08:10,32.27°,71.42°,18.58°,-161.42°,1.58382
08:15,33.41°,70.85°,19.15°,-160.85°,1.51600
08:20,34.55°,70.26°,19.74°,-160.26°,1.45238
08:25,35.68°,69.65°,20.35°,-159.65°,1.39255
08:30,36.81°,69.01°,20.99°,-159.01°,1.33614
08:35,37.94°,68.36°,21.64°,-158.36°,1.28285
08:40,39.06°,67.68°,22.32°,-157.68°,1.23241
08:45,40.17°,66.97°,23.03°,-156.97°,1.18457
08:50,41.28°,66.24°,23.76°,-156.24°,1.13912
08:55,42.38°,65.48°,24.52°,-155.48°,1.09587
09:00,43.48°,64.68°,25.32°,-154.68°,1.05466
09:05,44.56°,63.86°,26.14°,-153.86°,1.01534
09:10,45.64°,63.00°,27.00°,-153.00°,0.97777
09:15,46.72°,62.09°,27.91°,-152.09°,0.94183
09:20,47.78°,61.15°,28.85°,-151.15°,0.90743
09:25,48.83°,60.17°,29.83°,-150.17°,0.87447
09:30,49.87°,59.14°,30.86°,-149.14°,0.84287
09:35,50.90°,58.06°,31.94°,-148.06°,0.81255
09:40,51.92°,56.92°,33.08°,-146.92°,0.78346
09:45,52.93°,55.73°,34.27°,-145.73°,0.75553
09:50,53.92°,54.48°,35.52°,-144.48°,0.72871
09:55,54.89°,53.17°,36.83°,-143.17°,0.70298
10:00,55.85°,51.78°,38.22°,-141.78°,0.67828
10:05,56.79°,50.32°,39.68°,-140.32°,0.65461
10:10,57.71°,48.78°,41.22°,-138.78°,0.63193
10:15,58.61°,47.16°,42.84°,-137.16°,0.61023
10:20,59.48°,45.45°,44.55°,-135.45°,0.58950
10:25,60.33°,43.64°,46.36°,-133.64°,0.56974
10:30,61.15°,41.74°,48.26°,-131.74°,0.55096
10:35,61.94°,39.73°,50.27°,-129.73°,0.53315
10:40,62.69°,37.61°,52.39°,-127.61°,0.51635
10:45,63.41°,35.38°,54.62°,-125.38°,0.50057
10:50,64.09°,33.04°,56.96°,-123.04°,0.48583
10:55,64.72°,30.57°,59.43°,-120.57°,0.47217
11:00,65.32°,27.99°,62.01°,-117.99°,0.45962
11:05,65.86°,25.29°,64.71°,-115.29°,0.44821
11:10,66.35°,22.48°,67.52°,-112.48°,0.43800
11:15,66.78°,19.56°,70.44°,-109.56°,0.42901
11:20,67.15°,16.53°,73.47°,-106.53°,0.42130
11:25,67.47°,13.42°,76.58°,-103.42°,0.41490
11:30,67.71°,10.24°,79.76°,-100.24°,0.40984
11:35,67.90°,6.99°,83.01°,-96.99°,0.40616
11:40,68.01°,3.70°,86.30°,-93.70°,0.40387
11:45,68.05°,0.39°,89.61°,-90.39°,0.40300
11:50,68.02°,-2.93°,92.93°,-87.07°,0.40354
11:55,67.93°,-6.23°,96.23°,-83.77°,0.40550
