Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:55,0.20°,75.19°,14.81°,-165.19°,281.55978
06:00,1.22°,74.87°,15.13°,-164.87°,47.04489
06:05,2.29°,74.54°,15.46°,-164.54°,25.03744
06:10,3.39°,74.21°,15.79°,-164.21°,16.88893
06:15,4.51°,73.86°,16.14°,-163.86°,12.68553
06:20,5.64°,73.52°,16.48°,-163.52°,10.13009
06:25,6.77°,73.16°,16.84°,-163.16°,8.41916
06:30,7.91°,72.79°,17.21°,-162.79°,7.19515
06:35,9.05°,72.42°,17.58°,-162.42°,6.27656
06:40,10.19°,72.04°,17.96°,-162.04°,5.56186
06:45,11.33°,71.65°,18.35°,-161.65°,4.98989
06:50,12.47°,71.25°,18.75°,-161.25°,4.52166
06:55,13.61°,70.84°,19.16°,-160.84°,4.13116
07:00,14.74°,70.41°,19.59°,-160.41°,3.80036
07:05,15.87°,69.98°,20.02°,-159.98°,3.51643
07:10,17.00°,69.54°,20.46°,-159.54°,3.26993
07:15,18.13°,69.08°,20.92°,-159.08°,3.05382
07:20,19.26°,68.62°,21.38°,-158.62°,2.86269
07:25,20.38°,68.14°,21.86°,-158.14°,2.69237
07:30,21.49°,67.64°,22.36°,-157.64°,2.53955
07:35,22.61°,67.14°,22.86°,-157.14°,2.40160
07:40,23.72°,66.61°,23.39°,-156.61°,2.27639
07:45,24.82°,66.07°,23.93°,-156.07°,2.16217
07:50,25.92°,65.52°,24.48°,-155.52°,2.05751
07:55,27.02°,64.95°,25.05°,-154.95°,1.96121
08:00,28.11°,64.36°,25.64°,-154.36°,1.87228
08:05,29.19°,63.75°,26.25°,-153.75°,1.78985
08:10,30.27°,63.12°,26.88°,-153.12°,1.71323
08:15,31.35°,62.47°,27.53°,-152.47°,1.64178
08:20,32.41°,61.80°,28.20°,-151.80°,1.57499
08:25,33.47°,61.11°,28.89°,-151.11°,1.51239
08:30,34.53°,60.39°,29.61°,-150.39°,1.45359
08:35,35.57°,59.64°,30.36°,-149.64°,1.39823
08:40,36.61°,58.87°,31.13°,-148.87°,1.34603
08:45,37.64°,58.08°,31.92°,-148.08°,1.29671
08:50,38.66°,57.25°,32.75°,-147.25°,1.25004
08:55,39.67°,56.39°,33.61°,-146.39°,1.20581
09:00,40.67°,55.50°,34.50°,-145.50°,1.16384
09:05,41.66°,54.57°,35.43°,-144.57°,1.12397
09:10,42.64°,53.61°,36.39°,-143.61°,1.08605
09:15,43.60°,52.61°,37.39°,-142.61°,1.04997
09:20,44.56°,51.58°,38.42°,-141.58°,1.01560
09:25,45.50°,50.50°,39.50°,-140.50°,0.98285
09:30,46.42°,49.37°,40.63°,-139.37°,0.95163
09:35,47.33°,48.20°,41.80°,-138.20°,0.92186
09:40,48.22°,46.98°,43.02°,-136.98°,0.89347
09:45,49.09°,45.72°,44.28°,-135.72°,0.86641
09:50,49.95°,44.40°,45.60°,-134.40°,0.84062
09:55,50.78°,43.02°,46.98°,-133.02°,0.81606
10:00,51.60°,41.59°,48.41°,-131.59°,0.79269
10:05,52.39°,40.10°,49.90°,-130.10°,0.77048
10:10,53.15°,38.55°,51.45°,-128.55°,0.74941
10:15,53.89°,36.94°,53.06°,-126.94°,0.72945
10:20,54.60°,35.27°,54.73°,-125.27°,0.71058
10:25,55.29°,33.52°,56.48°,-123.52°,0.69281
10:30,55.94°,31.72°,58.28°,-121.72°,0.67612
10:35,56.55°,29.84°,60.16°,-119.84°,0.66051
10:40,57.14°,27.91°,62.09°,-117.91°,0.64599
10:45,57.68°,25.90°,64.10°,-115.90°,0.63255
10:50,58.19°,23.83°,66.17°,-113.83°,0.62021
10:55,58.66°,21.70°,68.30°,-111.70°,0.60897
11:00,59.09°,19.51°,70.49°,-109.51°,0.59884
11:05,59.47°,17.26°,72.74°,-107.26°,0.58984
11:10,59.80°,14.96°,75.04°,-104.96°,0.58199
11:15,60.09°,12.61°,77.39°,-102.61°,0.57528
