Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:45,-0.38°,98.16°,-8.16°,171.84°,--
05:50,0.83°,97.84°,-7.84°,172.16°,69.10567
05:55,1.91°,97.52°,-7.52°,172.48°,29.98848
06:00,3.03°,97.21°,-7.21°,172.79°,18.86335
06:05,4.18°,96.89°,-6.89°,173.11°,13.66842
06:10,5.35°,96.59°,-6.59°,173.41°,10.67686
06:15,6.53°,96.28°,-6.28°,173.72°,8.73962
06:20,7.71°,95.97°,-5.97°,174.03°,7.38574
06:25,8.90°,95.67°,-5.67°,174.33°,6.38681
06:30,10.09°,95.37°,-5.37°,174.63°,5.61952
06:35,11.28°,95.07°,-5.07°,174.93°,5.01159
06:40,12.48°,94.77°,-4.77°,175.23°,4.51787
06:45,13.68°,94.48°,-4.48°,175.52°,4.10874
06:50,14.88°,94.18°,-4.18°,175.82°,3.76398
06:55,16.08°,93.88°,-3.88°,176.12°,3.46932
07:00,17.28°,93.58°,-3.58°,176.42°,3.21440
07:05,18.48°,93.29°,-3.29°,176.71°,2.99154
07:10,19.69°,92.99°,-2.99°,177.01°,2.79490
07:15,20.89°,92.69°,-2.69°,177.31°,2.61998
07:20,22.10°,92.39°,-2.39°,177.61°,2.46325
07:25,23.30°,92.09°,-2.09°,177.91°,2.32189
07:30,24.51°,91.79°,-1.79°,178.21°,2.19366
07:35,25.71°,91.49°,-1.49°,178.51°,2.07671
07:40,26.92°,91.18°,-1.18°,178.82°,1.96953
07:45,28.13°,90.87°,-0.87°,179.13°,1.87087
07:50,29.33°,90.56°,-0.56°,179.44°,1.77967
07:55,30.54°,90.24°,-0.24°,179.76°,1.69505
08:00,31.75°,89.93°,0.07°,-179.93°,1.61625
08:05,32.95°,89.60°,0.40°,-179.60°,1.54264
08:10,34.16°,89.27°,0.73°,-179.27°,1.47367
08:15,35.37°,88.94°,1.06°,-178.94°,1.40885
08:20,36.57°,88.60°,1.40°,-178.60°,1.34777
08:25,37.78°,88.26°,1.74°,-178.26°,1.29007
08:30,38.99°,87.90°,2.10°,-177.90°,1.23544
08:35,40.19°,87.54°,2.46°,-177.54°,1.18358
08:40,41.40°,87.18°,2.82°,-177.18°,1.13426
08:45,42.61°,86.80°,3.20°,-176.80°,1.08725
08:50,43.81°,86.41°,3.59°,-176.41°,1.04236
08:55,45.02°,86.01°,3.99°,-176.01°,0.99941
09:00,46.22°,85.60°,4.40°,-175.60°,0.95826
09:05,47.42°,85.18°,4.82°,-175.18°,0.91874
09:10,48.63°,84.74°,5.26°,-174.74°,0.88075
09:15,49.83°,84.29°,5.71°,-174.29°,0.84416
09:20,51.03°,83.82°,6.18°,-173.82°,0.80888
09:25,52.23°,83.32°,6.68°,-173.32°,0.77480
09:30,53.43°,82.81°,7.19°,-172.81°,0.74184
09:35,54.63°,82.28°,7.72°,-172.28°,0.70993
09:40,55.82°,81.71°,8.29°,-171.71°,0.67899
09:45,57.02°,81.12°,8.88°,-171.12°,0.64895
09:50,58.21°,80.50°,9.50°,-170.50°,0.61977
09:55,59.40°,79.84°,10.16°,-169.84°,0.59138
10:00,60.59°,79.13°,10.87°,-169.13°,0.56374
10:05,61.77°,78.39°,11.61°,-168.39°,0.53680
10:10,62.95°,77.59°,12.41°,-167.59°,0.51053
10:15,64.13°,76.73°,13.27°,-166.73°,0.48488
10:20,65.31°,75.80°,14.20°,-165.80°,0.45983
10:25,66.47°,74.79°,15.21°,-164.79°,0.43536
10:30,67.64°,73.70°,16.30°,-163.70°,0.41143
10:35,68.79°,72.50°,17.50°,-162.50°,0.38803
10:40,69.94°,71.18°,18.82°,-161.18°,0.36516
10:45,71.08°,69.72°,20.28°,-159.72°,0.34280
10:50,72.21°,68.09°,21.91°,-158.09°,0.32096
10:55,73.32°,66.26°,23.74°,-156.26°,0.29966
11:00,74.42°,64.18°,25.82°,-154.18°,0.27891
11:05,75.49°,61.82°,28.18°,-151.82°,0.25877
11:10,76.54°,59.11°,30.89°,-149.11°,0.23928
11:15,77.56°,55.97°,34.03°,-145.97°,0.22054
11:20,78.54°,52.31°,37.69°,-142.31°,0.20268
11:25,79.47°,48.00°,42.00°,-138.00°,0.18588
11:30,80.33°,42.92°,47.08°,-132.92°,0.17036
11:35,81.11°,36.93°,53.07°,-126.93°,0.15645
11:40,81.77°,29.91°,60.09°,-119.91°,0.14455
11:45,82.30°,21.81°,68.19°,-111.81°,0.13515
11:50,82.66°,12.74°,77.26°,-102.74°,0.12877
11:55,82.83°,3.01°,86.99°,-93.01°,0.12582
12:00,82.79°,-6.89°,96.89°,-83.11°,0.12655
12:05,82.54°,-16.41°,106.41°,-73.59°,0.13089
12:10,82.11°,-25.12°,115.12°,-64.88°,0.13852
12:15,81.53°,-32.80°,122.80°,-57.20°,0.14897
12:20,80.81°,-39.41°,129.41°,-50.59°,0.16171
12:25,80.00°,-45.03°,135.03°,-44.97°,0.17630
12:30,79.11°,-49.78°,139.78°,-40.22°,0.19236
12:35,78.16°,-53.82°,143.82°,-36.18°,0.20960
12:40,77.17°,-57.27°,147.27°,-32.73°,0.22783
12:45,76.13°,-60.23°,150.23°,-29.77°,0.24687
12:50,75.07°,-62.79°,152.79°,-27.21°,0.26662
12:55,73.99°,-65.03°,155.03°,-24.97°,0.28701
13:00,72.88°,-67.00°,157.00°,-23.00°,0.30798
13:05,71.76°,-68.75°,158.75°,-21.25°,0.32950
13:10,70.63°,-70.31°,160.31°,-19.69°,0.35154
13:15,69.49°,-71.71°,161.71°,-18.29°,0.37410
13:20,68.34°,-72.98°,162.98°,-17.02°,0.39718
13:25,67.18°,-74.14°,164.14°,-15.86°,0.42079
13:30,66.01°,-75.20°,165.20°,-14.80°,0.44493
13:35,64.84°,-76.17°,166.17°,-13.83°,0.46963
13:40,63.67°,-77.07°,167.07°,-12.93°,0.49491
13:45,62.49°,-77.91°,167.91°,-12.09°,0.52080
13:50,61.31°,-78.69°,168.69°,-11.31°,0.54733
13:55,60.12°,-79.42°,169.42°,-10.58°,0.57454
14:00,58.93°,-80.10°,170.10°,-9.90°,0.60247
14:05,57.74°,-80.75°,170.75°,-9.25°,0.63116
14:10,56.55°,-81.36°,171.36°,-8.64°,0.66067
14:15,55.35°,-81.94°,171.94°,-8.06°,0.69106
14:20,54.16°,-82.49°,172.49°,-7.51°,0.72237
14:25,52.96°,-83.02°,173.02°,-6.98°,0.75469
14:30,51.76°,-83.52°,173.52°,-6.48°,0.78808
14:35,50.56°,-84.00°,174.00°,-6.00°,0.82262
14:40,49.36°,-84.47°,174.47°,-5.53°,0.85841
14:45,48.15°,-84.92°,174.92°,-5.08°,0.89554
14:50,46.95°,-85.35°,175.35°,-4.65°,0.93411
14:55,45.75°,-85.77°,175.77°,-4.23°,0.97426
15:00,44.54°,-86.17°,176.17°,-3.83°,1.01610
15:05,43.34°,-86.57°,176.57°,-3.43°,1.05979
15:10,42.13°,-86.95°,176.95°,-3.05°,1.10550
15:15,40.93°,-87.32°,177.32°,-2.68°,1.15339
15:20,39.72°,-87.69°,177.69°,-2.31°,1.20368
15:25,38.51°,-88.04°,178.04°,-1.96°,1.25661
15:30,37.31°,-88.39°,178.39°,-1.61°,1.31241
15:35,36.10°,-88.74°,178.74°,-1.26°,1.37140
15:40,34.89°,-89.07°,179.07°,-0.93°,1.43391
15:45,33.68°,-89.40°,179.40°,-0.60°,1.50031
15:50,32.48°,-89.73°,179.73°,-0.27°,1.57105
15:55,31.27°,-90.05°,-179.95°,0.05°,1.64663
16:00,30.06°,-90.37°,-179.63°,0.37°,1.72763
16:05,28.86°,-90.68°,-179.32°,0.68°,1.81475
16:10,27.65°,-90.99°,-179.01°,0.99°,1.90877
16:15,26.44°,-91.30°,-178.70°,1.30°,2.01066
16:20,25.24°,-91.61°,-178.39°,1.61°,2.12152
16:25,24.03°,-91.91°,-178.09°,1.91°,2.24272
16:30,22.83°,-92.21°,-177.79°,2.21°,2.37587
16:35,21.62°,-92.51°,-177.49°,2.51°,2.52299
16:40,20.42°,-92.81°,-177.19°,2.81°,2.68651
16:45,19.21°,-93.11°,-176.89°,3.11°,2.86952
16:50,18.01°,-93.40°,-176.60°,3.40°,3.07588
16:55,16.81°,-93.70°,-176.30°,3.70°,3.31058
17:00,15.61°,-94.00°,-176.00°,4.00°,3.58010
17:05,14.41°,-94.30°,-175.70°,4.30°,3.89307
17:10,13.21°,-94.59°,-175.41°,4.59°,4.26120
17:15,12.01°,-94.89°,-175.11°,4.89°,4.70081
17:20,10.81°,-95.19°,-174.81°,5.19°,5.23528
17:25,9.62°,-95.49°,-174.51°,5.49°,5.89942
17:30,8.43°,-95.79°,-174.21°,5.79°,6.74719
17:35,7.24°,-96.09°,-173.91°,6.09°,7.86707
17:40,6.06°,-96.40°,-173.60°,6.40°,9.41446
17:45,4.89°,-96.71°,-173.29°,6.71°,11.68983
17:50,3.73°,-97.02°,-172.98°,7.02°,15.34155
17:55,2.59°,-97.33°,-172.67°,7.33°,22.12506
18:00,1.48°,-97.64°,-172.36°,7.64°,38.76558
18:05,0.42°,-97.96°,-172.04°,7.96°,135.97531
