Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:45,-1.14°,92.27°,-2.27°,177.73°,--
05:50,0.33°,91.95°,-1.95°,178.05°,172.18842
05:55,1.39°,91.63°,-1.63°,178.37°,41.13376
06:00,2.51°,91.31°,-1.31°,178.69°,22.82219
06:05,3.66°,90.99°,-0.99°,179.01°,15.64318
06:10,4.83°,90.67°,-0.67°,179.33°,11.84645
06:15,6.01°,90.35°,-0.35°,179.65°,9.50476
06:20,7.19°,90.03°,-0.03°,179.97°,7.92277
06:25,8.39°,89.71°,0.29°,-179.71°,6.78322
06:30,9.58°,89.39°,0.61°,-179.39°,5.92356
06:35,10.78°,89.07°,0.93°,-179.07°,5.25192
06:40,11.98°,88.74°,1.26°,-178.74°,4.71256
06:45,13.18°,88.41°,1.59°,-178.41°,4.26970
06:50,14.38°,88.08°,1.92°,-178.08°,3.89938
06:55,15.59°,87.75°,2.25°,-177.75°,3.58493
07:00,16.79°,87.42°,2.58°,-177.42°,3.31441
07:05,17.99°,87.08°,2.92°,-177.08°,3.07907
07:10,19.20°,86.74°,3.26°,-176.74°,2.87230
07:15,20.40°,86.39°,3.61°,-176.39°,2.68907
07:20,21.60°,86.04°,3.96°,-176.04°,2.52545
07:25,22.80°,85.68°,4.32°,-175.68°,2.37834
07:30,24.01°,85.32°,4.68°,-175.32°,2.24527
07:35,25.21°,84.96°,5.04°,-174.96°,2.12421
07:40,26.41°,84.58°,5.42°,-174.58°,2.01353
07:45,27.61°,84.20°,5.80°,-174.20°,1.91187
07:50,28.81°,83.82°,6.18°,-173.82°,1.81810
07:55,30.01°,83.42°,6.58°,-173.42°,1.73126
08:00,31.21°,83.01°,6.99°,-173.01°,1.65055
08:05,32.41°,82.60°,7.40°,-172.60°,1.57529
08:10,33.60°,82.18°,7.82°,-172.18°,1.50489
08:15,34.80°,81.74°,8.26°,-171.74°,1.43884
08:20,35.99°,81.30°,8.70°,-171.30°,1.37671
08:25,37.19°,80.84°,9.16°,-170.84°,1.31811
08:30,38.38°,80.36°,9.64°,-170.36°,1.26271
08:35,39.57°,79.88°,10.12°,-169.88°,1.21022
08:40,40.75°,79.37°,10.63°,-169.37°,1.16037
08:45,41.94°,78.85°,11.15°,-168.85°,1.11294
08:50,43.12°,78.31°,11.69°,-168.31°,1.06772
08:55,44.31°,77.75°,12.25°,-167.75°,1.02454
09:00,45.48°,77.17°,12.83°,-167.17°,0.98324
09:05,46.66°,76.56°,13.44°,-166.56°,0.94366
09:10,47.83°,75.93°,14.07°,-165.93°,0.90568
09:15,49.00°,75.28°,14.72°,-165.28°,0.86919
09:20,50.17°,74.59°,15.41°,-164.59°,0.83408
