Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,0.28°,91.14°,-1.14°,178.86°,201.54878
05:55,1.34°,90.82°,-0.82°,179.18°,42.71525
06:00,2.46°,90.50°,-0.50°,179.50°,23.31803
06:05,3.60°,90.18°,-0.18°,179.82°,15.87912
06:10,4.77°,89.86°,0.14°,-179.86°,11.98315
06:15,5.95°,89.54°,0.46°,-179.54°,9.59362
06:20,7.14°,89.22°,0.78°,-179.22°,7.98508
06:25,8.33°,88.90°,1.10°,-178.90°,6.82940
06:30,9.53°,88.57°,1.43°,-178.57°,5.95923
06:35,10.72°,88.25°,1.75°,-178.25°,5.28038
06:40,11.92°,87.92°,2.08°,-177.92°,4.73586
06:45,13.12°,87.59°,2.41°,-177.59°,4.28921
06:50,14.33°,87.26°,2.74°,-177.26°,3.91601
06:55,15.53°,86.92°,3.08°,-176.92°,3.59933
07:00,16.73°,86.58°,3.42°,-176.58°,3.32706
07:05,17.93°,86.24°,3.76°,-176.24°,3.09031
07:10,19.13°,85.89°,4.11°,-175.89°,2.88240
07:15,20.34°,85.54°,4.46°,-175.54°,2.69823
07:20,21.54°,85.18°,4.82°,-175.18°,2.53384
07:25,22.74°,84.82°,5.18°,-174.82°,2.38608
07:30,23.94°,84.45°,5.55°,-174.45°,2.25246
07:35,25.14°,84.07°,5.93°,-174.07°,2.13094
07:40,26.34°,83.69°,6.31°,-173.69°,2.01986
07:45,27.54°,83.30°,6.70°,-173.30°,1.91786
07:50,28.74°,82.90°,7.10°,-172.90°,1.82380
07:55,29.93°,82.50°,7.50°,-172.50°,1.73672
08:00,31.13°,82.08°,7.92°,-172.08°,1.65580
08:05,32.32°,81.65°,8.35°,-171.65°,1.58036
08:10,33.52°,81.22°,8.78°,-171.22°,1.50981
08:15,34.71°,80.77°,9.23°,-170.77°,1.44363
08:20,35.90°,80.31°,9.69°,-170.31°,1.38139
08:25,37.09°,79.83°,10.17°,-169.83°,1.32270
08:30,38.28°,79.35°,10.65°,-169.35°,1.26722
08:35,39.46°,78.84°,11.16°,-168.84°,1.21467
08:40,40.65°,78.32°,11.68°,-168.32°,1.16478
08:45,41.83°,77.78°,12.22°,-167.78°,1.11732
08:50,43.01°,77.22°,12.78°,-167.22°,1.07209
08:55,44.18°,76.64°,13.36°,-166.64°,1.02891
09:00,45.36°,76.04°,13.96°,-166.04°,0.98761
09:05,46.53°,75.41°,14.59°,-165.41°,0.94805
09:10,47.69°,74.76°,15.24°,-164.76°,0.91010
09:15,48.86°,74.07°,15.93°,-164.07°,0.87365
09:20,50.02°,73.36°,16.64°,-163.36°,0.83859
09:25,51.17°,72.60°,17.40°,-162.60°,0.80483
09:30,52.32°,71.82°,18.18°,-161.82°,0.77228
09:35,53.47°,70.99°,19.01°,-160.99°,0.74086
09:40,54.61°,70.11°,19.89°,-160.11°,0.71052
09:45,55.74°,69.19°,20.81°,-159.19°,0.68118
09:50,56.86°,68.21°,21.79°,-158.21°,0.65280
09:55,57.98°,67.17°,22.83°,-157.17°,0.62534
10:00,59.09°,66.07°,23.93°,-156.07°,0.59874
10:05,60.19°,64.89°,25.11°,-154.89°,0.57297
10:10,61.28°,63.64°,26.36°,-153.64°,0.54802
10:15,62.35°,62.29°,27.71°,-152.29°,0.52384
10:20,63.41°,60.85°,29.15°,-150.85°,0.50044
10:25,64.46°,59.30°,30.70°,-149.30°,0.47780
10:30,65.49°,57.62°,32.38°,-147.62°,0.45591
10:35,66.50°,55.81°,34.19°,-145.81°,0.43479
10:40,67.49°,53.86°,36.14°,-143.86°,0.41445
10:45,68.45°,51.73°,38.27°,-141.73°,0.39490
10:50,69.38°,49.42°,40.58°,-139.42°,0.37619
10:55,70.28°,46.91°,43.09°,-136.91°,0.35837
11:00,71.15°,44.17°,45.83°,-134.17°,0.34147
