Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:55,0.24°,75.50°,14.50°,-165.50°,235.81913
06:00,1.26°,75.18°,14.82°,-165.18°,45.40947
06:05,2.33°,74.85°,15.15°,-164.85°,24.53001
06:10,3.44°,74.52°,15.48°,-164.52°,16.64272
06:15,4.56°,74.18°,15.82°,-164.18°,12.53909
06:20,5.69°,73.83°,16.17°,-163.83°,10.03208
06:25,6.83°,73.47°,16.53°,-163.47°,8.34844
06:30,7.97°,73.11°,16.89°,-163.11°,7.14126
06:35,9.11°,72.73°,17.27°,-162.73°,6.23381
06:40,10.26°,72.35°,17.65°,-162.35°,5.52688
06:45,11.40°,71.96°,18.04°,-161.96°,4.96056
06:50,12.54°,71.56°,18.44°,-161.56°,4.49656
06:55,13.68°,71.15°,18.85°,-161.15°,4.10932
07:00,14.81°,70.73°,19.27°,-160.73°,3.78109
07:05,15.95°,70.30°,19.70°,-160.30°,3.49921
07:10,17.08°,69.86°,20.14°,-159.86°,3.25439
07:15,18.21°,69.41°,20.59°,-159.41°,3.03966
07:20,19.34°,68.94°,21.06°,-158.94°,2.84969
07:25,20.46°,68.46°,21.54°,-158.46°,2.68035
07:30,21.58°,67.97°,22.03°,-157.97°,2.52836
07:35,22.70°,67.46°,22.54°,-157.46°,2.39112
07:40,23.81°,66.94°,23.06°,-156.94°,2.26652
07:45,24.92°,66.41°,23.59°,-156.41°,2.15284
07:50,26.02°,65.85°,24.15°,-155.85°,2.04864
07:55,27.12°,65.28°,24.72°,-155.28°,1.95275
08:00,28.21°,64.70°,25.30°,-154.70°,1.86417
08:05,29.30°,64.09°,25.91°,-154.09°,1.78206
08:10,30.38°,63.46°,26.54°,-153.46°,1.70572
08:15,31.46°,62.82°,27.18°,-152.82°,1.63452
08:20,32.53°,62.15°,27.85°,-152.15°,1.56794
08:25,33.59°,61.46°,28.54°,-151.46°,1.50553
08:30,34.65°,60.74°,29.26°,-150.74°,1.44689
08:35,35.70°,60.00°,30.00°,-150.00°,1.39169
08:40,36.74°,59.23°,30.77°,-149.23°,1.33962
08:45,37.77°,58.44°,31.56°,-148.44°,1.29041
08:50,38.80°,57.61°,32.39°,-147.61°,1.24383
08:55,39.81°,56.76°,33.24°,-146.76°,1.19969
09:00,40.82°,55.87°,34.13°,-145.87°,1.15779
09:05,41.81°,54.95°,35.05°,-144.95°,1.11798
09:10,42.79°,53.99°,36.01°,-143.99°,1.08011
09:15,43.76°,52.99°,37.01°,-142.99°,1.04407
09:20,44.72°,51.95°,38.05°,-141.95°,1.00973
