Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,-0.01°,85.55°,4.45°,-175.55°,--
05:55,1.02°,85.23°,4.77°,-175.23°,55.91025
06:00,2.12°,84.91°,5.09°,-174.91°,26.99803
06:05,3.26°,84.58°,5.42°,-174.58°,17.57599
06:10,4.41°,84.26°,5.74°,-174.26°,12.95811
06:15,5.58°,83.93°,6.07°,-173.93°,10.22887
06:20,6.76°,83.59°,6.41°,-173.59°,8.43364
06:25,7.95°,83.25°,6.75°,-173.25°,7.16501
06:30,9.13°,82.91°,7.09°,-172.91°,6.22138
06:35,10.32°,82.57°,7.43°,-172.57°,5.49212
06:40,11.51°,82.22°,7.78°,-172.22°,4.91151
06:45,12.70°,81.86°,8.14°,-171.86°,4.43816
06:50,13.89°,81.50°,8.50°,-171.50°,4.04465
06:55,15.08°,81.13°,8.87°,-171.13°,3.71219
07:00,16.27°,80.76°,9.24°,-170.76°,3.42741
07:05,17.45°,80.38°,9.62°,-170.38°,3.18059
07:10,18.64°,79.99°,10.01°,-169.99°,2.96447
07:15,19.83°,79.60°,10.40°,-169.60°,2.77352
07:20,21.01°,79.19°,10.81°,-169.19°,2.60347
07:25,22.20°,78.78°,11.22°,-168.78°,2.45097
07:30,23.38°,78.36°,11.64°,-168.36°,2.31334
07:35,24.56°,77.93°,12.07°,-167.93°,2.18840
07:40,25.74°,77.49°,12.51°,-167.49°,2.07441
07:45,26.91°,77.04°,12.96°,-167.04°,1.96992
07:50,28.09°,76.58°,13.42°,-166.58°,1.87371
07:55,29.26°,76.10°,13.90°,-166.10°,1.78479
08:00,30.43°,75.61°,14.39°,-165.61°,1.70229
08:05,31.60°,75.11°,14.89°,-165.11°,1.62550
08:10,32.76°,74.59°,15.41°,-164.59°,1.55379
08:15,33.93°,74.05°,15.95°,-164.05°,1.48664
08:20,35.09°,73.50°,16.50°,-163.50°,1.42358
08:25,36.24°,72.93°,17.07°,-162.93°,1.36422
08:30,37.39°,72.34°,17.66°,-162.34°,1.30821
08:35,38.54°,71.73°,18.27°,-161.73°,1.25524
08:40,39.69°,71.10°,18.90°,-161.10°,1.20504
08:45,40.83°,70.44°,19.56°,-160.44°,1.15738
08:50,41.96°,69.76°,20.24°,-159.76°,1.11205
08:55,43.09°,69.05°,20.95°,-159.05°,1.06887
09:00,44.22°,68.31°,21.69°,-158.31°,1.02766
09:05,45.34°,67.54°,22.46°,-157.54°,0.98829
09:10,46.45°,66.73°,23.27°,-156.73°,0.95062
09:15,47.56°,65.89°,24.11°,-155.89°,0.91453
09:20,48.65°,65.01°,24.99°,-155.01°,0.87992
09:25,49.75°,64.09°,25.91°,-154.09°,0.84671
09:30,50.83°,63.12°,26.88°,-153.12°,0.81479
09:35,51.90°,62.11°,27.89°,-152.11°,0.78411
09:40,52.96°,61.04°,28.96°,-151.04°,0.75460
09:45,54.01°,59.92°,30.08°,-149.92°,0.72620
09:50,55.05°,58.73°,31.27°,-148.73°,0.69887
09:55,56.08°,57.48°,32.52°,-147.48°,0.67255
10:00,57.09°,56.16°,33.84°,-146.16°,0.64722
10:05,58.08°,54.76°,35.24°,-144.76°,0.62286
10:10,59.06°,53.28°,36.72°,-143.28°,0.59942
10:15,60.02°,51.71°,38.29°,-141.71°,0.57691
10:20,60.96°,50.04°,39.96°,-140.04°,0.55532
10:25,61.87°,48.27°,41.73°,-138.27°,0.53463
10:30,62.76°,46.39°,43.61°,-136.39°,0.51486
10:35,63.62°,44.39°,45.61°,-134.39°,0.49601
10:40,64.45°,42.27°,47.73°,-132.27°,0.47811
10:45,65.24°,40.01°,49.99°,-130.01°,0.46118
10:50,66.00°,37.61°,52.39°,-127.61°,0.44525
10:55,66.71°,35.07°,54.93°,-125.07°,0.43036
11:00,67.39°,32.38°,57.62°,-122.38°,0.41655
11:05,68.01°,29.53°,60.47°,-119.53°,0.40388
11:10,68.58°,26.53°,63.47°,-116.53°,0.39240
11:15,69.09°,23.39°,66.61°,-113.39°,0.38216
11:20,69.53°,20.10°,69.90°,-110.10°,0.37324
11:25,69.91°,16.67°,73.33°,-106.67°,0.36568
11:30,70.22°,13.13°,76.87°,-103.13°,0.35954
11:35,70.46°,9.50°,80.50°,-99.50°,0.35487
11:40,70.62°,5.79°,84.21°,-95.79°,0.35172
11:45,70.70°,2.03°,87.97°,-92.03°,0.35010
11:50,70.71°,-1.74°,91.74°,-88.26°,0.35004
11:55,70.63°,-5.50°,95.50°,-84.50°,0.35154
12:00,70.48°,-9.21°,99.21°,-80.79°,0.35458
12:05,70.25°,-12.85°,102.85°,-77.15°,0.35913
12:10,69.94°,-16.40°,106.40°,-73.60°,0.36515
12:15,69.56°,-19.84°,109.84°,-70.16°,0.37260
12:20,69.12°,-23.14°,113.14°,-66.86°,0.38143
12:25,68.62°,-26.30°,116.30°,-63.70°,0.39156
12:30,68.05°,-29.31°,119.31°,-60.69°,0.40295
12:35,67.44°,-32.17°,122.17°,-57.83°,0.41553
12:40,66.77°,-34.87°,124.87°,-55.13°,0.42926
12:45,66.06°,-37.42°,127.42°,-52.58°,0.44407
12:50,65.30°,-39.83°,129.83°,-50.17°,0.45992
12:55,64.51°,-42.10°,132.10°,-47.90°,0.47677
13:00,63.68°,-44.23°,134.23°,-45.77°,0.49460
13:05,62.83°,-46.24°,136.24°,-43.76°,0.51337
13:10,61.94°,-48.13°,138.13°,-41.87°,0.53308
13:15,61.03°,-49.91°,139.91°,-40.09°,0.55369
13:20,60.09°,-51.58°,141.58°,-38.42°,0.57522
13:25,59.13°,-53.16°,143.16°,-36.84°,0.59766
13:30,58.16°,-54.65°,144.65°,-35.35°,0.62102
13:35,57.17°,-56.05°,146.05°,-33.95°,0.64531
13:40,56.16°,-57.38°,147.38°,-32.62°,0.67057
13:45,55.13°,-58.64°,148.64°,-31.36°,0.69680
13:50,54.09°,-59.83°,149.83°,-30.17°,0.72406
13:55,53.04°,-60.96°,150.96°,-29.04°,0.75238
14:00,51.98°,-62.03°,152.03°,-27.97°,0.78180
14:05,50.91°,-63.05°,153.05°,-26.95°,0.81239
14:10,49.83°,-64.02°,154.02°,-25.98°,0.84420
14:15,48.74°,-64.94°,154.94°,-25.06°,0.87732
14:20,47.64°,-65.83°,155.83°,-24.17°,0.91181
14:25,46.54°,-66.67°,156.67°,-23.33°,0.94778
14:30,45.42°,-67.48°,157.48°,-22.52°,0.98533
14:35,44.30°,-68.25°,158.25°,-21.75°,1.02457
14:40,43.18°,-68.99°,158.99°,-21.01°,1.06563
14:45,42.05°,-69.70°,159.70°,-20.30°,1.10866
14:50,40.92°,-70.39°,160.39°,-19.61°,1.15381
14:55,39.78°,-71.05°,161.05°,-18.95°,1.20128
15:00,38.63°,-71.68°,161.68°,-18.32°,1.25128
15:05,37.48°,-72.29°,162.29°,-17.71°,1.30402
15:10,36.33°,-72.89°,162.89°,-17.11°,1.35979
15:15,35.18°,-73.46°,163.46°,-16.54°,1.41888
15:20,34.02°,-74.01°,164.01°,-15.99°,1.48164
15:25,32.85°,-74.55°,164.55°,-15.45°,1.54846
15:30,31.69°,-75.07°,165.07°,-14.93°,1.61980
15:35,30.52°,-75.57°,165.57°,-14.43°,1.69618
15:40,29.35°,-76.06°,166.06°,-13.94°,1.77822
15:45,28.18°,-76.54°,166.54°,-13.46°,1.86662
15:50,27.00°,-77.00°,167.00°,-13.00°,1.96223
15:55,25.83°,-77.46°,167.46°,-12.54°,2.06605
16:00,24.65°,-77.90°,167.90°,-12.10°,2.17926
16:05,23.47°,-78.33°,168.33°,-11.67°,2.30329
16:10,22.29°,-78.75°,168.75°,-11.25°,2.43988
16:15,21.10°,-79.16°,169.16°,-10.84°,2.59115
16:20,19.92°,-79.57°,169.57°,-10.43°,2.75973
16:25,18.73°,-79.96°,169.96°,-10.04°,2.94893
16:30,17.54°,-80.35°,170.35°,-9.65°,3.16294
16:35,16.36°,-80.73°,170.73°,-9.27°,3.40716
16:40,15.17°,-81.10°,171.10°,-8.90°,3.68871
16:45,13.98°,-81.47°,171.47°,-8.53°,4.01708
16:50,12.79°,-81.83°,171.83°,-8.17°,4.40530
16:55,11.60°,-82.19°,172.19°,-7.81°,4.87167
17:00,10.41°,-82.54°,172.54°,-7.46°,5.44277
17:05,9.22°,-82.89°,172.89°,-7.11°,6.15866
17:10,8.04°,-83.23°,173.23°,-6.77°,7.08261
17:15,6.85°,-83.57°,173.57°,-6.43°,8.32065
17:20,5.67°,-83.90°,173.90°,-6.10°,10.06463
17:25,4.50°,-84.23°,174.23°,-5.77°,12.69904
17:30,3.34°,-84.56°,174.56°,-5.44°,17.11026
17:35,2.21°,-84.88°,174.88°,-5.12°,25.94148
17:40,1.11°,-85.21°,175.21°,-4.79°,51.74300
