Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:35,-0.52°,108.03°,-18.03°,161.97°,--
05:40,0.70°,107.71°,-17.71°,162.29°,81.34069
05:45,1.74°,107.39°,-17.39°,162.61°,32.98210
05:50,2.81°,107.08°,-17.08°,162.92°,20.34389
05:55,3.92°,106.78°,-16.78°,163.22°,14.59894
06:00,5.04°,106.49°,-16.49°,163.51°,11.33873
06:05,6.17°,106.20°,-16.20°,163.80°,9.24300
06:10,7.32°,105.92°,-15.92°,164.08°,7.78804
06:15,8.46°,105.65°,-15.65°,164.35°,6.71943
06:20,9.62°,105.38°,-15.38°,164.62°,5.90154
06:25,10.77°,105.11°,-15.11°,164.89°,5.25539
06:30,11.93°,104.85°,-14.85°,165.15°,4.73189
06:35,13.09°,104.60°,-14.60°,165.40°,4.29899
06:40,14.26°,104.36°,-14.36°,165.64°,3.93487
06:45,15.43°,104.11°,-14.11°,165.89°,3.62416
06:50,16.59°,103.88°,-13.88°,166.12°,3.35576
06:55,17.76°,103.65°,-13.65°,166.35°,3.12142
07:00,18.94°,103.42°,-13.42°,166.58°,2.91491
07:05,20.11°,103.20°,-13.20°,166.80°,2.73141
07:10,21.28°,102.98°,-12.98°,167.02°,2.56718
07:15,22.46°,102.77°,-12.77°,167.23°,2.41921
07:20,23.63°,102.56°,-12.56°,167.44°,2.28511
07:25,24.81°,102.36°,-12.36°,167.64°,2.16293
07:30,25.99°,102.16°,-12.16°,167.84°,2.05105
07:35,27.17°,101.96°,-11.96°,168.04°,1.94815
07:40,28.35°,101.77°,-11.77°,168.23°,1.85311
07:45,29.53°,101.59°,-11.59°,168.41°,1.76501
07:50,30.72°,101.41°,-11.41°,168.59°,1.68303
07:55,31.90°,101.23°,-11.23°,168.77°,1.60651
08:00,33.09°,101.06°,-11.06°,168.94°,1.53486
08:05,34.27°,100.89°,-10.89°,169.11°,1.46758
08:10,35.46°,100.73°,-10.73°,169.27°,1.40422
08:15,36.64°,100.57°,-10.57°,169.43°,1.34441
08:20,37.83°,100.42°,-10.42°,169.58°,1.28781
08:25,39.02°,100.27°,-10.27°,169.73°,1.23412
08:30,40.21°,100.13°,-10.13°,169.87°,1.18309
08:35,41.39°,99.99°,-9.99°,170.01°,1.13448
08:40,42.58°,99.86°,-9.86°,170.14°,1.08808
08:45,43.77°,99.73°,-9.73°,170.27°,1.04372
08:50,44.96°,99.61°,-9.61°,170.39°,1.00123
08:55,46.16°,99.49°,-9.49°,170.51°,0.96045
09:00,47.35°,99.38°,-9.38°,170.62°,0.92125
09:05,48.54°,99.28°,-9.28°,170.72°,0.88352
09:10,49.73°,99.18°,-9.18°,170.82°,0.84714
09:15,50.92°,99.10°,-9.10°,170.90°,0.81200
