Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:40,-0.29°,104.80°,-14.80°,165.20°,--
05:45,0.86°,104.48°,-14.48°,165.52°,66.75196
05:50,1.92°,104.17°,-14.17°,165.83°,29.89351
05:55,3.02°,103.86°,-13.86°,166.14°,18.97900
06:00,4.14°,103.55°,-13.55°,166.45°,13.81133
06:05,5.28°,103.25°,-13.25°,166.75°,10.81434
06:10,6.44°,102.96°,-12.96°,167.04°,8.86494
06:15,7.60°,102.67°,-12.67°,167.33°,7.49869
06:20,8.76°,102.39°,-12.39°,167.61°,6.48861
06:25,9.93°,102.11°,-12.11°,167.89°,5.71162
06:30,11.10°,101.84°,-11.84°,168.16°,5.09534
06:35,12.28°,101.57°,-11.57°,168.43°,4.59441
06:40,13.46°,101.30°,-11.30°,168.70°,4.17905
06:45,14.64°,101.04°,-11.04°,168.96°,3.82887
06:50,15.82°,100.78°,-10.78°,169.22°,3.52946
06:55,17.00°,100.53°,-10.53°,169.47°,3.27036
07:00,18.19°,100.28°,-10.28°,169.72°,3.04379
07:05,19.37°,100.03°,-10.03°,169.97°,2.84385
07:10,20.56°,99.78°,-9.78°,170.22°,2.66597
07:15,21.75°,99.54°,-9.54°,170.46°,2.50657
07:20,22.94°,99.30°,-9.30°,170.70°,2.36281
07:25,24.13°,99.07°,-9.07°,170.93°,2.23239
07:30,25.32°,98.83°,-8.83°,171.17°,2.11344
07:35,26.51°,98.60°,-8.60°,171.40°,2.00443
07:40,27.71°,98.37°,-8.37°,171.63°,1.90409
07:45,28.90°,98.15°,-8.15°,171.85°,1.81134
07:50,30.10°,97.92°,-7.92°,172.08°,1.72529
07:55,31.29°,97.70°,-7.70°,172.30°,1.64517
08:00,32.49°,97.48°,-7.48°,172.52°,1.57032
08:05,33.69°,97.26°,-7.26°,172.74°,1.50019
08:10,34.88°,97.04°,-7.04°,172.96°,1.43429
08:15,36.08°,96.82°,-6.82°,173.18°,1.37220
08:20,37.28°,96.61°,-6.61°,173.39°,1.31354
08:25,38.48°,96.40°,-6.40°,173.60°,1.25800
08:30,39.68°,96.18°,-6.18°,173.82°,1.20528
08:35,40.88°,95.97°,-5.97°,174.03°,1.15514
08:40,42.08°,95.76°,-5.76°,174.24°,1.10735
08:45,43.29°,95.55°,-5.55°,174.45°,1.06171
08:50,44.49°,95.34°,-5.34°,174.66°,1.01805
08:55,45.69°,95.13°,-5.13°,174.87°,0.97619
09:00,46.89°,94.92°,-4.92°,175.08°,0.93601
09:05,48.10°,94.71°,-4.71°,175.29°,0.89736
09:10,49.30°,94.50°,-4.50°,175.50°,0.86012
09:15,50.50°,94.29°,-4.29°,175.71°,0.82420
09:20,51.71°,94.08°,-4.08°,175.92°,0.78949
09:25,52.91°,93.87°,-3.87°,176.13°,0.75591
09:30,54.12°,93.66°,-3.66°,176.34°,0.72337
09:35,55.32°,93.44°,-3.44°,176.56°,0.69180
09:40,56.53°,93.22°,-3.22°,176.78°,0.66112
09:45,57.74°,93.01°,-3.01°,176.99°,0.63128
09:50,58.94°,92.78°,-2.78°,177.22°,0.60222
09:55,60.15°,92.56°,-2.56°,177.44°,0.57388
10:00,61.36°,92.33°,-2.33°,177.67°,0.54622
10:05,62.56°,92.10°,-2.10°,177.90°,0.51917
10:10,63.77°,91.86°,-1.86°,178.14°,0.49271
10:15,64.98°,91.62°,-1.62°,178.38°,0.46679
10:20,66.18°,91.37°,-1.37°,178.63°,0.44137
10:25,67.39°,91.11°,-1.11°,178.89°,0.41641
10:30,68.60°,90.84°,-0.84°,179.16°,0.39189
10:35,69.81°,90.56°,-0.56°,179.44°,0.36777
10:40,71.02°,90.26°,-0.26°,179.74°,0.34402
10:45,72.22°,89.95°,0.05°,-179.95°,0.32061
10:50,73.43°,89.61°,0.39°,-179.61°,0.29751
10:55,74.64°,89.25°,0.75°,-179.25°,0.27470
11:00,75.85°,88.85°,1.15°,-178.85°,0.25216
11:05,77.06°,88.41°,1.59°,-178.41°,0.22986
11:10,78.26°,87.92°,2.08°,-177.92°,0.20778
11:15,79.47°,87.34°,2.66°,-177.34°,0.18589
11:20,80.68°,86.66°,3.34°,-176.66°,0.16419
11:25,81.88°,85.83°,4.17°,-175.83°,0.14266
11:30,83.08°,84.75°,5.25°,-174.75°,0.12128
11:35,84.29°,83.30°,6.70°,-173.30°,0.10006
11:40,85.48°,81.15°,8.85°,-171.15°,0.07902
11:45,86.67°,77.58°,12.42°,-167.58°,0.05818
11:50,87.83°,70.29°,19.71°,-160.29°,0.03783
11:55,88.89°,48.25°,41.75°,-138.25°,0.01936
12:00,89.17°,-27.49°,117.49°,-62.51°,0.01456
12:05,88.24°,-65.31°,155.31°,-24.69°,0.03069
12:10,87.10°,-75.58°,165.58°,-14.42°,0.05067
12:15,85.92°,-80.08°,170.08°,-9.92°,0.07138
12:20,84.72°,-82.62°,172.62°,-7.38°,0.09235
12:25,83.52°,-84.28°,174.28°,-5.72°,0.11352
12:30,82.32°,-85.47°,175.47°,-4.53°,0.13484
12:35,81.12°,-86.38°,176.38°,-3.62°,0.15632
12:40,79.91°,-87.11°,177.11°,-2.89°,0.17795
12:45,78.70°,-87.72°,177.72°,-2.28°,0.19977
12:50,77.50°,-88.24°,178.24°,-1.76°,0.22177
12:55,76.29°,-88.70°,178.70°,-1.30°,0.24399
13:00,75.08°,-89.11°,179.11°,-0.89°,0.26644
13:05,73.87°,-89.48°,179.48°,-0.52°,0.28915
13:10,72.66°,-89.83°,179.83°,-0.17°,0.31214
13:15,71.46°,-90.15°,-179.85°,0.15°,0.33543
13:20,70.25°,-90.45°,-179.55°,0.45°,0.35906
13:25,69.04°,-90.74°,-179.26°,0.74°,0.38304
13:30,67.83°,-91.01°,-178.99°,1.01°,0.40741
13:35,66.63°,-91.27°,-178.73°,1.27°,0.43221
13:40,65.42°,-91.53°,-178.47°,1.53°,0.45745
13:45,64.21°,-91.77°,-178.23°,1.77°,0.48319
13:50,63.00°,-92.01°,-177.99°,2.01°,0.50945
13:55,61.80°,-92.25°,-177.75°,2.25°,0.53627
14:00,60.59°,-92.48°,-177.52°,2.48°,0.56371
14:05,59.38°,-92.70°,-177.30°,2.70°,0.59180
14:10,58.18°,-92.93°,-177.07°,2.93°,0.62059
14:15,56.97°,-93.14°,-176.86°,3.14°,0.65014
14:20,55.76°,-93.36°,-176.64°,3.36°,0.68050
14:25,54.56°,-93.58°,-176.42°,3.58°,0.71174
14:30,53.35°,-93.79°,-176.21°,3.79°,0.74392
14:35,52.15°,-94.00°,-176.00°,4.00°,0.77711
14:40,50.94°,-94.21°,-175.79°,4.21°,0.81140
