Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:40,-1.05°,102.48°,-12.48°,167.52°,--
05:45,0.38°,102.16°,-12.16°,167.84°,152.43279
05:50,1.42°,101.84°,-11.84°,168.16°,40.47355
05:55,2.51°,101.53°,-11.53°,168.47°,22.81844
06:00,3.64°,101.22°,-11.22°,168.78°,15.73863
06:05,4.78°,100.92°,-10.92°,169.08°,11.95631
06:10,5.94°,100.62°,-10.62°,169.38°,9.61001
06:15,7.11°,100.32°,-10.32°,169.68°,8.01899
06:20,8.28°,100.03°,-10.03°,169.97°,6.87004
06:25,9.46°,99.74°,-9.74°,170.26°,6.00170
06:30,10.64°,99.46°,-9.46°,170.54°,5.32236
06:35,11.83°,99.17°,-9.17°,170.83°,4.77623
06:40,13.01°,98.90°,-8.90°,171.10°,4.32745
06:45,14.20°,98.62°,-8.62°,171.38°,3.95193
06:50,15.39°,98.35°,-8.35°,171.65°,3.63289
06:55,16.58°,98.08°,-8.08°,171.92°,3.35831
07:00,17.77°,97.81°,-7.81°,172.19°,3.11934
07:05,18.97°,97.54°,-7.54°,172.46°,2.90932
07:10,20.16°,97.28°,-7.28°,172.72°,2.72316
07:15,21.36°,97.01°,-7.01°,172.99°,2.55688
07:20,22.56°,96.75°,-6.75°,173.25°,2.40734
07:25,23.76°,96.49°,-6.49°,173.51°,2.27204
07:30,24.95°,96.23°,-6.23°,173.77°,2.14893
07:35,26.15°,95.97°,-5.97°,174.03°,2.03635
07:40,27.35°,95.71°,-5.71°,174.29°,1.93292
07:45,28.56°,95.46°,-5.46°,174.54°,1.83750
07:50,29.76°,95.20°,-5.20°,174.80°,1.74910
07:55,30.96°,94.94°,-4.94°,175.06°,1.66693
08:00,32.16°,94.68°,-4.68°,175.32°,1.59027
08:05,33.37°,94.42°,-4.42°,175.58°,1.51854
08:10,34.57°,94.16°,-4.16°,175.84°,1.45122
08:15,35.77°,93.90°,-3.90°,176.10°,1.38786
08:20,36.98°,93.64°,-3.64°,176.36°,1.32807
08:25,38.18°,93.38°,-3.38°,176.62°,1.27151
08:30,39.39°,93.11°,-3.11°,176.89°,1.21788
08:35,40.60°,92.85°,-2.85°,177.15°,1.16692
08:40,41.80°,92.58°,-2.58°,177.42°,1.11838
08:45,43.01°,92.30°,-2.30°,177.70°,1.07207
08:50,44.21°,92.03°,-2.03°,177.97°,1.02780
08:55,45.42°,91.74°,-1.74°,178.26°,0.98539
09:00,46.63°,91.46°,-1.46°,178.54°,0.94470
09:05,47.84°,91.17°,-1.17°,178.83°,0.90560
09:10,49.04°,90.87°,-0.87°,179.13°,0.86795
09:15,50.25°,90.57°,-0.57°,179.43°,0.83166
09:20,51.46°,90.26°,-0.26°,179.74°,0.79661
09:25,52.67°,89.94°,0.06°,-179.94°,0.76272
09:30,53.87°,89.62°,0.38°,-179.62°,0.72990
09:35,55.08°,89.28°,0.72°,-179.28°,0.69807
09:40,56.29°,88.93°,1.07°,-178.93°,0.66717
09:45,57.50°,88.57°,1.43°,-178.57°,0.63714
09:50,58.70°,88.20°,1.80°,-178.20°,0.60790
09:55,59.91°,87.81°,2.19°,-177.81°,0.57940
10:00,61.12°,87.40°,2.60°,-177.40°,0.55161
10:05,62.32°,86.97°,3.03°,-176.97°,0.52446
10:10,63.53°,86.51°,3.49°,-176.51°,0.49791
10:15,64.74°,86.03°,3.97°,-176.03°,0.47192
10:20,65.94°,85.52°,4.48°,-175.52°,0.44647
10:25,67.14°,84.97°,5.03°,-174.97°,0.42150
10:30,68.35°,84.37°,5.63°,-174.37°,0.39699
10:35,69.55°,83.73°,6.27°,-173.73°,0.37292
10:40,70.75°,83.02°,6.98°,-173.02°,0.34925
10:45,71.95°,82.24°,7.76°,-172.24°,0.32595
10:50,73.14°,81.37°,8.63°,-171.37°,0.30302
10:55,74.33°,80.40°,9.60°,-170.40°,0.28043
11:00,75.52°,79.28°,10.72°,-169.28°,0.25818
11:05,76.71°,78.00°,12.00°,-168.00°,0.23624
11:10,77.89°,76.50°,13.50°,-166.50°,0.21463
11:15,79.06°,74.71°,15.29°,-164.71°,0.19336
11:20,80.22°,72.52°,17.48°,-162.52°,0.17245
11:25,81.36°,69.80°,20.20°,-159.80°,0.15197
11:30,82.48°,66.30°,23.70°,-156.30°,0.13201
11:35,83.57°,61.64°,28.36°,-151.64°,0.11277
11:40,84.60°,55.22°,34.78°,-145.22°,0.09459
11:45,85.53°,46.01°,43.99°,-136.01°,0.07814
11:50,86.30°,32.56°,57.44°,-122.56°,0.06463
11:55,86.78°,13.77°,76.23°,-103.77°,0.05619
12:00,86.84°,-8.35°,98.35°,-81.65°,0.05517
12:05,86.46°,-28.36°,118.36°,-61.64°,0.06194
12:10,85.74°,-43.10°,133.10°,-46.90°,0.07441
12:15,84.84°,-53.22°,143.22°,-36.78°,0.09026
12:20,83.83°,-60.23°,150.23°,-29.77°,0.10809
12:25,82.76°,-65.26°,155.26°,-24.74°,0.12711
12:30,81.64°,-69.00°,159.00°,-21.00°,0.14691
12:35,80.50°,-71.90°,161.90°,-18.10°,0.16727
12:40,79.35°,-74.20°,164.20°,-15.80°,0.18808
12:45,78.18°,-76.08°,166.08°,-13.92°,0.20926
12:50,77.00°,-77.65°,167.65°,-12.35°,0.23079
12:55,75.82°,-78.98°,168.98°,-11.02°,0.25264
13:00,74.63°,-80.13°,170.13°,-9.87°,0.27482
13:05,73.44°,-81.14°,171.14°,-8.86°,0.29733
13:10,72.25°,-82.03°,172.03°,-7.97°,0.32017
13:15,71.05°,-82.83°,172.83°,-7.17°,0.34337
13:20,69.85°,-83.55°,173.55°,-6.45°,0.36694
13:25,68.65°,-84.21°,174.21°,-5.79°,0.39092
13:30,67.45°,-84.82°,174.82°,-5.18°,0.41531
13:35,66.24°,-85.38°,175.38°,-4.62°,0.44016
13:40,65.04°,-85.91°,175.91°,-4.09°,0.46549
13:45,63.83°,-86.39°,176.39°,-3.61°,0.49134
13:50,62.63°,-86.86°,176.86°,-3.14°,0.51774
13:55,61.42°,-87.29°,177.29°,-2.71°,0.54474
14:00,60.21°,-87.71°,177.71°,-2.29°,0.57237
14:05,59.01°,-88.10°,178.10°,-1.90°,0.60068
14:10,57.80°,-88.48°,178.48°,-1.52°,0.62973
14:15,56.59°,-88.84°,178.84°,-1.16°,0.65956
14:20,55.39°,-89.20°,179.20°,-0.80°,0.69024
14:25,54.18°,-89.53°,179.53°,-0.47°,0.72183
14:30,52.97°,-89.86°,179.86°,-0.14°,0.75439
14:35,51.76°,-90.18°,-179.82°,0.18°,0.78800
14:40,50.55°,-90.49°,-179.51°,0.49°,0.82275
14:45,49.35°,-90.80°,-179.20°,0.80°,0.85873
14:50,48.14°,-91.10°,-178.90°,1.10°,0.89602
14:55,46.93°,-91.39°,-178.61°,1.39°,0.93475
15:00,45.72°,-91.67°,-178.33°,1.67°,0.97503
15:05,44.52°,-91.96°,-178.04°,1.96°,1.01699
15:10,43.31°,-92.23°,-177.77°,2.23°,1.06079
15:15,42.10°,-92.51°,-177.49°,2.51°,1.10657
15:20,40.90°,-92.78°,-177.22°,2.78°,1.15453
15:25,39.69°,-93.05°,-176.95°,3.05°,1.20486
15:30,38.49°,-93.31°,-176.69°,3.31°,1.25779
15:35,37.28°,-93.58°,-176.42°,3.58°,1.31359
15:40,36.08°,-93.84°,-176.16°,3.84°,1.37254
15:45,34.87°,-94.10°,-175.90°,4.10°,1.43497
15:50,33.67°,-94.36°,-175.64°,4.36°,1.50126
15:55,32.46°,-94.62°,-175.38°,4.62°,1.57184
16:00,31.26°,-94.88°,-175.12°,4.88°,1.64721
16:05,30.06°,-95.13°,-174.87°,5.13°,1.72794
16:10,28.86°,-95.39°,-174.61°,5.39°,1.81470
16:15,27.66°,-95.65°,-174.35°,5.65°,1.90828
16:20,26.46°,-95.91°,-174.09°,5.91°,2.00960
16:25,25.26°,-96.17°,-173.83°,6.17°,2.11977
16:30,24.06°,-96.42°,-173.58°,6.42°,2.24009
16:35,22.86°,-96.69°,-173.31°,6.69°,2.37216
16:40,21.66°,-96.95°,-173.05°,6.95°,2.51791
16:45,20.46°,-97.21°,-172.79°,7.21°,2.67972
16:50,19.27°,-97.47°,-172.53°,7.47°,2.86057
16:55,18.07°,-97.74°,-172.26°,7.74°,3.06417
17:00,16.88°,-98.01°,-171.99°,8.01°,3.29533
17:05,15.69°,-98.28°,-171.72°,8.28°,3.56025
17:10,14.50°,-98.55°,-171.45°,8.55°,3.86715
17:15,13.31°,-98.83°,-171.17°,8.83°,4.22715
17:20,12.12°,-99.10°,-170.90°,9.10°,4.65564
17:25,10.94°,-99.39°,-170.61°,9.39°,5.17455
17:30,9.76°,-99.67°,-170.33°,9.67°,5.81622
17:35,8.58°,-99.96°,-170.04°,9.96°,6.63035
17:40,7.40°,-100.25°,-169.75°,10.25°,7.69735
17:45,6.23°,-100.54°,-169.46°,10.54°,9.15623
17:50,5.07°,-100.84°,-169.16°,10.84°,11.27017
17:55,3.92°,-101.14°,-168.86°,11.14°,14.58854
18:00,2.79°,-101.45°,-168.55°,11.45°,20.52423
18:05,1.69°,-101.76°,-168.24°,11.76°,33.98148
18:10,0.63°,-102.08°,-167.92°,12.08°,90.96170
