Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:30,0.22°,111.42°,-21.42°,158.58°,263.78450
05:35,1.20°,111.10°,-21.10°,158.90°,47.92240
05:40,2.23°,110.79°,-20.79°,159.21°,25.68782
05:45,3.30°,110.49°,-20.49°,159.51°,17.35422
05:50,4.39°,110.20°,-20.20°,159.80°,13.03320
05:55,5.49°,109.91°,-19.91°,160.09°,10.39937
06:00,6.61°,109.64°,-19.64°,160.36°,8.63266
06:05,7.73°,109.37°,-19.37°,160.63°,7.36747
06:10,8.86°,109.10°,-19.10°,160.90°,6.41731
06:15,9.99°,108.85°,-18.85°,161.15°,5.67768
06:20,11.12°,108.60°,-18.60°,161.40°,5.08552
06:25,12.26°,108.36°,-18.36°,161.64°,4.60061
06:30,13.40°,108.12°,-18.12°,161.88°,4.19606
06:35,14.55°,107.90°,-17.90°,162.10°,3.85328
06:40,15.69°,107.67°,-17.67°,162.33°,3.55895
06:45,16.84°,107.46°,-17.46°,162.54°,3.30333
06:50,17.99°,107.25°,-17.25°,162.75°,3.07912
06:55,19.14°,107.05°,-17.05°,162.95°,2.88074
07:00,20.30°,106.86°,-16.86°,163.14°,2.70385
07:05,21.45°,106.67°,-16.67°,163.33°,2.54503
07:10,22.61°,106.49°,-16.49°,163.51°,2.40154
07:15,23.76°,106.32°,-16.32°,163.68°,2.27118
07:20,24.92°,106.15°,-16.15°,163.85°,2.15214
07:25,26.08°,105.99°,-15.99°,164.01°,2.04293
07:30,27.24°,105.83°,-15.83°,164.17°,1.94230
07:35,28.40°,105.69°,-15.69°,164.31°,1.84921
07:40,29.57°,105.54°,-15.54°,164.46°,1.76278
07:45,30.73°,105.41°,-15.41°,164.59°,1.68227
07:50,31.89°,105.29°,-15.29°,164.71°,1.60702
07:55,33.06°,105.17°,-15.17°,164.83°,1.53648
08:00,34.22°,105.06°,-15.06°,164.94°,1.47019
08:05,35.39°,104.95°,-14.95°,165.05°,1.40770
08:10,36.56°,104.86°,-14.86°,165.14°,1.34867
08:15,37.72°,104.77°,-14.77°,165.23°,1.29278
08:20,38.89°,104.70°,-14.70°,165.30°,1.23972
08:25,40.06°,104.63°,-14.63°,165.37°,1.18927
08:30,41.23°,104.57°,-14.57°,165.43°,1.14119
08:35,42.40°,104.52°,-14.52°,165.48°,1.09528
08:40,43.57°,104.48°,-14.48°,165.52°,1.05137
08:45,44.73°,104.45°,-14.45°,165.55°,1.00930
08:50,45.90°,104.44°,-14.44°,165.56°,0.96893
08:55,47.07°,104.43°,-14.43°,165.57°,0.93011
09:00,48.24°,104.44°,-14.44°,165.56°,0.89275
09:05,49.41°,104.47°,-14.47°,165.53°,0.85672
09:10,50.58°,104.51°,-14.51°,165.49°,0.82194
09:15,51.75°,104.57°,-14.57°,165.43°,0.78831
09:20,52.92°,104.64°,-14.64°,165.36°,0.75575
09:25,54.09°,104.73°,-14.73°,165.27°,0.72419
09:30,55.26°,104.85°,-14.85°,165.15°,0.69357
09:35,56.42°,104.99°,-14.99°,165.01°,0.66382
09:40,57.59°,105.15°,-15.15°,164.85°,0.63488
09:45,58.75°,105.34°,-15.34°,164.66°,0.60670
09:50,59.92°,105.56°,-15.56°,164.44°,0.57924
09:55,61.08°,105.82°,-15.82°,164.18°,0.55245
10:00,62.24°,106.12°,-16.12°,163.88°,0.52628
10:05,63.40°,106.46°,-16.46°,163.54°,0.50071
10:10,64.56°,106.85°,-16.85°,163.15°,0.47570
10:15,65.71°,107.29°,-17.29°,162.71°,0.45122
10:20,66.87°,107.80°,-17.80°,162.20°,0.42724
10:25,68.01°,108.38°,-18.38°,161.62°,0.40374
10:30,69.16°,109.05°,-19.05°,160.95°,0.38070
10:35,70.30°,109.82°,-19.82°,160.18°,0.35810
10:40,71.43°,110.70°,-20.70°,159.30°,0.33594
10:45,72.56°,111.73°,-21.73°,158.27°,0.31421
10:50,73.67°,112.92°,-22.92°,157.08°,0.29291
10:55,74.78°,114.31°,-24.31°,155.69°,0.27205
11:00,75.87°,115.95°,-25.95°,154.05°,0.25165
11:05,76.95°,117.90°,-27.90°,152.10°,0.23175
11:10,78.01°,120.22°,-30.22°,149.78°,0.21240
11:15,79.04°,123.02°,-33.02°,146.98°,0.19370
11:20,80.03°,126.42°,-36.42°,143.58°,0.17577
11:25,80.98°,130.60°,-40.60°,139.40°,0.15880
11:30,81.86°,135.76°,-45.76°,134.24°,0.14306
11:35,82.65°,142.14°,-52.14°,127.86°,0.12894
11:40,83.33°,149.98°,-59.98°,120.02°,0.11696
11:45,83.85°,159.39°,-69.39°,110.61°,0.10780
11:50,84.17°,170.19°,-80.19°,99.81°,0.10218
11:55,84.25°,-178.22°,-91.78°,88.22°,0.10068
12:00,84.09°,-166.79°,-103.21°,76.79°,0.10347
12:05,83.71°,-156.37°,-113.63°,66.37°,0.11024
12:10,83.14°,-147.44°,-122.56°,57.44°,0.12033
12:15,82.42°,-140.06°,-129.94°,50.06°,0.13303
12:20,81.60°,-134.08°,-135.92°,44.08°,0.14770
12:25,80.70°,-129.24°,-140.76°,39.24°,0.16385
12:30,79.73°,-125.32°,-144.68°,35.32°,0.18113
12:35,78.73°,-122.11°,-147.89°,32.11°,0.19931
12:40,77.69°,-119.47°,-150.53°,29.47°,0.21822
12:45,76.63°,-117.27°,-152.73°,27.27°,0.23774
12:50,75.54°,-115.43°,-154.57°,25.43°,0.25780
12:55,74.45°,-113.87°,-156.13°,23.87°,0.27834
13:00,73.34°,-112.54°,-157.46°,22.54°,0.29934
13:05,72.22°,-111.40°,-158.60°,21.40°,0.32077
13:10,71.09°,-110.42°,-159.58°,20.42°,0.34263
13:15,69.95°,-109.57°,-160.43°,19.57°,0.36492
13:20,68.81°,-108.84°,-161.16°,18.84°,0.38765
13:25,67.67°,-108.20°,-161.80°,18.20°,0.41083
13:30,66.52°,-107.64°,-162.36°,17.64°,0.43447
13:35,65.36°,-107.15°,-162.85°,17.15°,0.45860
13:40,64.21°,-106.72°,-163.28°,16.72°,0.48324
13:45,63.05°,-106.35°,-163.65°,16.35°,0.50842
13:50,61.89°,-106.02°,-163.98°,16.02°,0.53417
13:55,60.73°,-105.74°,-164.26°,15.74°,0.56052
14:00,59.57°,-105.49°,-164.51°,15.49°,0.58752
