Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:30,-0.44°,110.68°,-20.68°,159.32°,--
05:35,0.74°,110.36°,-20.36°,159.64°,77.34796
05:40,1.76°,110.04°,-20.04°,159.96°,32.57425
05:45,2.82°,109.74°,-19.74°,160.26°,20.30374
05:50,3.91°,109.44°,-19.44°,160.56°,14.64101
05:55,5.01°,109.15°,-19.15°,160.85°,11.40283
06:00,6.13°,108.86°,-18.86°,161.14°,9.31153
06:05,7.25°,108.59°,-18.59°,161.41°,7.85517
06:10,8.39°,108.32°,-18.32°,161.68°,6.78320
06:15,9.52°,108.06°,-18.06°,161.94°,5.96144
06:20,10.66°,107.80°,-17.80°,162.20°,5.31144
06:25,11.81°,107.56°,-17.56°,162.44°,4.78434
06:30,12.95°,107.32°,-17.32°,162.68°,4.34813
06:35,14.10°,107.08°,-17.08°,162.92°,3.98102
06:40,15.25°,106.85°,-16.85°,163.15°,3.66761
06:45,16.40°,106.63°,-16.63°,163.37°,3.39678
06:50,17.56°,106.42°,-16.42°,163.58°,3.16026
06:55,18.72°,106.21°,-16.21°,163.79°,2.95177
07:00,19.87°,106.00°,-16.00°,164.00°,2.76650
07:05,21.03°,105.81°,-15.81°,164.19°,2.60065
07:10,22.19°,105.62°,-15.62°,164.38°,2.45122
07:15,23.36°,105.43°,-15.43°,164.57°,2.31579
07:20,24.52°,105.25°,-15.25°,164.75°,2.19239
07:25,25.68°,105.08°,-15.08°,164.92°,2.07940
07:30,26.85°,104.91°,-14.91°,165.09°,1.97548
07:35,28.02°,104.75°,-14.75°,165.25°,1.87952
07:40,29.18°,104.60°,-14.60°,165.40°,1.79056
07:45,30.35°,104.45°,-14.45°,165.55°,1.70780
07:50,31.52°,104.31°,-14.31°,165.69°,1.63056
07:55,32.69°,104.18°,-14.18°,165.82°,1.55824
08:00,33.86°,104.05°,-14.05°,165.95°,1.49035
08:05,35.03°,103.93°,-13.93°,166.07°,1.42643
08:10,36.20°,103.82°,-13.82°,166.18°,1.36610
08:15,37.38°,103.71°,-13.71°,166.29°,1.30903
08:20,38.55°,103.62°,-13.62°,166.38°,1.25491
08:25,39.72°,103.53°,-13.53°,166.47°,1.20347
08:30,40.90°,103.45°,-13.45°,166.55°,1.15450
08:35,42.07°,103.37°,-13.37°,166.63°,1.10777
08:40,43.25°,103.31°,-13.31°,166.69°,1.06311
08:45,44.42°,103.26°,-13.26°,166.74°,1.02034
08:50,45.60°,103.21°,-13.21°,166.79°,0.97931
08:55,46.77°,103.18°,-13.18°,166.82°,0.93990
09:00,47.95°,103.16°,-13.16°,166.84°,0.90197
09:05,49.13°,103.15°,-13.15°,166.85°,0.86542
09:10,50.30°,103.15°,-13.15°,166.85°,0.83014
09:15,51.48°,103.17°,-13.17°,166.83°,0.79605
09:20,52.65°,103.20°,-13.20°,166.80°,0.76305
09:25,53.83°,103.25°,-13.25°,166.75°,0.73108
09:30,55.01°,103.32°,-13.32°,166.68°,0.70006
09:35,56.18°,103.41°,-13.41°,166.59°,0.66993
09:40,57.36°,103.52°,-13.52°,166.48°,0.64063
