Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:55,-0.56°,72.07°,17.93°,-162.07°,--
06:00,0.68°,71.75°,18.25°,-161.75°,84.63393
06:05,1.70°,71.42°,18.58°,-161.42°,33.64259
06:10,2.77°,71.09°,18.91°,-161.09°,20.67056
06:15,3.86°,70.75°,19.25°,-160.75°,14.82139
06:20,4.96°,70.40°,19.60°,-160.40°,11.51567
06:25,6.08°,70.04°,19.96°,-160.04°,9.39576
06:30,7.19°,69.67°,20.33°,-159.67°,7.92646
06:35,8.31°,69.30°,20.70°,-159.30°,6.84870
06:40,9.42°,68.91°,21.09°,-158.91°,6.02470
06:45,10.54°,68.51°,21.49°,-158.51°,5.37430
06:50,11.66°,68.11°,21.89°,-158.11°,4.84783
06:55,12.77°,67.69°,22.31°,-157.69°,4.41283
07:00,13.88°,67.26°,22.74°,-157.26°,4.04724
07:05,14.99°,66.82°,23.18°,-156.82°,3.73556
07:10,16.09°,66.36°,23.64°,-156.36°,3.46658
07:15,17.19°,65.90°,24.10°,-155.90°,3.23198
07:20,18.29°,65.42°,24.58°,-155.42°,3.02546
07:25,19.38°,64.93°,25.07°,-154.93°,2.84220
07:30,20.47°,64.42°,25.58°,-154.42°,2.67840
07:35,21.56°,63.90°,26.10°,-153.90°,2.53105
07:40,22.64°,63.36°,26.64°,-153.36°,2.39773
07:45,23.71°,62.81°,27.19°,-152.81°,2.27649
07:50,24.78°,62.24°,27.76°,-152.24°,2.16570
07:55,25.85°,61.65°,28.35°,-151.65°,2.06405
08:00,26.91°,61.04°,28.96°,-151.04°,1.97040
08:05,27.96°,60.41°,29.59°,-150.41°,1.88382
08:10,29.01°,59.77°,30.23°,-149.77°,1.80353
08:15,30.05°,59.10°,30.90°,-149.10°,1.72883
08:20,31.08°,58.41°,31.59°,-148.41°,1.65915
08:25,32.10°,57.70°,32.30°,-147.70°,1.59399
08:30,33.12°,56.96°,33.04°,-146.96°,1.53291
08:35,34.13°,56.20°,33.80°,-146.20°,1.47554
08:40,35.12°,55.41°,34.59°,-145.41°,1.42155
08:45,36.11°,54.59°,35.41°,-144.59°,1.37066
08:50,37.09°,53.75°,36.25°,-143.75°,1.32260
08:55,38.06°,52.87°,37.13°,-142.87°,1.27715
09:00,39.02°,51.96°,38.04°,-141.96°,1.23412
09:05,39.96°,51.02°,38.98°,-141.02°,1.19334
09:10,40.89°,50.05°,39.95°,-140.05°,1.15464
09:15,41.81°,49.04°,40.96°,-139.04°,1.11790
09:20,42.72°,47.99°,42.01°,-137.99°,1.08300
09:25,43.61°,46.91°,43.09°,-136.91°,1.04981
09:30,44.48°,45.78°,44.22°,-135.78°,1.01826
09:35,45.34°,44.61°,45.39°,-134.61°,0.98825
09:40,46.18°,43.40°,46.60°,-133.40°,0.95972
09:45,47.00°,42.14°,47.86°,-132.14°,0.93259
09:50,47.80°,40.84°,49.16°,-130.84°,0.90681
09:55,48.58°,39.49°,50.51°,-129.49°,0.88234
10:00,49.33°,38.09°,51.91°,-128.09°,0.85912
10:05,50.07°,36.63°,53.37°,-126.63°,0.83713
10:10,50.77°,35.13°,54.87°,-125.13°,0.81633
10:15,51.46°,33.57°,56.43°,-123.57°,0.79670
10:20,52.11°,31.96°,58.04°,-121.96°,0.77821
10:25,52.73°,30.30°,59.70°,-120.30°,0.76086
10:30,53.33°,28.58°,61.42°,-118.58°,0.74463
10:35,53.89°,26.81°,63.19°,-116.81°,0.72951
10:40,54.42°,24.99°,65.01°,-114.99°,0.71549
10:45,54.91°,23.11°,66.89°,-113.11°,0.70258
10:50,55.36°,21.18°,68.82°,-111.18°,0.69078
10:55,55.78°,19.21°,70.79°,-109.21°,0.68008
11:00,56.16°,17.19°,72.81°,-107.19°,0.67049
11:05,56.49°,15.13°,74.87°,-105.13°,0.66202
11:10,56.79°,13.03°,76.97°,-103.03°,0.65467
11:15,57.04°,10.90°,79.10°,-100.90°,0.64844
11:20,57.24°,8.73°,81.27°,-98.73°,0.64335
11:25,57.41°,6.55°,83.45°,-96.55°,0.63939
11:30,57.52°,4.34°,85.66°,-94.34°,0.63658
