Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:55,-0.48°,72.33°,17.67°,-162.33°,--
06:00,0.73°,72.01°,17.99°,-162.01°,78.47229
06:05,1.76°,71.68°,18.32°,-161.68°,32.54036
06:10,2.83°,71.35°,18.65°,-161.35°,20.22397
06:15,3.92°,71.01°,18.99°,-161.01°,14.57961
06:20,5.03°,70.66°,19.34°,-160.66°,11.36308
06:25,6.14°,70.30°,19.70°,-160.30°,9.29008
06:30,7.26°,69.93°,20.07°,-159.93°,7.84844
06:35,8.38°,69.55°,20.45°,-159.55°,6.78835
06:40,9.50°,69.17°,20.83°,-159.17°,5.97633
06:45,10.62°,68.77°,21.23°,-158.77°,5.33445
06:50,11.73°,68.36°,21.64°,-158.36°,4.81425
06:55,12.85°,67.95°,22.05°,-157.95°,4.38400
07:00,13.96°,67.52°,22.48°,-157.52°,4.02212
07:05,15.07°,67.08°,22.92°,-157.08°,3.71338
07:10,16.18°,66.63°,23.37°,-156.63°,3.44677
07:15,17.28°,66.16°,23.84°,-156.16°,3.21410
07:20,18.38°,65.68°,24.32°,-155.68°,3.00920
07:25,19.48°,65.19°,24.81°,-155.19°,2.82729
07:30,20.57°,64.68°,25.32°,-154.68°,2.66463
07:35,21.66°,64.16°,25.84°,-154.16°,2.51826
07:40,22.74°,63.63°,26.37°,-153.63°,2.38579
07:45,23.82°,63.07°,26.93°,-153.07°,2.26527
07:50,24.89°,62.50°,27.50°,-152.50°,2.15512
07:55,25.96°,61.92°,28.08°,-151.92°,2.05402
08:00,27.02°,61.31°,28.69°,-151.31°,1.96086
08:05,28.08°,60.68°,29.32°,-150.68°,1.87472
08:10,29.13°,60.04°,29.96°,-150.04°,1.79480
08:15,30.17°,59.37°,30.63°,-149.37°,1.72044
08:20,31.20°,58.68°,31.32°,-148.68°,1.65106
08:25,32.23°,57.97°,32.03°,-147.97°,1.58617
08:30,33.25°,57.23°,32.77°,-147.23°,1.52533
08:35,34.26°,56.47°,33.53°,-146.47°,1.46818
08:40,35.26°,55.69°,34.31°,-145.69°,1.41438
08:45,36.25°,54.87°,35.13°,-144.87°,1.36365
08:50,37.24°,54.03°,35.97°,-144.03°,1.31574
08:55,38.21°,53.15°,36.85°,-143.15°,1.27043
09:00,39.17°,52.25°,37.75°,-142.25°,1.22752
09:05,40.12°,51.31°,38.69°,-141.31°,1.18684
09:10,41.05°,50.33°,39.67°,-140.33°,1.14823
09:15,41.98°,49.32°,40.68°,-139.32°,1.11157
09:20,42.88°,48.28°,41.72°,-138.28°,1.07673
09:25,43.78°,47.19°,42.81°,-137.19°,1.04360
09:30,44.66°,46.06°,43.94°,-136.06°,1.01210
09:35,45.52°,44.89°,45.11°,-134.89°,0.98213
09:40,46.36°,43.68°,46.32°,-133.68°,0.95362
09:45,47.18°,42.42°,47.58°,-132.42°,0.92652
09:50,47.99°,41.11°,48.89°,-131.11°,0.90076
09:55,48.77°,39.76°,50.24°,-129.76°,0.87629
10:00,49.53°,38.35°,51.65°,-128.35°,0.85308
10:05,50.27°,36.90°,53.10°,-126.90°,0.83109
10:10,50.98°,35.39°,54.61°,-125.39°,0.81028
10:15,51.67°,33.83°,56.17°,-123.83°,0.79063
10:20,52.33°,32.21°,57.79°,-122.21°,0.77213
10:25,52.96°,30.54°,59.46°,-120.54°,0.75476
10:30,53.55°,28.81°,61.19°,-118.81°,0.73850
10:35,54.12°,27.03°,62.97°,-117.03°,0.72336
10:40,54.65°,25.20°,64.80°,-115.20°,0.70931
10:45,55.15°,23.31°,66.69°,-113.31°,0.69637
10:50,55.61°,21.37°,68.63°,-111.37°,0.68454
10:55,56.03°,19.39°,70.61°,-109.39°,0.67381
11:00,56.41°,17.35°,72.65°,-107.35°,0.66419
11:05,56.75°,15.28°,74.72°,-105.28°,0.65569
11:10,57.04°,13.16°,76.84°,-103.16°,0.64831
11:15,57.30°,11.01°,78.99°,-101.01°,0.64206
11:20,57.51°,8.83°,81.17°,-98.83°,0.63694
11:25,57.67°,6.62°,83.38°,-96.62°,0.63297
11:30,57.78°,4.40°,85.60°,-94.40°,0.63013
11:35,57.85°,2.16°,87.84°,-92.16°,0.62845
11:40,57.87°,-0.08°,90.08°,-89.92°,0.62791
11:45,57.85°,-2.32°,92.32°,-87.68°,0.62853
11:50,57.78°,-4.56°,94.56°,-85.44°,0.63030
11:55,57.66°,-6.78°,96.78°,-83.22°,0.63321
12:00,57.49°,-8.99°,98.99°,-81.01°,0.63727
12:05,57.28°,-11.16°,101.16°,-78.84°,0.64247
12:10,57.02°,-13.31°,103.31°,-76.69°,0.64880
12:15,56.72°,-15.43°,105.43°,-74.57°,0.65626
12:20,56.38°,-17.50°,107.50°,-72.50°,0.66484
12:25,56.00°,-19.53°,109.53°,-70.47°,0.67454
12:30,55.58°,-21.51°,111.51°,-68.49°,0.68535
12:35,55.11°,-23.45°,113.45°,-66.55°,0.69726
12:40,54.61°,-25.33°,115.33°,-64.67°,0.71028
12:45,54.08°,-27.16°,117.16°,-62.84°,0.72440
12:50,53.51°,-28.94°,118.94°,-61.06°,0.73963
12:55,52.91°,-30.66°,120.66°,-59.34°,0.75597
13:00,52.28°,-32.33°,122.33°,-57.67°,0.77342
13:05,51.62°,-33.94°,123.94°,-56.06°,0.79200
13:10,50.93°,-35.50°,125.50°,-54.50°,0.81173
13:15,50.22°,-37.00°,127.00°,-53.00°,0.83262
13:20,49.48°,-38.46°,128.46°,-51.54°,0.85470
13:25,48.72°,-39.86°,129.86°,-50.14°,0.87800
13:30,47.93°,-41.21°,131.21°,-48.79°,0.90256
13:35,47.13°,-42.51°,132.51°,-47.49°,0.92841
13:40,46.30°,-43.77°,133.77°,-46.23°,0.95562
13:45,45.46°,-44.98°,134.98°,-45.02°,0.98422
13:50,44.59°,-46.14°,136.14°,-43.86°,1.01430
13:55,43.71°,-47.27°,137.27°,-42.73°,1.04592
14:00,42.82°,-48.35°,138.35°,-41.65°,1.07916
14:05,41.91°,-49.40°,139.40°,-40.60°,1.11413
14:10,40.99°,-50.40°,140.40°,-39.60°,1.15093
14:15,40.05°,-51.37°,141.37°,-38.63°,1.18968
14:20,39.10°,-52.31°,142.31°,-37.69°,1.23051
14:25,38.14°,-53.22°,143.22°,-36.78°,1.27359
14:30,37.17°,-54.09°,144.09°,-35.91°,1.31908
14:35,36.18°,-54.93°,144.93°,-35.07°,1.36718
14:40,35.19°,-55.74°,145.74°,-34.26°,1.41813
14:45,34.19°,-56.53°,146.53°,-33.47°,1.47216
14:50,33.18°,-57.29°,147.29°,-32.71°,1.52956
14:55,32.16°,-58.02°,148.02°,-31.98°,1.59068
15:00,31.13°,-58.73°,148.73°,-31.27°,1.65588
15:05,30.09°,-59.42°,149.42°,-30.58°,1.72559
15:10,29.05°,-60.09°,150.09°,-29.91°,1.80033
15:15,28.00°,-60.73°,150.73°,-29.27°,1.88067
15:20,26.94°,-61.35°,151.35°,-28.65°,1.96729
15:25,25.88°,-61.96°,151.96°,-28.04°,2.06098
15:30,24.82°,-62.54°,152.54°,-27.46°,2.16270
15:35,23.74°,-63.11°,153.11°,-26.89°,2.27354
15:40,22.66°,-63.66°,153.66°,-26.34°,2.39485
15:45,21.58°,-64.20°,154.20°,-25.80°,2.52825
15:50,20.49°,-64.72°,154.72°,-25.28°,2.67571
15:55,19.40°,-65.23°,155.23°,-24.77°,2.83964
16:00,18.30°,-65.72°,155.72°,-24.28°,3.02306
16:05,17.20°,-66.19°,156.19°,-23.81°,3.22978
16:10,16.10°,-66.66°,156.66°,-23.34°,3.46464
16:15,14.99°,-67.11°,157.11°,-22.89°,3.73398
16:20,13.88°,-67.55°,157.55°,-22.45°,4.04611
16:25,12.77°,-67.98°,157.98°,-22.02°,4.41233
16:30,11.65°,-68.39°,158.39°,-21.61°,4.84820
16:35,10.54°,-68.80°,158.80°,-21.20°,5.37591
16:40,9.42°,-69.20°,159.20°,-20.80°,6.02810
16:45,8.30°,-69.58°,159.58°,-20.42°,6.85483
16:50,7.18°,-69.96°,159.96°,-20.04°,7.93690
16:55,6.06°,-70.32°,160.32°,-19.68°,9.41344
17:00,4.95°,-70.68°,160.68°,-19.32°,11.54653
17:05,3.84°,-71.03°,161.03°,-18.97°,14.87914
17:10,2.75°,-71.37°,161.37°,-18.63°,20.79467
17:15,1.68°,-71.71°,161.71°,-18.29°,33.99693
17:20,0.66°,-72.03°,162.03°,-17.97°,87.00019
