Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:45,-1.03°,93.47°,-3.47°,176.53°,--
05:50,0.41°,93.15°,-3.15°,176.85°,139.23447
05:55,1.48°,92.83°,-2.83°,177.17°,38.81414
06:00,2.59°,92.51°,-2.51°,177.49°,22.06911
06:05,3.74°,92.19°,-2.19°,177.81°,15.28078
06:10,4.91°,91.87°,-1.87°,178.13°,11.63564
06:15,6.09°,91.56°,-1.56°,178.44°,9.36768
06:20,7.28°,91.24°,-1.24°,178.76°,7.82676
06:25,8.47°,90.92°,-0.92°,179.08°,6.71226
06:30,9.67°,90.61°,-0.61°,179.39°,5.86894
06:35,10.87°,90.29°,-0.29°,179.71°,5.20851
06:40,12.07°,89.97°,0.03°,-179.97°,4.67714
06:45,13.27°,89.65°,0.35°,-179.65°,4.24018
06:50,14.47°,89.32°,0.68°,-179.32°,3.87433
06:55,15.68°,89.00°,1.00°,-179.00°,3.56333
07:00,16.88°,88.67°,1.33°,-178.67°,3.29554
07:05,18.08°,88.34°,1.66°,-178.34°,3.06238
07:10,19.29°,88.01°,1.99°,-178.01°,2.85738
07:15,20.49°,87.67°,2.33°,-177.67°,2.67560
07:20,21.70°,87.33°,2.67°,-177.33°,2.51318
07:25,22.90°,86.99°,3.01°,-176.99°,2.36707
07:30,24.11°,86.64°,3.36°,-176.64°,2.23484
07:35,25.31°,86.28°,3.72°,-176.28°,2.11450
07:40,26.51°,85.92°,4.08°,-175.92°,2.00443
07:45,27.72°,85.56°,4.44°,-175.56°,1.90329
07:50,28.92°,85.18°,4.82°,-175.18°,1.80996
07:55,30.12°,84.80°,5.20°,-174.80°,1.72350
08:00,31.32°,84.42°,5.58°,-174.42°,1.64312
08:05,32.53°,84.02°,5.98°,-174.02°,1.56814
08:10,33.73°,83.62°,6.38°,-173.62°,1.49798
08:15,34.92°,83.20°,6.80°,-173.20°,1.43214
08:20,36.12°,82.78°,7.22°,-172.78°,1.37018
08:25,37.32°,82.34°,7.66°,-172.34°,1.31172
08:30,38.52°,81.89°,8.11°,-171.89°,1.25644
08:35,39.71°,81.43°,8.57°,-171.43°,1.20403
08:40,40.90°,80.95°,9.05°,-170.95°,1.15426
08:45,42.10°,80.46°,9.54°,-170.46°,1.10688
08:50,43.29°,79.95°,10.05°,-169.95°,1.06170
08:55,44.47°,79.42°,10.58°,-169.42°,1.01853
09:00,45.66°,78.87°,11.13°,-168.87°,0.97722
09:05,46.84°,78.30°,11.70°,-168.30°,0.93763
09:10,48.03°,77.71°,12.29°,-167.71°,0.89961
09:15,49.20°,77.09°,12.91°,-167.09°,0.86307
09:20,50.38°,76.44°,13.56°,-166.44°,0.82788
09:25,51.55°,75.76°,14.24°,-165.76°,0.79396
09:30,52.72°,75.05°,14.95°,-165.05°,0.76123
09:35,53.89°,74.30°,15.70°,-164.30°,0.72960
09:40,55.05°,73.51°,16.49°,-163.51°,0.69902
09:45,56.20°,72.68°,17.32°,-162.68°,0.66941
09:50,57.35°,71.80°,18.20°,-161.80°,0.64071
09:55,58.50°,70.86°,19.14°,-160.86°,0.61290
10:00,59.63°,69.86°,20.14°,-159.86°,0.58591
10:05,60.76°,68.80°,21.20°,-158.80°,0.55971
10:10,61.89°,67.66°,22.34°,-157.66°,0.53428
10:15,63.00°,66.44°,23.56°,-156.44°,0.50958
10:20,64.10°,65.12°,24.88°,-155.12°,0.48559
10:25,65.19°,63.70°,26.30°,-153.70°,0.46230
10:30,66.26°,62.16°,27.84°,-152.16°,0.43971
10:35,67.32°,60.49°,29.51°,-150.49°,0.41781
10:40,68.37°,58.66°,31.34°,-148.66°,0.39662
10:45,69.39°,56.67°,33.33°,-146.67°,0.37614
10:50,70.38°,54.49°,35.51°,-144.49°,0.35641
10:55,71.35°,52.09°,37.91°,-142.09°,0.33748
11:00,72.29°,49.44°,40.56°,-139.44°,0.31938
11:05,73.19°,46.52°,43.48°,-136.52°,0.30220
11:10,74.04°,43.29°,46.71°,-133.29°,0.28603
11:15,74.84°,39.72°,50.28°,-129.72°,0.27097
11:20,75.58°,35.78°,54.22°,-125.78°,0.25715
11:25,76.25°,31.45°,58.55°,-121.45°,0.24474
11:30,76.84°,26.72°,63.28°,-116.72°,0.23390
11:35,77.33°,21.59°,68.41°,-111.59°,0.22481
11:40,77.72°,16.10°,73.90°,-106.10°,0.21766
11:45,78.00°,10.31°,79.69°,-100.31°,0.21261
11:50,78.15°,4.32°,85.68°,-94.32°,0.20981
11:55,78.18°,-1.77°,91.77°,-88.23°,0.20932
12:00,78.08°,-7.82°,97.82°,-82.18°,0.21116
12:05,77.85°,-13.71°,103.71°,-76.29°,0.21528
12:10,77.51°,-19.33°,109.33°,-70.67°,0.22157
12:15,77.05°,-24.62°,114.62°,-65.38°,0.22987
12:20,76.50°,-29.52°,119.52°,-60.48°,0.24000
12:25,75.87°,-34.01°,124.01°,-55.99°,0.25178
12:30,75.16°,-38.11°,128.11°,-51.89°,0.26502
12:35,74.38°,-41.83°,131.83°,-48.17°,0.27958
12:40,73.55°,-45.20°,135.20°,-44.80°,0.29530
12:45,72.67°,-48.25°,138.25°,-41.75°,0.31207
