Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,0.15°,88.73°,1.27°,-178.73°,374.40650
05:55,1.20°,88.41°,1.59°,-178.41°,47.74409
06:00,2.31°,88.09°,1.91°,-178.09°,24.81054
06:05,3.45°,87.77°,2.23°,-177.77°,16.57829
06:10,4.62°,87.45°,2.55°,-177.45°,12.38647
06:15,5.79°,87.12°,2.88°,-177.12°,9.85608
06:20,6.98°,86.79°,3.21°,-176.79°,8.16979
06:25,8.17°,86.46°,3.54°,-176.46°,6.96696
06:30,9.36°,86.13°,3.87°,-176.13°,6.06611
06:35,10.56°,85.80°,4.20°,-175.80°,5.36622
06:40,11.75°,85.46°,4.54°,-175.46°,4.80667
06:45,12.95°,85.12°,4.88°,-175.12°,4.34890
06:50,14.15°,84.77°,5.23°,-174.77°,3.96727
06:55,15.35°,84.42°,5.58°,-174.42°,3.64406
07:00,16.54°,84.07°,5.93°,-174.07°,3.36662
07:05,17.74°,83.71°,6.29°,-173.71°,3.12572
07:10,18.94°,83.34°,6.66°,-173.34°,2.91443
07:15,20.13°,82.97°,7.03°,-172.97°,2.72748
07:20,21.33°,82.59°,7.41°,-172.59°,2.56078
07:25,22.53°,82.21°,7.79°,-172.21°,2.41109
07:30,23.72°,81.82°,8.18°,-171.82°,2.27583
07:35,24.91°,81.42°,8.58°,-171.42°,2.15293
07:40,26.11°,81.01°,8.99°,-171.01°,2.04067
07:45,27.30°,80.59°,9.41°,-170.59°,1.93767
07:50,28.49°,80.17°,9.83°,-170.17°,1.84274
07:55,29.68°,79.73°,10.27°,-169.73°,1.75492
08:00,30.86°,79.28°,10.72°,-169.28°,1.67336
08:05,32.05°,78.82°,11.18°,-168.82°,1.59738
08:10,33.23°,78.35°,11.65°,-168.35°,1.52637
08:15,34.41°,77.86°,12.14°,-167.86°,1.45980
08:20,35.59°,77.36°,12.64°,-167.36°,1.39724
08:25,36.77°,76.84°,13.16°,-166.84°,1.33828
08:30,37.94°,76.31°,13.69°,-166.31°,1.28259
08:35,39.11°,75.75°,14.25°,-165.75°,1.22988
08:40,40.28°,75.18°,14.82°,-165.18°,1.17987
08:45,41.45°,74.59°,15.41°,-164.59°,1.13233
08:50,42.61°,73.97°,16.03°,-163.97°,1.08707
08:55,43.77°,73.33°,16.67°,-163.33°,1.04389
09:00,44.92°,72.67°,17.33°,-162.67°,1.00263
09:05,46.08°,71.98°,18.02°,-161.98°,0.96315
09:10,47.22°,71.25°,18.75°,-161.25°,0.92531
09:15,48.36°,70.50°,19.50°,-160.50°,0.88901
09:20,49.50°,69.70°,20.30°,-159.70°,0.85414
09:25,50.63°,68.87°,21.13°,-158.87°,0.82060
