Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:45,-0.59°,97.01°,-7.01°,172.99°,--
05:50,0.71°,96.69°,-6.69°,173.31°,81.13219
05:55,1.78°,96.37°,-6.37°,173.63°,32.12354
06:00,2.91°,96.05°,-6.05°,173.95°,19.69520
06:05,4.06°,95.74°,-5.74°,174.26°,14.09919
06:10,5.22°,95.43°,-5.43°,174.57°,10.93660
06:15,6.40°,95.12°,-5.12°,174.88°,8.91129
06:20,7.59°,94.81°,-4.81°,175.19°,7.50680
06:25,8.78°,94.51°,-4.51°,175.49°,6.47629
06:30,9.97°,94.20°,-4.20°,175.80°,5.68809
06:35,11.17°,93.90°,-3.90°,176.10°,5.06565
06:40,12.37°,93.59°,-3.59°,176.41°,4.56149
06:45,13.56°,93.29°,-3.29°,176.71°,4.14461
06:50,14.77°,92.99°,-2.99°,177.01°,3.79397
06:55,15.97°,92.68°,-2.68°,177.32°,3.49475
07:00,17.17°,92.38°,-2.38°,177.62°,3.23623
07:05,18.38°,92.07°,-2.07°,177.93°,3.01049
07:10,19.58°,91.77°,-1.77°,178.23°,2.81150
07:15,20.78°,91.46°,-1.46°,178.54°,2.63466
07:20,21.99°,91.15°,-1.15°,178.85°,2.47633
07:25,23.20°,90.84°,-0.84°,179.16°,2.33364
07:30,24.40°,90.52°,-0.52°,179.48°,2.20428
07:35,25.61°,90.21°,-0.21°,179.79°,2.08637
07:40,26.82°,89.89°,0.11°,-179.89°,1.97838
07:45,28.02°,89.57°,0.43°,-179.57°,1.87901
07:50,29.23°,89.24°,0.76°,-179.24°,1.78720
07:55,30.44°,88.91°,1.09°,-178.91°,1.70206
08:00,31.64°,88.57°,1.43°,-178.57°,1.62281
08:05,32.85°,88.23°,1.77°,-178.23°,1.54881
08:10,34.06°,87.88°,2.12°,-177.88°,1.47949
08:15,35.26°,87.53°,2.47°,-177.53°,1.41437
08:20,36.47°,87.17°,2.83°,-177.17°,1.35303
08:25,37.67°,86.80°,3.20°,-176.80°,1.29510
08:30,38.88°,86.42°,3.58°,-176.42°,1.24027
08:35,40.08°,86.04°,3.96°,-176.04°,1.18824
08:40,41.29°,85.64°,4.36°,-175.64°,1.13877
08:45,42.49°,85.24°,4.76°,-175.24°,1.09164
08:50,43.69°,84.82°,5.18°,-174.82°,1.04665
08:55,44.90°,84.39°,5.61°,-174.39°,1.00362
09:00,46.10°,83.94°,6.06°,-173.94°,0.96239
09:05,47.30°,83.48°,6.52°,-173.48°,0.92283
09:10,48.50°,83.00°,7.00°,-173.00°,0.88480
09:15,49.70°,82.51°,7.49°,-172.51°,0.84819
09:20,50.89°,81.99°,8.01°,-171.99°,0.81290
09:25,52.09°,81.45°,8.55°,-171.45°,0.77883
09:30,53.28°,80.89°,9.11°,-170.89°,0.74589
09:35,54.47°,80.30°,9.70°,-170.30°,0.71402
09:40,55.66°,79.68°,10.32°,-169.68°,0.68313
09:45,56.85°,79.02°,10.98°,-169.02°,0.65316
09:50,58.03°,78.33°,11.67°,-168.33°,0.62406
09:55,59.21°,77.60°,12.40°,-167.60°,0.59577
10:00,60.39°,76.82°,13.18°,-166.82°,0.56825
10:05,61.57°,75.99°,14.01°,-165.99°,0.54145
10:10,62.74°,75.10°,14.90°,-165.10°,0.51534
10:15,63.90°,74.14°,15.86°,-164.14°,0.48988
10:20,65.06°,73.10°,16.90°,-163.10°,0.46504
10:25,66.21°,71.98°,18.02°,-161.98°,0.44080
10:30,67.36°,70.76°,19.24°,-160.76°,0.41715
10:35,68.49°,69.43°,20.57°,-159.43°,0.39406
