Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,0.22°,89.94°,0.06°,-179.94°,264.72788
05:55,1.27°,89.62°,0.38°,-179.62°,45.16315
06:00,2.38°,89.30°,0.70°,-179.30°,24.05975
06:05,3.53°,88.98°,1.02°,-178.98°,16.22853
06:10,4.69°,88.65°,1.35°,-178.65°,12.18498
06:15,5.87°,88.33°,1.67°,-178.33°,9.72489
06:20,7.06°,88.01°,1.99°,-178.01°,8.07733
06:25,8.25°,87.68°,2.32°,-177.68°,6.89797
06:30,9.44°,87.35°,2.65°,-177.35°,6.01238
06:35,10.64°,87.02°,2.98°,-177.02°,5.32296
06:40,11.84°,86.69°,3.31°,-176.69°,4.77090
06:45,13.04°,86.35°,3.65°,-176.35°,4.31867
06:50,14.24°,86.01°,3.99°,-176.01°,3.94124
06:55,15.44°,85.67°,4.33°,-175.67°,3.62129
07:00,16.64°,85.32°,4.68°,-175.32°,3.34643
07:05,17.84°,84.97°,5.03°,-174.97°,3.10761
07:10,19.04°,84.61°,5.39°,-174.61°,2.89801
07:15,20.24°,84.25°,5.75°,-174.25°,2.71246
07:20,21.44°,83.88°,6.12°,-173.88°,2.54691
07:25,22.64°,83.51°,6.49°,-173.51°,2.39819
07:30,23.83°,83.13°,6.87°,-173.13°,2.26375
07:35,25.03°,82.74°,7.26°,-172.74°,2.14154
07:40,26.23°,82.35°,7.65°,-172.35°,2.02988
07:45,27.42°,81.94°,8.06°,-171.94°,1.92738
07:50,28.62°,81.53°,8.47°,-171.53°,1.83289
07:55,29.81°,81.11°,8.89°,-171.11°,1.74544
08:00,31.00°,80.68°,9.32°,-170.68°,1.66421
08:05,32.19°,80.23°,9.77°,-170.23°,1.58850
08:10,33.38°,79.78°,10.22°,-169.78°,1.51772
08:15,34.57°,79.31°,10.69°,-169.31°,1.45135
08:20,35.75°,78.83°,11.17°,-168.83°,1.38894
08:25,36.94°,78.33°,11.67°,-168.33°,1.33012
08:30,38.12°,77.82°,12.18°,-167.82°,1.27454
08:35,39.30°,77.29°,12.71°,-167.29°,1.22191
08:40,40.47°,76.75°,13.25°,-166.75°,1.17195
08:45,41.65°,76.18°,13.82°,-166.18°,1.12446
08:50,42.82°,75.59°,14.41°,-165.59°,1.07921
08:55,43.99°,74.98°,15.02°,-164.98°,1.03602
09:00,45.15°,74.35°,15.65°,-164.35°,0.99474
09:05,46.31°,73.69°,16.31°,-163.69°,0.95522
09:10,47.47°,73.00°,17.00°,-163.00°,0.91733
09:15,48.62°,72.27°,17.73°,-162.27°,0.88095
09:20,49.77°,71.52°,18.48°,-161.52°,0.84598
09:25,50.91°,70.73°,19.27°,-160.73°,0.81232
09:30,52.05°,69.90°,20.10°,-159.90°,0.77990
