Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
06:00,-0.58°,68.24°,21.76°,-158.24°,--
06:05,0.65°,67.92°,22.08°,-157.92°,88.78492
06:10,1.64°,67.59°,22.41°,-157.59°,34.85340
06:15,2.68°,67.26°,22.74°,-157.26°,21.34936
06:20,3.74°,66.91°,23.09°,-156.91°,15.28754
06:25,4.82°,66.56°,23.44°,-156.56°,11.86990
06:30,5.90°,66.19°,23.81°,-156.19°,9.68135
06:35,6.98°,65.82°,24.18°,-155.82°,8.16597
06:40,8.07°,65.43°,24.57°,-155.43°,7.05543
06:45,9.15°,65.04°,24.96°,-155.04°,6.20701
06:50,10.24°,64.63°,25.37°,-154.63°,5.53780
06:55,11.32°,64.21°,25.79°,-154.21°,4.99643
07:00,12.40°,63.78°,26.22°,-153.78°,4.54938
07:05,13.47°,63.34°,26.66°,-153.34°,4.17390
07:10,14.55°,62.88°,27.12°,-152.88°,3.85396
07:15,15.61°,62.41°,27.59°,-152.41°,3.57801
07:20,16.68°,61.93°,28.07°,-151.93°,3.33747
07:25,17.74°,61.43°,28.57°,-151.43°,3.12586
07:30,18.80°,60.92°,29.08°,-150.92°,2.93819
07:35,19.85°,60.39°,29.61°,-150.39°,2.77056
07:40,20.89°,59.85°,30.15°,-149.85°,2.61987
07:45,21.93°,59.29°,30.71°,-149.29°,2.48364
07:50,22.97°,58.71°,31.29°,-148.71°,2.35983
07:55,23.99°,58.12°,31.88°,-148.12°,2.24680
08:00,25.01°,57.51°,32.49°,-147.51°,2.14316
08:05,26.03°,56.87°,33.13°,-146.87°,2.04778
08:10,27.03°,56.22°,33.78°,-146.22°,1.95969
08:15,28.03°,55.55°,34.45°,-145.55°,1.87806
08:20,29.02°,54.85°,35.15°,-144.85°,1.80222
08:25,30.01°,54.14°,35.86°,-144.14°,1.73155
08:30,30.98°,53.40°,36.60°,-143.40°,1.66554
08:35,31.95°,52.63°,37.37°,-142.63°,1.60376
08:40,32.90°,51.84°,38.16°,-141.84°,1.54580
08:45,33.84°,51.03°,38.97°,-141.03°,1.49134
08:50,34.78°,50.18°,39.82°,-140.18°,1.44008
08:55,35.70°,49.31°,40.69°,-139.31°,1.39176
09:00,36.61°,48.41°,41.59°,-138.41°,1.34616
09:05,37.50°,47.48°,42.52°,-137.48°,1.30306
09:10,38.39°,46.52°,43.48°,-136.52°,1.26229
09:15,39.26°,45.52°,44.48°,-135.52°,1.22370
09:20,40.11°,44.50°,45.50°,-134.50°,1.18714
09:25,40.95°,43.43°,46.57°,-133.43°,1.15249
09:30,41.77°,42.33°,47.67°,-132.33°,1.11964
09:35,42.57°,41.20°,48.80°,-131.20°,1.08849
09:40,43.36°,40.02°,49.98°,-130.02°,1.05895
09:45,44.13°,38.81°,51.19°,-128.81°,1.03095
09:50,44.87°,37.56°,52.44°,-127.56°,1.00443
09:55,45.60°,36.26°,53.74°,-126.26°,0.97932
10:00,46.30°,34.93°,55.07°,-124.93°,0.95557
10:05,46.98°,33.55°,56.45°,-123.55°,0.93313
10:10,47.64°,32.13°,57.87°,-122.13°,0.91197
10:15,48.27°,30.67°,59.33°,-120.67°,0.89205
10:20,48.87°,29.16°,60.84°,-119.16°,0.87335
10:25,49.44°,27.61°,62.39°,-117.61°,0.85583
10:30,49.99°,26.02°,63.98°,-116.02°,0.83949
10:35,50.50°,24.39°,65.61°,-114.39°,0.82430
10:40,50.98°,22.71°,67.29°,-112.71°,0.81025
10:45,51.43°,21.00°,69.00°,-111.00°,0.79734
10:50,51.85°,19.24°,70.76°,-109.24°,0.78554
10:55,52.23°,17.45°,72.55°,-107.45°,0.77487
11:00,52.57°,15.63°,74.37°,-105.63°,0.76530
11:05,52.88°,13.77°,76.23°,-103.77°,0.75685
11:10,53.15°,11.89°,78.11°,-101.89°,0.74952
11:15,53.38°,9.98°,80.02°,-99.98°,0.74329
11:20,53.57°,8.05°,81.95°,-98.05°,0.73817
11:25,53.72°,6.10°,83.90°,-96.10°,0.73417
11:30,53.82°,4.14°,85.86°,-94.14°,0.73127
11:35,53.89°,2.17°,87.83°,-92.17°,0.72949
11:40,53.91°,0.19°,89.81°,-90.19°,0.72883
11:45,53.90°,-1.78°,91.78°,-88.22°,0.72928
11:50,53.84°,-3.76°,93.76°,-86.24°,0.73084
11:55,53.74°,-5.72°,95.72°,-84.28°,0.73351
12:00,53.60°,-7.67°,97.67°,-82.33°,0.73730
12:05,53.42°,-9.61°,99.61°,-80.39°,0.74220
12:10,53.20°,-11.52°,101.52°,-78.48°,0.74821
12:15,52.93°,-13.41°,103.41°,-76.59°,0.75533
12:20,52.64°,-15.27°,105.27°,-74.73°,0.76357
12:25,52.30°,-17.10°,107.10°,-72.90°,0.77291
12:30,51.93°,-18.90°,108.90°,-71.10°,0.78337
12:35,51.52°,-20.66°,110.66°,-69.34°,0.79495
12:40,51.07°,-22.38°,112.38°,-67.62°,0.80764
12:45,50.60°,-24.06°,114.06°,-65.94°,0.82147
12:50,50.09°,-25.70°,115.70°,-64.30°,0.83644
12:55,49.55°,-27.30°,117.30°,-62.70°,0.85255
13:00,48.98°,-28.86°,118.86°,-61.14°,0.86984
13:05,48.39°,-30.38°,120.38°,-59.62°,0.88831
13:10,47.76°,-31.85°,121.85°,-58.15°,0.90798
13:15,47.11°,-33.28°,123.28°,-56.72°,0.92890
13:20,46.44°,-34.66°,124.66°,-55.34°,0.95108
13:25,45.74°,-36.01°,126.01°,-53.99°,0.97458
13:30,45.02°,-37.31°,127.31°,-52.69°,0.99942
13:35,44.27°,-38.57°,128.57°,-51.43°,1.02566
13:40,43.51°,-39.79°,129.79°,-50.21°,1.05337
