Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
06:00,-0.47°,68.39°,21.61°,-158.39°,--
06:05,0.71°,68.08°,21.92°,-158.08°,80.81275
06:10,1.71°,67.75°,22.25°,-157.75°,33.46241
06:15,2.75°,67.41°,22.59°,-157.41°,20.79328
06:20,3.82°,67.07°,22.93°,-157.07°,14.98988
06:25,4.89°,66.71°,23.29°,-156.71°,11.68408
06:30,5.98°,66.35°,23.65°,-156.35°,9.55390
06:35,7.06°,65.97°,24.03°,-155.97°,8.07280
06:40,8.15°,65.59°,24.41°,-155.59°,6.98405
06:45,9.24°,65.19°,24.81°,-155.19°,6.15033
06:50,10.32°,64.78°,25.22°,-154.78°,5.49153
06:55,11.40°,64.37°,25.63°,-154.37°,4.95779
07:00,12.48°,63.93°,26.07°,-153.93°,4.51652
07:05,13.56°,63.49°,26.51°,-153.49°,4.14550
07:10,14.64°,63.04°,26.96°,-153.04°,3.82910
07:15,15.71°,62.57°,27.43°,-152.57°,3.55599
07:20,16.77°,62.08°,27.92°,-152.08°,3.31778
07:25,17.84°,61.59°,28.41°,-151.59°,3.10809
07:30,18.89°,61.07°,28.93°,-151.07°,2.92204
07:35,19.94°,60.55°,29.45°,-150.55°,2.75577
07:40,20.99°,60.00°,30.00°,-150.00°,2.60624
07:45,22.03°,59.44°,30.56°,-149.44°,2.47100
07:50,23.07°,58.87°,31.13°,-148.87°,2.34806
07:55,24.10°,58.27°,31.73°,-148.27°,2.23578
08:00,25.12°,57.66°,32.34°,-147.66°,2.13281
08:05,26.14°,57.03°,32.97°,-147.03°,2.03801
08:10,27.14°,56.37°,33.63°,-146.37°,1.95043
08:15,28.15°,55.70°,34.30°,-145.70°,1.86927
08:20,29.14°,55.00°,35.00°,-145.00°,1.79383
08:25,30.12°,54.29°,35.71°,-144.29°,1.72352
08:30,31.10°,53.55°,36.45°,-143.55°,1.65784
08:35,32.06°,52.78°,37.22°,-142.78°,1.59635
08:40,33.02°,51.99°,38.01°,-141.99°,1.53866
08:45,33.97°,51.17°,38.83°,-141.17°,1.48444
08:50,34.90°,50.33°,39.67°,-140.33°,1.43340
08:55,35.82°,49.46°,40.54°,-139.46°,1.38528
09:00,36.74°,48.56°,41.44°,-138.56°,1.33984
09:05,37.63°,47.63°,42.37°,-137.63°,1.29691
09:10,38.52°,46.66°,43.34°,-136.66°,1.25628
09:15,39.39°,45.67°,44.33°,-135.67°,1.21782
09:20,40.25°,44.64°,45.36°,-134.64°,1.18138
09:25,41.09°,43.57°,46.43°,-133.57°,1.14684
09:30,41.91°,42.47°,47.53°,-132.47°,1.11409
09:35,42.72°,41.33°,48.67°,-131.33°,1.08303
09:40,43.51°,40.15°,49.85°,-130.15°,1.05357
09:45,44.27°,38.94°,51.06°,-128.94°,1.02565
09:50,45.02°,37.68°,52.32°,-127.68°,0.99919
09:55,45.75°,36.38°,53.62°,-126.38°,0.97414
10:00,46.46°,35.04°,54.96°,-125.04°,0.95044
10:05,47.14°,33.66°,56.34°,-123.66°,0.92805
10:10,47.79°,32.24°,57.76°,-122.24°,0.90693
10:15,48.43°,30.77°,59.23°,-120.77°,0.88706
10:20,49.03°,29.26°,60.74°,-119.26°,0.86839
10:25,49.61°,27.70°,62.30°,-117.70°,0.85091
10:30,50.15°,26.10°,63.90°,-116.10°,0.83459
10:35,50.67°,24.46°,65.54°,-114.46°,0.81943
10:40,51.15°,22.78°,67.22°,-112.78°,0.80541
10:45,51.60°,21.06°,68.94°,-111.06°,0.79252
10:50,52.02°,19.30°,70.70°,-109.30°,0.78074
10:55,52.40°,17.50°,72.50°,-107.50°,0.77009
11:00,52.75°,15.67°,74.33°,-105.67°,0.76055
11:05,53.05°,13.80°,76.20°,-103.80°,0.75212
11:10,53.32°,11.91°,78.09°,-101.91°,0.74480
11:15,53.55°,9.99°,80.01°,-99.99°,0.73859
11:20,53.74°,8.05°,81.95°,-98.05°,0.73350
11:25,53.89°,6.09°,83.91°,-96.09°,0.72952
11:30,54.00°,4.12°,85.88°,-94.12°,0.72665
11:35,54.06°,2.13°,87.87°,-92.13°,0.72489
11:40,54.09°,0.15°,89.85°,-90.15°,0.72425
11:45,54.07°,-1.84°,91.84°,-88.16°,0.72473
11:50,54.01°,-3.82°,93.82°,-86.18°,0.72632
11:55,53.91°,-5.80°,95.80°,-84.20°,0.72902
12:00,53.76°,-7.76°,97.76°,-82.24°,0.73284
12:05,53.58°,-9.70°,99.70°,-80.30°,0.73777
12:10,53.36°,-11.62°,101.62°,-78.38°,0.74381
12:15,53.09°,-13.52°,103.52°,-76.48°,0.75096
12:20,52.79°,-15.39°,105.39°,-74.61°,0.75922
12:25,52.45°,-17.23°,107.23°,-72.77°,0.76860
12:30,52.08°,-19.03°,109.03°,-70.97°,0.77909
12:35,51.67°,-20.80°,110.80°,-69.20°,0.79069
12:40,51.22°,-22.53°,112.53°,-67.47°,0.80342
12:45,50.74°,-24.22°,114.22°,-65.78°,0.81727
12:50,50.23°,-25.86°,115.86°,-64.14°,0.83226
12:55,49.69°,-27.47°,117.47°,-62.53°,0.84840
13:00,49.12°,-29.03°,119.03°,-60.97°,0.86571
13:05,48.52°,-30.55°,120.55°,-59.45°,0.88420
13:10,47.89°,-32.02°,122.02°,-57.98°,0.90390
13:15,47.24°,-33.45°,123.45°,-56.55°,0.92483
13:20,46.56°,-34.84°,124.84°,-55.16°,0.94702
13:25,45.86°,-36.19°,126.19°,-53.81°,0.97052
13:30,45.13°,-37.49°,127.49°,-52.51°,0.99537
13:35,44.39°,-38.75°,128.75°,-51.25°,1.02162
13:40,43.62°,-39.97°,129.97°,-50.03°,1.04932
13:45,42.84°,-41.16°,131.16°,-48.84°,1.07854
13:50,42.03°,-42.30°,132.30°,-47.70°,1.10935
13:55,41.21°,-43.41°,133.41°,-46.59°,1.14185
14:00,40.37°,-44.48°,134.48°,-45.52°,1.17612
