Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
06:05,-1.06°,66.12°,23.88°,-156.12°,--
06:10,0.31°,65.80°,24.20°,-155.80°,187.44247
06:15,1.27°,65.48°,24.52°,-155.48°,45.20641
06:20,2.28°,65.15°,24.85°,-155.15°,25.16632
06:25,3.31°,64.80°,25.20°,-154.80°,17.28606
06:30,4.36°,64.45°,25.55°,-154.45°,13.11324
06:35,5.42°,64.09°,25.91°,-154.09°,10.53918
06:40,6.48°,63.71°,26.29°,-153.71°,8.79905
06:45,7.55°,63.33°,26.67°,-153.33°,7.54627
06:50,8.61°,62.93°,27.07°,-152.93°,6.60186
06:55,9.68°,62.52°,27.48°,-152.52°,5.86467
07:00,10.74°,62.10°,27.90°,-152.10°,5.27328
07:05,11.80°,61.67°,28.33°,-151.67°,4.78829
07:10,12.85°,61.22°,28.78°,-151.22°,4.38329
07:15,13.90°,60.77°,29.23°,-150.77°,4.03992
07:20,14.95°,60.29°,29.71°,-150.29°,3.74503
07:25,15.99°,59.81°,30.19°,-149.81°,3.48895
07:30,17.03°,59.31°,30.69°,-149.31°,3.26443
07:35,18.06°,58.79°,31.21°,-148.79°,3.06591
07:40,19.09°,58.26°,31.74°,-148.26°,2.88907
07:45,20.11°,57.71°,32.29°,-147.71°,2.73050
07:50,21.13°,57.15°,32.85°,-147.15°,2.58747
07:55,22.14°,56.56°,33.44°,-146.56°,2.45777
08:00,23.14°,55.96°,34.04°,-145.96°,2.33959
08:05,24.14°,55.35°,34.65°,-145.35°,2.23145
08:10,25.13°,54.71°,35.29°,-144.71°,2.13210
08:15,26.11°,54.05°,35.95°,-144.05°,2.04050
08:20,27.08°,53.37°,36.63°,-143.37°,1.95577
08:25,28.05°,52.68°,37.32°,-142.68°,1.87716
08:30,29.00°,51.95°,38.05°,-141.95°,1.80404
08:35,29.95°,51.21°,38.79°,-141.21°,1.73584
08:40,30.88°,50.44°,39.56°,-140.44°,1.67210
08:45,31.81°,49.65°,40.35°,-139.65°,1.61241
08:50,32.72°,48.83°,41.17°,-138.83°,1.55640
08:55,33.62°,47.99°,42.01°,-137.99°,1.50375
09:00,34.51°,47.12°,42.88°,-137.12°,1.45420
09:05,35.39°,46.22°,43.78°,-136.22°,1.40750
09:10,36.26°,45.29°,44.71°,-135.29°,1.36343
09:15,37.11°,44.33°,45.67°,-134.33°,1.32181
09:20,37.95°,43.34°,46.66°,-133.34°,1.28247
09:25,38.77°,42.32°,47.68°,-132.32°,1.24526
09:30,39.57°,41.27°,48.73°,-131.27°,1.21005
09:35,40.36°,40.18°,49.82°,-130.18°,1.17672
09:40,41.13°,39.06°,50.94°,-129.06°,1.14516
09:45,41.88°,37.90°,52.10°,-127.90°,1.11530
09:50,42.61°,36.71°,53.29°,-126.71°,1.08703
09:55,43.32°,35.48°,54.52°,-125.48°,1.06030
10:00,44.01°,34.21°,55.79°,-124.21°,1.03504
10:05,44.68°,32.91°,57.09°,-122.91°,1.01119
10:10,45.33°,31.57°,58.43°,-121.57°,0.98870
