Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
06:10,-0.12°,66.00°,24.00°,-156.00°,--
06:15,0.89°,65.68°,24.32°,-155.68°,64.58418
06:20,1.88°,65.35°,24.65°,-155.35°,30.45724
06:25,2.91°,65.01°,24.99°,-155.01°,19.68683
06:30,3.95°,64.66°,25.34°,-154.66°,14.46807
06:35,5.01°,64.30°,25.70°,-154.30°,11.40655
06:40,6.07°,63.93°,26.07°,-153.93°,9.39790
06:45,7.14°,63.55°,26.45°,-153.55°,7.98413
06:50,8.20°,63.16°,26.84°,-153.16°,6.93559
06:55,9.27°,62.76°,27.24°,-152.76°,6.12727
07:00,10.33°,62.34°,27.66°,-152.34°,5.48519
07:05,11.39°,61.91°,28.09°,-151.91°,4.96285
07:10,12.45°,61.47°,28.53°,-151.47°,4.52955
07:15,13.50°,61.02°,28.98°,-151.02°,4.16423
07:20,14.55°,60.55°,29.45°,-150.55°,3.85197
07:25,15.60°,60.07°,29.93°,-150.07°,3.58192
07:30,16.64°,59.58°,30.42°,-149.58°,3.34600
07:35,17.68°,59.07°,30.93°,-149.07°,3.13805
07:40,18.71°,58.54°,31.46°,-148.54°,2.95333
07:45,19.73°,58.00°,32.00°,-148.00°,2.78810
07:50,20.75°,57.44°,32.56°,-147.44°,2.63939
07:55,21.76°,56.87°,33.13°,-146.87°,2.50480
08:00,22.77°,56.28°,33.72°,-146.28°,2.38240
08:05,23.77°,55.66°,34.34°,-145.66°,2.27056
08:10,24.76°,55.04°,34.96°,-145.04°,2.16797
08:15,25.75°,54.39°,35.61°,-144.39°,2.07351
08:20,26.72°,53.72°,36.28°,-143.72°,1.98624
08:25,27.69°,53.03°,36.97°,-143.03°,1.90536
08:30,28.65°,52.31°,37.69°,-142.31°,1.83020
08:35,29.60°,51.58°,38.42°,-141.58°,1.76018
08:40,30.54°,50.82°,39.18°,-140.82°,1.69478
08:45,31.47°,50.04°,39.96°,-140.04°,1.63357
08:50,32.39°,49.23°,40.77°,-139.23°,1.57618
08:55,33.30°,48.40°,41.60°,-138.40°,1.52227
09:00,34.20°,47.54°,42.46°,-137.54°,1.47156
09:05,35.08°,46.65°,43.35°,-136.65°,1.42378
09:10,35.95°,45.73°,44.27°,-135.73°,1.37872
09:15,36.81°,44.79°,45.21°,-134.79°,1.33617
09:20,37.65°,43.81°,46.19°,-133.81°,1.29597
09:25,38.48°,42.80°,47.20°,-132.80°,1.25795
09:30,39.30°,41.76°,48.24°,-131.76°,1.22197
09:35,40.09°,40.69°,49.31°,-130.69°,1.18792
09:40,40.87°,39.58°,50.42°,-129.58°,1.15568
09:45,41.63°,38.44°,51.56°,-128.44°,1.12516
09:50,42.37°,37.26°,52.74°,-127.26°,1.09628
09:55,43.09°,36.04°,53.96°,-126.04°,1.06895
10:00,43.79°,34.79°,55.21°,-124.79°,1.04312
10:05,44.47°,33.50°,56.50°,-123.50°,1.01871
10:10,45.12°,32.17°,57.83°,-122.17°,0.99569
10:15,45.75°,30.81°,59.19°,-120.81°,0.97400
10:20,46.36°,29.40°,60.60°,-119.40°,0.95361
10:25,46.94°,27.96°,62.04°,-117.96°,0.93447
10:30,47.49°,26.48°,63.52°,-116.48°,0.91657
10:35,48.02°,24.96°,65.04°,-114.96°,0.89988
10:40,48.51°,23.41°,66.59°,-113.41°,0.88437
10:45,48.98°,21.81°,68.19°,-111.81°,0.87003
10:50,49.41°,20.19°,69.81°,-110.19°,0.85684
10:55,49.81°,18.53°,71.47°,-108.53°,0.84479
11:00,50.18°,16.84°,73.16°,-106.84°,0.83388
11:05,50.51°,15.12°,74.88°,-105.12°,0.82409
11:10,50.81°,13.37°,76.63°,-103.37°,0.81542
11:15,51.07°,11.60°,78.40°,-101.60°,0.80786
11:20,51.29°,9.80°,80.20°,-99.80°,0.80141
11:25,51.48°,7.99°,82.01°,-97.99°,0.79607
11:30,51.63°,6.16°,83.84°,-96.16°,0.79184
11:35,51.74°,4.31°,85.69°,-94.31°,0.78872
11:40,51.81°,2.46°,87.54°,-92.46°,0.78670
11:45,51.84°,0.61°,89.39°,-90.61°,0.78578
11:50,51.83°,-1.25°,91.25°,-88.75°,0.78597
11:55,51.79°,-3.10°,93.10°,-86.90°,0.78727
12:00,51.70°,-4.95°,94.95°,-85.05°,0.78967
12:05,51.58°,-6.79°,96.79°,-83.21°,0.79318
12:10,51.42°,-8.62°,98.62°,-81.38°,0.79779
12:15,51.22°,-10.42°,100.42°,-79.58°,0.80352
12:20,50.98°,-12.21°,102.21°,-77.79°,0.81035
12:25,50.71°,-13.98°,103.98°,-76.02°,0.81829
12:30,50.40°,-15.72°,105.72°,-74.28°,0.82735
12:35,50.05°,-17.43°,107.43°,-72.57°,0.83753
12:40,49.67°,-19.11°,109.11°,-70.89°,0.84883
12:45,49.26°,-20.75°,110.75°,-69.25°,0.86127
