Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:25,-0.89°,112.08°,-22.08°,157.92°,--
05:30,0.44°,111.75°,-21.75°,158.25°,129.85576
05:35,1.43°,111.44°,-21.44°,158.56°,40.00259
05:40,2.47°,111.13°,-21.13°,158.87°,23.15696
05:45,3.54°,110.83°,-20.83°,159.17°,16.14577
05:50,4.63°,110.54°,-20.54°,159.46°,12.33574
05:55,5.74°,110.26°,-20.26°,159.74°,9.94908
06:00,6.85°,109.98°,-19.98°,160.02°,8.32021
06:05,7.97°,109.71°,-19.71°,160.29°,7.13895
06:10,9.10°,109.45°,-19.45°,160.55°,6.24348
06:15,10.23°,109.20°,-19.20°,160.80°,5.54137
06:20,11.36°,108.96°,-18.96°,161.04°,4.97601
06:25,12.50°,108.72°,-18.72°,161.28°,4.51086
06:30,13.64°,108.49°,-18.49°,161.51°,4.12129
06:35,14.78°,108.26°,-18.26°,161.74°,3.79010
06:40,15.92°,108.04°,-18.04°,161.96°,3.50492
06:45,17.07°,107.83°,-17.83°,162.17°,3.25666
06:50,18.22°,107.63°,-17.63°,162.37°,3.03843
06:55,19.37°,107.43°,-17.43°,162.57°,2.84498
07:00,20.52°,107.24°,-17.24°,162.76°,2.67219
07:05,21.67°,107.06°,-17.06°,162.94°,2.51683
07:10,22.82°,106.88°,-16.88°,163.12°,2.37628
07:15,23.98°,106.72°,-16.72°,163.28°,2.24843
07:20,25.13°,106.55°,-16.55°,163.45°,2.13156
07:25,26.29°,106.40°,-16.40°,163.60°,2.02422
07:30,27.45°,106.25°,-16.25°,163.75°,1.92523
07:35,28.61°,106.11°,-16.11°,163.89°,1.83358
07:40,29.77°,105.97°,-15.97°,164.03°,1.74843
07:45,30.93°,105.85°,-15.85°,164.15°,1.66904
07:50,32.09°,105.73°,-15.73°,164.27°,1.59480
07:55,33.25°,105.62°,-15.62°,164.38°,1.52516
08:00,34.41°,105.51°,-15.51°,164.49°,1.45967
08:05,35.58°,105.42°,-15.42°,164.58°,1.39791
08:10,36.74°,105.33°,-15.33°,164.67°,1.33954
08:15,37.91°,105.26°,-15.26°,164.74°,1.28424
08:20,39.07°,105.19°,-15.19°,164.81°,1.23173
08:25,40.24°,105.13°,-15.13°,164.87°,1.18178
08:30,41.40°,105.08°,-15.08°,164.92°,1.13415
08:35,42.57°,105.04°,-15.04°,164.96°,1.08867
08:40,43.74°,105.02°,-15.02°,164.98°,1.04514
08:45,44.90°,105.00°,-15.00°,165.00°,1.00343
08:50,46.07°,105.00°,-15.00°,165.00°,0.96339
08:55,47.23°,105.01°,-15.01°,164.99°,0.92488
09:00,48.40°,105.04°,-15.04°,164.96°,0.88780
09:05,49.57°,105.08°,-15.08°,164.92°,0.85205
09:10,50.73°,105.13°,-15.13°,164.87°,0.81751
09:15,51.90°,105.21°,-15.21°,164.79°,0.78412
09:20,53.06°,105.30°,-15.30°,164.70°,0.75179
09:25,54.23°,105.42°,-15.42°,164.58°,0.72045
09:30,55.39°,105.55°,-15.55°,164.45°,0.69003
09:35,56.56°,105.72°,-15.72°,164.28°,0.66048
09:40,57.72°,105.91°,-15.91°,164.09°,0.63173
09:45,58.88°,106.12°,-16.12°,163.88°,0.60373
09:50,60.04°,106.38°,-16.38°,163.62°,0.57645
09:55,61.20°,106.67°,-16.67°,163.33°,0.54983
10:00,62.35°,107.00°,-17.00°,163.00°,0.52383
10:05,63.51°,107.38°,-17.38°,162.62°,0.49843
10:10,64.66°,107.81°,-17.81°,162.19°,0.47359
10:15,65.81°,108.30°,-18.30°,161.70°,0.44928
10:20,66.95°,108.86°,-18.86°,161.14°,0.42547
10:25,68.09°,109.50°,-19.50°,160.50°,0.40215
10:30,69.23°,110.23°,-20.23°,159.77°,0.37929
10:35,70.36°,111.07°,-21.07°,158.93°,0.35689
10:40,71.48°,112.03°,-22.03°,157.97°,0.33493
10:45,72.60°,113.14°,-23.14°,156.86°,0.31342
10:50,73.70°,114.43°,-24.43°,155.57°,0.29235
10:55,74.80°,115.93°,-25.93°,154.07°,0.27175
11:00,75.88°,117.69°,-27.69°,152.31°,0.25164
11:05,76.93°,119.77°,-29.77°,150.23°,0.23207
11:10,77.97°,122.25°,-32.25°,147.75°,0.21310
11:15,78.98°,125.22°,-35.22°,144.78°,0.19483
11:20,79.94°,128.81°,-38.81°,141.19°,0.17740
11:25,80.85°,133.17°,-43.17°,136.83°,0.16102
11:30,81.70°,138.50°,-48.50°,131.50°,0.14596
11:35,82.44°,144.99°,-54.99°,125.01°,0.13263
11:40,83.07°,152.82°,-62.82°,117.18°,0.12154
11:45,83.54°,162.01°,-72.01°,107.99°,0.11330
11:50,83.81°,172.32°,-82.32°,97.68°,0.10854
11:55,83.85°,-176.82°,-93.18°,86.82°,0.10770
12:00,83.67°,-166.19°,-103.81°,76.19°,0.11087
12:05,83.29°,-156.48°,-113.52°,66.48°,0.11773
12:10,82.72°,-148.08°,-121.92°,58.08°,0.12771
12:15,82.02°,-141.05°,-128.95°,51.05°,0.14018
12:20,81.21°,-135.26°,-134.74°,45.26°,0.15457
12:25,80.33°,-130.52°,-139.48°,40.52°,0.17045
12:30,79.38°,-126.63°,-143.37°,36.63°,0.18747
12:35,78.39°,-123.42°,-146.58°,33.42°,0.20541
12:40,77.37°,-120.75°,-149.25°,30.75°,0.22410
12:45,76.32°,-118.51°,-151.49°,28.51°,0.24344
12:50,75.25°,-116.63°,-153.37°,26.63°,0.26333
12:55,74.16°,-115.02°,-154.98°,25.02°,0.28373
13:00,73.06°,-113.65°,-156.35°,23.65°,0.30460
13:05,71.95°,-112.47°,-157.53°,22.47°,0.32593
13:10,70.83°,-111.45°,-158.55°,21.45°,0.34770
13:15,69.70°,-110.56°,-159.44°,20.56°,0.36992
13:20,68.57°,-109.79°,-160.21°,19.79°,0.39259
13:25,67.43°,-109.11°,-160.89°,19.11°,0.41571
13:30,66.28°,-108.52°,-161.48°,18.52°,0.43932
13:35,65.14°,-108.00°,-162.00°,18.00°,0.46341
13:40,63.99°,-107.55°,-162.45°,17.55°,0.48803
13:45,62.83°,-107.15°,-162.85°,17.15°,0.51320
13:50,61.68°,-106.80°,-163.20°,16.80°,0.53894
13:55,60.52°,-106.49°,-163.51°,16.49°,0.56530
14:00,59.36°,-106.23°,-163.77°,16.23°,0.59230
14:05,58.20°,-105.99°,-164.01°,15.99°,0.62000
14:10,57.04°,-105.79°,-164.21°,15.79°,0.64843
14:15,55.88°,-105.62°,-164.38°,15.62°,0.67764
14:20,54.71°,-105.47°,-164.53°,15.47°,0.70769
14:25,53.55°,-105.35°,-164.65°,15.35°,0.73864
14:30,52.38°,-105.25°,-164.75°,15.25°,0.77055
14:35,51.22°,-105.16°,-164.84°,15.16°,0.80349
14:40,50.05°,-105.10°,-164.90°,15.10°,0.83754
14:45,48.89°,-105.05°,-164.95°,15.05°,0.87278
14:50,47.72°,-105.02°,-164.98°,15.02°,0.90929
14:55,46.55°,-105.00°,-165.00°,15.00°,0.94719
15:00,45.39°,-105.00°,-165.00°,15.00°,0.98658
15:05,44.22°,-105.01°,-164.99°,15.01°,1.02759
15:10,43.05°,-105.03°,-164.97°,15.03°,1.07034
15:15,41.89°,-105.06°,-164.94°,15.06°,1.11499
15:20,40.72°,-105.11°,-164.89°,15.11°,1.16170
15:25,39.56°,-105.16°,-164.84°,15.16°,1.21066
15:30,38.39°,-105.23°,-164.77°,15.23°,1.26208
15:35,37.23°,-105.30°,-164.70°,15.30°,1.31619
15:40,36.06°,-105.38°,-164.62°,15.38°,1.37325
15:45,34.90°,-105.47°,-164.53°,15.47°,1.43355
15:50,33.74°,-105.57°,-164.43°,15.57°,1.49745
15:55,32.57°,-105.68°,-164.32°,15.68°,1.56530
16:00,31.41°,-105.80°,-164.20°,15.80°,1.63757
16:05,30.25°,-105.92°,-164.08°,15.92°,1.71475
16:10,29.09°,-106.05°,-163.95°,16.05°,1.79742
16:15,27.93°,-106.19°,-163.81°,16.19°,1.88628
16:20,26.77°,-106.33°,-163.67°,16.33°,1.98210
16:25,25.61°,-106.49°,-163.51°,16.49°,2.08583
16:30,24.46°,-106.65°,-163.35°,16.65°,2.19858
16:35,23.30°,-106.81°,-163.19°,16.81°,2.32168
16:40,22.15°,-106.99°,-163.01°,16.99°,2.45671
16:45,21.00°,-107.17°,-162.83°,17.17°,2.60563
16:50,19.84°,-107.35°,-162.65°,17.35°,2.77081
16:55,18.69°,-107.55°,-162.45°,17.55°,2.95523
17:00,17.55°,-107.75°,-162.25°,17.75°,3.16258
17:05,16.40°,-107.96°,-162.04°,17.96°,3.39763
17:10,15.26°,-108.17°,-161.83°,18.17°,3.66650
17:15,14.11°,-108.39°,-161.61°,18.39°,3.97726
17:20,12.97°,-108.62°,-161.38°,18.62°,4.34079
17:25,11.84°,-108.86°,-161.14°,18.86°,4.77202
17:30,10.70°,-109.10°,-160.90°,19.10°,5.29208
17:35,9.57°,-109.35°,-160.65°,19.35°,5.93184
17:40,8.44°,-109.60°,-160.40°,19.60°,6.73822
17:45,7.32°,-109.87°,-160.13°,19.87°,7.78604
17:50,6.20°,-110.14°,-159.86°,20.14°,9.20228
17:55,5.09°,-110.42°,-159.58°,20.42°,11.22159
18:00,4.00°,-110.71°,-159.29°,20.71°,14.31606
18:05,2.92°,-111.00°,-159.00°,21.00°,19.63592
18:10,1.86°,-111.31°,-158.69°,21.31°,30.79329
18:15,0.85°,-111.62°,-158.38°,21.62°,67.74765
