Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:30,-1.09°,109.83°,-19.83°,160.17°,--
05:35,0.32°,109.50°,-19.50°,160.50°,181.54269
05:40,1.31°,109.18°,-19.18°,160.82°,43.62114
05:45,2.36°,108.87°,-18.87°,161.13°,24.21420
05:50,3.45°,108.57°,-18.57°,161.43°,16.58973
05:55,4.55°,108.28°,-18.28°,161.72°,12.55430
06:00,5.67°,107.99°,-17.99°,162.01°,10.06498
06:05,6.80°,107.71°,-17.71°,162.29°,8.38277
06:10,7.94°,107.43°,-17.43°,162.57°,7.17142
06:15,9.08°,107.17°,-17.17°,162.83°,6.25793
06:20,10.22°,106.91°,-16.91°,163.09°,5.54456
06:25,11.37°,106.65°,-16.65°,163.35°,4.97194
06:30,12.52°,106.40°,-16.40°,163.60°,4.50202
06:35,13.68°,106.16°,-16.16°,163.84°,4.10928
06:40,14.83°,105.93°,-15.93°,164.07°,3.77597
06:45,15.99°,105.70°,-15.70°,164.30°,3.48940
06:50,17.15°,105.47°,-15.47°,164.53°,3.24021
06:55,18.31°,105.26°,-15.26°,164.74°,3.02141
07:00,19.48°,105.04°,-15.04°,164.96°,2.82763
07:05,20.64°,104.84°,-14.84°,165.16°,2.65468
07:10,21.81°,104.63°,-14.63°,165.37°,2.49928
07:15,22.97°,104.44°,-14.44°,165.56°,2.35877
07:20,24.14°,104.25°,-14.25°,165.75°,2.23102
07:25,25.31°,104.07°,-14.07°,165.93°,2.11429
07:30,26.48°,103.89°,-13.89°,166.11°,2.00712
07:35,27.66°,103.71°,-13.71°,166.29°,1.90832
07:40,28.83°,103.55°,-13.55°,166.45°,1.81686
07:45,30.00°,103.38°,-13.38°,166.62°,1.73191
07:50,31.18°,103.23°,-13.23°,166.77°,1.65272
07:55,32.35°,103.08°,-13.08°,166.92°,1.57867
08:00,33.53°,102.93°,-12.93°,167.07°,1.50922
08:05,34.71°,102.80°,-12.80°,167.20°,1.44390
08:10,35.88°,102.66°,-12.66°,167.34°,1.38232
08:15,37.06°,102.54°,-12.54°,167.46°,1.32411
08:20,38.24°,102.42°,-12.42°,167.58°,1.26895
08:25,39.42°,102.31°,-12.31°,167.69°,1.21658
08:30,40.60°,102.20°,-12.20°,167.80°,1.16675
08:35,41.78°,102.11°,-12.11°,167.89°,1.11923
08:40,42.96°,102.01°,-12.01°,167.99°,1.07384
08:45,44.14°,101.93°,-11.93°,168.07°,1.03041
08:50,45.32°,101.86°,-11.86°,168.14°,0.98876
08:55,46.51°,101.79°,-11.79°,168.21°,0.94878
09:00,47.69°,101.74°,-11.74°,168.26°,0.91031
09:05,48.87°,101.69°,-11.69°,168.31°,0.87326
09:10,50.05°,101.66°,-11.66°,168.34°,0.83752
09:15,51.24°,101.64°,-11.64°,168.36°,0.80298
09:20,52.42°,101.63°,-11.63°,168.37°,0.76957
09:25,53.60°,101.63°,-11.63°,168.37°,0.73721
09:30,54.78°,101.65°,-11.65°,168.35°,0.70581
09:35,55.97°,101.68°,-11.68°,168.32°,0.67533
09:40,57.15°,101.73°,-11.73°,168.27°,0.64568
09:45,58.33°,101.80°,-11.80°,168.20°,0.61682
09:50,59.52°,101.89°,-11.89°,168.11°,0.58869
09:55,60.70°,102.01°,-12.01°,167.99°,0.56125
10:00,61.88°,102.15°,-12.15°,167.85°,0.53445
10:05,63.06°,102.32°,-12.32°,167.68°,0.50824
10:10,64.24°,102.52°,-12.52°,167.48°,0.48260
10:15,65.42°,102.77°,-12.77°,167.23°,0.45749
10:20,66.59°,103.05°,-13.05°,166.95°,0.43286
10:25,67.77°,103.39°,-13.39°,166.61°,0.40871
10:30,68.94°,103.78°,-13.78°,166.22°,0.38499
10:35,70.12°,104.25°,-14.25°,165.75°,0.36168
10:40,71.29°,104.79°,-14.79°,165.21°,0.33877
10:45,72.45°,105.43°,-15.43°,164.57°,0.31623
10:50,73.61°,106.19°,-16.19°,163.81°,0.29406
10:55,74.77°,107.10°,-17.10°,162.90°,0.27223
11:00,75.92°,108.18°,-18.18°,161.82°,0.25077
11:05,77.07°,109.48°,-19.48°,160.52°,0.22966
