Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:55,-0.81°,71.32°,18.68°,-161.32°,--
06:00,0.51°,71.01°,18.99°,-161.01°,111.53509
06:05,1.53°,70.68°,19.32°,-160.68°,37.55692
06:10,2.58°,70.35°,19.65°,-160.35°,22.17847
06:15,3.66°,70.01°,19.99°,-160.01°,15.61870
06:20,4.76°,69.66°,20.34°,-159.66°,12.01167
06:25,5.86°,69.30°,20.70°,-159.30°,9.73610
06:30,6.97°,68.93°,21.07°,-158.93°,8.17594
06:35,8.08°,68.56°,21.44°,-158.56°,7.04063
06:40,9.19°,68.17°,21.83°,-158.17°,6.17782
06:45,10.30°,67.77°,22.23°,-157.77°,5.50000
06:50,11.41°,67.36°,22.64°,-157.36°,4.95340
06:55,12.52°,66.95°,23.05°,-156.95°,4.50317
07:00,13.62°,66.52°,23.48°,-156.52°,4.12578
07:05,14.73°,66.07°,23.93°,-156.07°,3.80477
07:10,15.82°,65.62°,24.38°,-155.62°,3.52826
07:15,16.92°,65.15°,24.85°,-155.15°,3.28750
07:20,18.01°,64.67°,25.33°,-154.67°,3.07589
07:25,19.10°,64.18°,25.82°,-154.18°,2.88835
07:30,20.18°,63.67°,26.33°,-153.67°,2.72094
07:35,21.26°,63.14°,26.86°,-153.14°,2.57050
07:40,22.33°,62.60°,27.40°,-152.60°,2.43453
07:45,23.40°,62.05°,27.95°,-152.05°,2.31099
07:50,24.46°,61.47°,28.53°,-151.47°,2.19821
07:55,25.52°,60.88°,29.12°,-150.88°,2.09481
08:00,26.57°,60.27°,29.73°,-150.27°,1.99962
08:05,27.61°,59.64°,30.36°,-149.64°,1.91169
08:10,28.65°,58.99°,31.01°,-148.99°,1.83019
08:15,29.68°,58.32°,31.68°,-148.32°,1.75443
08:20,30.71°,57.63°,32.37°,-147.63°,1.68380
08:25,31.72°,56.91°,33.09°,-146.91°,1.61779
08:30,32.73°,56.17°,33.83°,-146.17°,1.55596
08:35,33.73°,55.41°,34.59°,-145.41°,1.49792
08:40,34.72°,54.62°,35.38°,-144.62°,1.44333
08:45,35.70°,53.80°,36.20°,-143.80°,1.39190
08:50,36.66°,52.95°,37.05°,-142.95°,1.34336
08:55,37.62°,52.08°,37.92°,-142.08°,1.29749
09:00,38.57°,51.17°,38.83°,-141.17°,1.25408
09:05,39.50°,50.23°,39.77°,-140.23°,1.21296
09:10,40.42°,49.25°,40.75°,-139.25°,1.17397
09:15,41.33°,48.24°,41.76°,-138.24°,1.13698
09:20,42.23°,47.20°,42.80°,-137.20°,1.10184
09:25,43.10°,46.11°,43.89°,-136.11°,1.06847
09:30,43.97°,44.99°,45.01°,-134.99°,1.03675
09:35,44.81°,43.83°,46.17°,-133.83°,1.00661
09:40,45.64°,42.62°,47.38°,-132.62°,0.97796
09:45,46.45°,41.37°,48.63°,-131.37°,0.95074
09:50,47.23°,40.07°,49.93°,-130.07°,0.92490
09:55,48.00°,38.73°,51.27°,-128.73°,0.90038
10:00,48.74°,37.34°,52.66°,-127.34°,0.87713
10:05,49.47°,35.90°,54.10°,-125.90°,0.85513
10:10,50.16°,34.41°,55.59°,-124.41°,0.83433
10:15,50.83°,32.87°,57.13°,-122.87°,0.81471
10:20,51.47°,31.28°,58.72°,-121.28°,0.79626
10:25,52.08°,29.64°,60.36°,-119.64°,0.77894
10:30,52.67°,27.94°,62.06°,-117.94°,0.76276
10:35,53.21°,26.20°,63.80°,-116.20°,0.74769
10:40,53.73°,24.40°,65.60°,-114.40°,0.73374
10:45,54.21°,22.56°,67.44°,-112.56°,0.72089
10:50,54.66°,20.67°,69.33°,-110.67°,0.70916
10:55,55.06°,18.73°,71.27°,-108.73°,0.69853
11:00,55.43°,16.75°,73.25°,-106.75°,0.68901
11:05,55.76°,14.74°,75.26°,-104.74°,0.68061
11:10,56.05°,12.68°,77.32°,-102.68°,0.67332
11:15,56.29°,10.60°,79.40°,-100.60°,0.66715
11:20,56.49°,8.49°,81.51°,-98.49°,0.66212
11:25,56.65°,6.35°,83.65°,-96.35°,0.65821
11:30,56.76°,4.20°,85.80°,-94.20°,0.65543
11:35,56.82°,2.04°,87.96°,-92.04°,0.65379
11:40,56.84°,-0.13°,90.13°,-89.87°,0.65329
11:45,56.82°,-2.30°,92.30°,-87.70°,0.65393
11:50,56.75°,-4.46°,94.46°,-85.54°,0.65571
11:55,56.63°,-6.61°,96.61°,-83.39°,0.65862
12:00,56.47°,-8.74°,98.74°,-81.26°,0.66266
12:05,56.26°,-10.85°,100.85°,-79.15°,0.66784
12:10,56.01°,-12.93°,102.93°,-77.07°,0.67414
12:15,55.72°,-14.98°,104.98°,-75.02°,0.68156
12:20,55.39°,-17.00°,107.00°,-73.00°,0.69010
12:25,55.02°,-18.97°,108.97°,-71.03°,0.69976
12:30,54.61°,-20.90°,110.90°,-69.10°,0.71052
12:35,54.16°,-22.79°,112.79°,-67.21°,0.72239
12:40,53.67°,-24.62°,114.62°,-65.38°,0.73537
12:45,53.15°,-26.41°,116.41°,-63.59°,0.74945
12:50,52.60°,-28.15°,118.15°,-61.85°,0.76465
12:55,52.01°,-29.84°,119.84°,-60.16°,0.78097
13:00,51.40°,-31.47°,121.47°,-58.53°,0.79843
13:05,50.75°,-33.06°,123.06°,-56.94°,0.81702
13:10,50.08°,-34.59°,124.59°,-55.41°,0.83678
13:15,49.38°,-36.07°,126.07°,-53.93°,0.85772
13:20,48.66°,-37.51°,127.51°,-52.49°,0.87988
13:25,47.91°,-38.89°,128.89°,-51.11°,0.90327
13:30,47.14°,-40.23°,130.23°,-49.77°,0.92795
13:35,46.35°,-41.52°,131.52°,-48.48°,0.95396
13:40,45.54°,-42.77°,132.77°,-47.23°,0.98135
13:45,44.71°,-43.97°,133.97°,-46.03°,1.01017
13:50,43.86°,-45.13°,135.13°,-44.87°,1.04050
13:55,43.00°,-46.25°,136.25°,-43.75°,1.07241
14:00,42.12°,-47.33°,137.33°,-42.67°,1.10599
14:05,41.22°,-48.37°,138.37°,-41.63°,1.14135
14:10,40.31°,-49.37°,139.37°,-40.63°,1.17858
14:15,39.39°,-50.34°,140.34°,-39.66°,1.21782
14:20,38.45°,-51.28°,141.28°,-38.72°,1.25920
14:25,37.51°,-52.18°,142.18°,-37.82°,1.30290
14:30,36.55°,-53.06°,143.06°,-36.94°,1.34908
14:35,35.58°,-53.90°,143.90°,-36.10°,1.39795
14:40,34.60°,-54.71°,144.71°,-35.29°,1.44976
14:45,33.61°,-55.50°,145.50°,-34.50°,1.50475
14:50,32.61°,-56.26°,146.26°,-33.74°,1.56323
14:55,31.60°,-57.00°,147.00°,-33.00°,1.62554
15:00,30.58°,-57.71°,147.71°,-32.29°,1.69208
15:05,29.56°,-58.40°,148.40°,-31.60°,1.76330
15:10,28.53°,-59.07°,149.07°,-30.93°,1.83972
15:15,27.49°,-59.72°,149.72°,-30.28°,1.92196
15:20,26.44°,-60.35°,150.35°,-29.65°,2.01072
