Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,-1.12°,76.46°,13.54°,-166.46°,--
05:55,0.32°,76.14°,13.86°,-166.14°,179.37972
06:00,1.35°,75.82°,14.18°,-165.82°,42.54787
06:05,2.43°,75.49°,14.51°,-165.49°,23.60481
06:10,3.54°,75.16°,14.84°,-165.16°,16.18630
06:15,4.66°,74.81°,15.19°,-164.81°,12.26507
06:20,5.80°,74.47°,15.53°,-164.47°,9.84758
06:25,6.94°,74.11°,15.89°,-164.11°,8.21470
06:30,8.09°,73.75°,16.25°,-163.75°,7.03901
06:35,9.23°,73.37°,16.63°,-163.37°,6.15248
06:40,10.38°,72.99°,17.01°,-162.99°,5.46017
06:45,11.52°,72.61°,17.39°,-162.61°,4.90450
06:50,12.67°,72.21°,17.79°,-162.21°,4.44850
06:55,13.81°,71.80°,18.20°,-161.80°,4.06743
07:00,14.95°,71.38°,18.62°,-161.38°,3.74407
07:05,16.09°,70.95°,19.05°,-160.95°,3.46610
07:10,17.23°,70.51°,19.49°,-160.51°,3.22447
07:15,18.36°,70.06°,19.94°,-160.06°,3.01237
07:20,19.50°,69.60°,20.40°,-159.60°,2.82460
07:25,20.62°,69.13°,20.87°,-159.13°,2.65711
07:30,21.75°,68.64°,21.36°,-158.64°,2.50671
07:35,22.87°,68.14°,21.86°,-158.14°,2.37083
07:40,23.99°,67.62°,22.38°,-157.62°,2.24740
07:45,25.10°,67.09°,22.91°,-157.09°,2.13473
07:50,26.21°,66.54°,23.46°,-156.54°,2.03142
07:55,27.31°,65.97°,24.03°,-155.97°,1.93630
08:00,28.41°,65.39°,24.61°,-155.39°,1.84841
08:05,29.51°,64.79°,25.21°,-154.79°,1.76690
08:10,30.60°,64.17°,25.83°,-154.17°,1.69108
08:15,31.68°,63.53°,26.47°,-153.53°,1.62035
08:20,32.76°,62.86°,27.14°,-152.86°,1.55418
08:25,33.83°,62.18°,27.82°,-152.18°,1.49213
08:30,34.89°,61.47°,28.53°,-151.47°,1.43382
08:35,35.95°,60.73°,29.27°,-150.73°,1.37889
08:40,37.00°,59.97°,30.03°,-149.97°,1.32706
08:45,38.04°,59.18°,30.82°,-149.18°,1.27806
08:50,39.07°,58.36°,31.64°,-148.36°,1.23167
08:55,40.10°,57.51°,32.49°,-147.51°,1.18768
09:00,41.11°,56.63°,33.37°,-146.63°,1.14591
09:05,42.11°,55.71°,34.29°,-145.71°,1.10621
09:10,43.11°,54.76°,35.24°,-144.76°,1.06843
09:15,44.09°,53.76°,36.24°,-143.76°,1.03245
09:20,45.05°,52.73°,37.27°,-142.73°,0.99815
09:25,46.01°,51.66°,38.34°,-141.66°,0.96545
09:30,46.95°,50.54°,39.46°,-140.54°,0.93424
09:35,47.87°,49.37°,40.63°,-139.37°,0.90447
09:40,48.78°,48.16°,41.84°,-138.16°,0.87605
09:45,49.67°,46.89°,43.11°,-136.89°,0.84894
09:50,50.54°,45.57°,44.43°,-135.57°,0.82308
09:55,51.40°,44.20°,45.80°,-134.20°,0.79842
10:00,52.23°,42.76°,47.24°,-132.76°,0.77494
10:05,53.03°,41.27°,48.73°,-131.27°,0.75260
10:10,53.82°,39.71°,50.29°,-129.71°,0.73138
10:15,54.58°,38.09°,51.91°,-128.09°,0.71125
10:20,55.31°,36.40°,53.60°,-126.40°,0.69221
10:25,56.01°,34.64°,55.36°,-124.64°,0.67424
10:30,56.68°,32.81°,57.19°,-122.81°,0.65735
10:35,57.32°,30.91°,59.09°,-120.91°,0.64153
10:40,57.92°,28.94°,61.06°,-118.94°,0.62678
10:45,58.49°,26.89°,63.11°,-116.89°,0.61312
10:50,59.01°,24.78°,65.22°,-114.78°,0.60055
10:55,59.50°,22.60°,67.40°,-112.60°,0.58908
11:00,59.94°,20.36°,69.64°,-110.36°,0.57872
11:05,60.34°,18.05°,71.95°,-108.05°,0.56950
11:10,60.69°,15.69°,74.31°,-105.69°,0.56143
11:15,60.99°,13.27°,76.73°,-103.27°,0.55451
11:20,61.24°,10.81°,79.19°,-100.81°,0.54878
11:25,61.44°,8.31°,81.69°,-98.31°,0.54423
11:30,61.59°,5.78°,84.22°,-95.78°,0.54088
11:35,61.69°,3.23°,86.77°,-93.23°,0.53875
11:40,61.73°,0.66°,89.34°,-90.66°,0.53782
11:45,61.71°,-1.90°,91.90°,-88.10°,0.53812
11:50,61.65°,-4.46°,94.46°,-85.54°,0.53963
11:55,61.53°,-7.00°,97.00°,-83.00°,0.54235
12:00,61.35°,-9.52°,99.52°,-80.48°,0.54627
12:05,61.13°,-12.00°,102.00°,-78.00°,0.55140
12:10,60.85°,-14.44°,104.44°,-75.56°,0.55770
12:15,60.53°,-16.83°,106.83°,-73.17°,0.56518
12:20,60.15°,-19.17°,109.17°,-70.83°,0.57381
12:25,59.73°,-21.45°,111.45°,-68.55°,0.58358
12:30,59.27°,-23.66°,113.66°,-66.34°,0.59447
12:35,58.76°,-25.81°,115.81°,-64.19°,0.60647
