Time,Solar Position,,,Shadow Projection,
,Altitude,Azimuth,Hor.Angle,Hor.Angle,Length
05:50,-0.36°,82.46°,7.54°,-172.46°,--
05:55,0.84°,82.14°,7.86°,-172.14°,68.21787
06:00,1.92°,81.82°,8.18°,-171.82°,29.82518
06:05,3.04°,81.49°,8.51°,-171.49°,18.81328
06:10,4.19°,81.16°,8.84°,-171.16°,13.65641
06:15,5.35°,80.82°,9.18°,-170.82°,10.68226
06:20,6.52°,80.48°,9.52°,-170.48°,8.75449
06:25,7.69°,80.14°,9.86°,-170.14°,7.40638
06:30,8.87°,79.79°,10.21°,-169.79°,6.41127
06:35,10.04°,79.43°,10.57°,-169.43°,5.64669
06:40,11.22°,79.07°,10.93°,-169.07°,5.04079
06:45,12.40°,78.70°,11.30°,-168.70°,4.54866
06:50,13.58°,78.33°,11.67°,-168.33°,4.14084
06:55,14.75°,77.94°,12.06°,-167.94°,3.79719
07:00,15.93°,77.55°,12.45°,-167.55°,3.50351
07:05,17.11°,77.16°,12.84°,-167.16°,3.24949
07:10,18.28°,76.75°,13.25°,-166.75°,3.02747
07:15,19.45°,76.33°,13.67°,-166.33°,2.83162
07:20,20.62°,75.91°,14.09°,-165.91°,2.65748
07:25,21.79°,75.47°,14.53°,-165.47°,2.50151
07:30,22.96°,75.02°,14.98°,-165.02°,2.36092
07:35,24.12°,74.57°,15.43°,-164.57°,2.23346
07:40,25.28°,74.10°,15.90°,-164.10°,2.11730
07:45,26.44°,73.61°,16.39°,-163.61°,2.01094
07:50,27.60°,73.12°,16.88°,-163.12°,1.91311
07:55,28.75°,72.61°,17.39°,-162.61°,1.82279
08:00,29.90°,72.08°,17.92°,-162.08°,1.73907
08:05,31.05°,71.54°,18.46°,-161.54°,1.66123
08:10,32.19°,70.98°,19.02°,-160.98°,1.58862
08:15,33.33°,70.40°,19.60°,-160.40°,1.52069
08:20,34.46°,69.81°,20.19°,-159.81°,1.45697
08:25,35.59°,69.19°,20.81°,-159.19°,1.39706
08:30,36.72°,68.55°,21.45°,-158.55°,1.34058
08:35,37.84°,67.89°,22.11°,-157.89°,1.28724
08:40,38.96°,67.21°,22.79°,-157.21°,1.23675
08:45,40.07°,66.49°,23.51°,-156.49°,1.18887
08:50,41.17°,65.75°,24.25°,-155.75°,1.14340
08:55,42.27°,64.99°,25.01°,-154.99°,1.10014
09:00,43.36°,64.19°,25.81°,-154.19°,1.05892
09:05,44.44°,63.35°,26.65°,-153.35°,1.01959
09:10,45.52°,62.48°,27.52°,-152.48°,0.98203
09:15,46.59°,61.57°,28.43°,-151.57°,0.94612
09:20,47.64°,60.63°,29.37°,-150.63°,0.91174
09:25,48.69°,59.63°,30.37°,-149.63°,0.87881
09:30,49.73°,58.59°,31.41°,-148.59°,0.84725
09:35,50.75°,57.51°,32.49°,-147.51°,0.81698
09:40,51.76°,56.36°,33.64°,-146.36°,0.78794
09:45,52.76°,55.17°,34.83°,-145.17°,0.76007
09:50,53.75°,53.91°,36.09°,-143.91°,0.73333
09:55,54.71°,52.58°,37.42°,-142.58°,0.70767
10:00,55.66°,51.19°,38.81°,-141.19°,0.68306
10:05,56.60°,49.73°,40.27°,-139.73°,0.65948
10:10,57.51°,48.18°,41.82°,-138.18°,0.63690
10:15,58.40°,46.56°,43.44°,-136.56°,0.61531
10:20,59.26°,44.84°,45.16°,-134.84°,0.59470
10:25,60.10°,43.03°,46.97°,-133.03°,0.57507
10:30,60.91°,41.13°,48.87°,-131.13°,0.55641
10:35,61.69°,39.12°,50.88°,-129.12°,0.53875
10:40,62.43°,37.01°,52.99°,-127.01°,0.52209
10:45,63.14°,34.79°,55.21°,-124.79°,0.50646
10:50,63.81°,32.45°,57.55°,-122.45°,0.49188
10:55,64.43°,30.00°,60.00°,-120.00°,0.47838
11:00,65.02°,27.44°,62.56°,-117.44°,0.46599
11:05,65.55°,24.76°,65.24°,-114.76°,0.45474
11:10,66.03°,21.97°,68.03°,-111.97°,0.44469
11:15,66.45°,19.08°,70.92°,-109.08°,0.43586
11:20,66.81°,16.10°,73.90°,-106.10°,0.42830
11:25,67.12°,13.03°,76.97°,-103.03°,0.42204
11:30,67.36°,9.89°,80.11°,-99.89°,0.41711
11:35,67.53°,6.69°,83.31°,-96.69°,0.41355
11:40,67.64°,3.45°,86.55°,-93.45°,0.41137
11:45,67.68°,0.19°,89.81°,-90.19°,0.41058
11:50,67.65°,-3.07°,93.07°,-86.93°,0.41120
11:55,67.55°,-6.31°,96.31°,-83.69°,0.41322
12:00,67.38°,-9.51°,99.51°,-80.49°,0.41662
12:05,67.15°,-12.66°,102.66°,-77.34°,0.42139
12:10,66.85°,-15.74°,105.74°,-74.26°,0.42750
12:15,66.50°,-18.74°,108.74°,-71.26°,0.43491
12:20,66.08°,-21.64°,111.64°,-68.36°,0.44359
12:25,65.61°,-24.44°,114.44°,-65.56°,0.45350
12:30,65.08°,-27.13°,117.13°,-62.87°,0.46461
12:35,64.51°,-29.71°,119.71°,-60.29°,0.47687
12:40,63.88°,-32.17°,122.17°,-57.83°,0.49024
12:45,63.22°,-34.52°,124.52°,-55.48°,0.50470
12:50,62.52°,-36.75°,126.75°,-53.25°,0.52021
12:55,61.78°,-38.88°,128.88°,-51.12°,0.53675
13:00,61.00°,-40.90°,130.90°,-49.10°,0.55429
13:05,60.19°,-42.82°,132.82°,-47.18°,0.57283
13:10,59.36°,-44.63°,134.63°,-45.37°,0.59235
13:15,58.50°,-46.36°,136.36°,-43.64°,0.61284
13:20,57.61°,-48.00°,138.00°,-42.00°,0.63432
13:25,56.70°,-49.55°,139.55°,-40.45°,0.65678
13:30,55.77°,-51.02°,141.02°,-38.98°,0.68025
13:35,54.83°,-52.43°,142.43°,-37.57°,0.70473
13:40,53.86°,-53.76°,143.76°,-36.24°,0.73027
13:45,52.88°,-55.02°,145.02°,-34.98°,0.75688
13:50,51.88°,-56.23°,146.23°,-33.77°,0.78462
13:55,50.87°,-57.38°,147.38°,-32.62°,0.81352
